Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,pid,Year,YR_INT
Carter Hart,20,PHI,31,30.0,16.0,13.0,1.0,81,976.0,895.0,0.917,2.83,0,6.2,1717,14.0,0.467,4.0,92.0,6.97,0,0.0,0.0,0,hartca01,2018-2019,2019
Connor Hellebuyck,25,WPG,63,62.0,34.0,23.0,3.0,179,2051.0,1872.0,0.9129999999999999,2.9,2,12.1,3704,28.0,0.452,6.0,97.0,5.86,0,3.0,3.0,4,helleco01,2018-2019,2019
Adin Hill,22,ARI,13,11.0,7.0,5.0,0.0,32,322.0,290.0,0.9009999999999999,2.76,1,1.5,696,4.0,0.364,1.0,,,0,0.0,0.0,0,hillad01,2018-2019,2019
Marcus Hogberg,24,OTT,4,4.0,0.0,2.0,1.0,14,121.0,107.0,0.884,4.09,0,0.3,206,1.0,0.25,1.0,,,0,0.0,0.0,0,hogbema01,2018-2019,2019
Braden Holtby,29,WSH,59,58.0,32.0,19.0,5.0,160,1795.0,1635.0,0.9109999999999999,2.82,3,10.2,3407,33.0,0.569,9.0,99.0,1.79,0,2.0,2.0,2,holtbbr01,2018-2019,2019
Jimmy Howard,34,DET,55,52.0,23.0,22.0,5.0,156,1709.0,1553.0,0.909,3.07,0,9.3,3053,30.0,0.5770000000000001,6.0,101.0,-1.96,0,1.0,1.0,2,howarja02,2018-2019,2019
Michael Hutchinson,28,TOR,5,5.0,2.0,3.0,0.0,13,152.0,139.0,0.914,2.64,1,0.9,295,2.0,0.4,0.0,,,0,0.0,0.0,0,hutchmi01,2018-2019,2019
Michael Hutchinson,28,FLA,4,3.0,1.0,1.0,2.0,14,87.0,73.0,0.8390000000000001,4.17,0,-0.2,201,0.0,0.0,2.0,,,0,0.0,0.0,0,hutchmi01,2018-2019,2019
Carter Hutton,33,BUF,50,48.0,18.0,25.0,5.0,142,1541.0,1399.0,0.9079999999999999,3.0,0,8.3,2840,25.0,0.521,5.0,102.0,-3.11,0,1.0,1.0,2,huttoca01,2018-2019,2019
Tristan Jarry,23,PIT,2,2.0,0.0,1.0,1.0,7,62.0,55.0,0.887,3.5,0,0.2,120,1.0,0.5,1.0,,,0,0.0,0.0,0,jarrytr01,2018-2019,2019
Chad Johnson,32,STL,10,7.0,2.0,6.0,0.0,29,250.0,221.0,0.884,3.55,1,0.7,491,2.0,0.28600000000000003,2.0,,,0,0.0,0.0,0,johnsch02,2018-2019,2019
Chad Johnson,32,ANA,9,4.0,0.0,5.0,0.0,20,156.0,136.0,0.872,3.75,0,0.2,320,1.0,0.25,1.0,,,0,0.0,0.0,0,johnsch02,2018-2019,2019
Martin Jones,29,SJS,62,62.0,36.0,19.0,5.0,176,1699.0,1523.0,0.8959999999999999,2.94,3,7.0,3597,27.0,0.435,14.0,115.0,-22.87,0,1.0,1.0,2,jonesma02,2018-2019,2019
Anton Khudobin,32,DAL,41,37.0,16.0,17.0,5.0,95,1232.0,1137.0,0.9229999999999999,2.57,2,8.6,2220,23.0,0.622,3.0,86.0,16.04,0,0.0,0.0,2,khudoan01,2018-2019,2019
Keith Kinkaid,29,NJD,41,38.0,15.0,18.0,6.0,129,1188.0,1059.0,0.8909999999999999,3.36,3,4.3,2302,15.0,0.395,11.0,120.0,-21.92,0,0.0,0.0,0,kinkake01,2018-2019,2019
Joonas Korpisalo,24,CBJ,27,21.0,10.0,7.0,3.0,67,651.0,584.0,0.897,2.95,0,2.7,1361,8.0,0.381,4.0,114.0,-8.32,0,0.0,0.0,0,korpijo01,2018-2019,2019
Mikko Koskinen,30,EDM,55,51.0,25.0,21.0,6.0,146,1551.0,1405.0,0.9059999999999999,2.93,4,8.0,2992,24.0,0.47100000000000003,8.0,104.0,-6.21,0,2.0,2.0,2,koskimi01,2018-2019,2019
Darcy Kuemper,28,ARI,55,55.0,27.0,20.0,8.0,126,1676.0,1550.0,0.925,2.33,5,12.0,3251,36.0,0.655,6.0,83.0,25.06,0,2.0,2.0,14,kuempda01,2018-2019,2019
Maxime Lagace,26,VEG,1,1.0,0.0,1.0,0.0,4,31.0,27.0,0.871,4.03,0,0.0,60,0.0,0.0,0.0,,,0,0.0,0.0,0,lagacma01,2018-2019,2019
Robin Lehner,27,NYI,46,43.0,25.0,13.0,5.0,93,1323.0,1230.0,0.93,2.13,6,10.2,2616,26.0,0.605,4.0,78.0,26.24,0,1.0,1.0,0,lehnero01,2018-2019,2019
Charlie Lindgren,25,MTL,1,1.0,1.0,0.0,0.0,5,49.0,44.0,0.898,4.62,0,0.2,65,0.0,0.0,0.0,,,0,0.0,0.0,0,lindgch01,2018-2019,2019
Henrik Lundqvist,36,NYR,52,52.0,18.0,23.0,10.0,158,1699.0,1541.0,0.907,3.07,0,9.0,3089,30.0,0.5770000000000001,7.0,103.0,-4.87,0,3.0,3.0,0,lundqhe01,2018-2019,2019
Roberto Luongo,39,FLA,43,40.0,18.0,16.0,5.0,122,1205.0,1083.0,0.899,3.12,1,5.3,2347,20.0,0.5,7.0,112.0,-13.39,0,1.0,1.0,0,luongro01,2018-2019,2019
Alex Lyon,26,PHI,2,1.0,0.0,1.0,0.0,6,31.0,25.0,0.8059999999999999,5.08,0,-0.2,71,0.0,0.0,1.0,,,0,0.0,0.0,0,lyonal01,2018-2019,2019
Jacob Markstrom,29,VAN,60,60.0,28.0,23.0,9.0,166,1896.0,1730.0,0.912,2.77,1,11.1,3599,34.0,0.5670000000000001,7.0,97.0,4.89,0,3.0,3.0,2,marksja02,2018-2019,2019
Curtis McElhinney,35,CAR,33,33.0,20.0,11.0,2.0,85,968.0,883.0,0.912,2.58,2,5.6,1978,17.0,0.515,6.0,97.0,2.25,0,0.0,0.0,0,mcelhcu01,2018-2019,2019
Mike McKenna,35,OTT,10,6.0,1.0,4.0,1.0,30,292.0,262.0,0.897,3.96,0,1.2,454,3.0,0.5,0.0,,,0,0.0,0.0,0,mckenmi01,2018-2019,2019
Mike McKenna,35,PHI,1,1.0,0.0,1.0,0.0,4,24.0,20.0,0.833,4.22,0,-0.1,57,0.0,0.0,1.0,,,0,0.0,0.0,0,mckenmi01,2018-2019,2019
Ryan Miller,38,ANA,20,17.0,8.0,7.0,2.0,51,578.0,527.0,0.912,2.76,1,3.3,1109,10.0,0.588,2.0,98.0,1.1,0,0.0,0.0,0,millery01,2018-2019,2019
Hunter Miska,23,ARI,1,0.0,0.0,0.0,0.0,1,9.0,8.0,0.889,3.28,0,0.0,18,0.0,,0.0,,,0,0.0,0.0,0,miskahu01,2018-2019,2019
Sam Montembeault,22,FLA,11,10.0,4.0,3.0,2.0,30,282.0,252.0,0.894,3.04,0,1.1,591,5.0,0.5,3.0,,,0,1.0,1.0,0,montesa01,2018-2019,2019
Petr Mrazek,26,CAR,40,40.0,23.0,14.0,3.0,95,1104.0,1009.0,0.914,2.39,4,6.6,2387,23.0,0.575,4.0,95.0,4.51,0,1.0,1.0,6,mrazepe01,2018-2019,2019
Matt Murray,24,PIT,50,50.0,29.0,14.0,6.0,129,1594.0,1465.0,0.919,2.69,4,10.4,2880,29.0,0.58,10.0,90.0,14.67,0,0.0,0.0,4,murrama02,2018-2019,2019
Alex Nedeljkovic,23,CAR,1,1.0,1.0,0.0,0.0,2,26.0,24.0,0.9229999999999999,2.0,0,0.2,60,1.0,1.0,0.0,,,0,0.0,0.0,0,nedelal01,2018-2019,2019
Michal Neuvirth,30,PHI,7,6.0,1.0,4.0,1.0,26,184.0,158.0,0.8590000000000001,4.27,0,0.0,366,1.0,0.16699999999999998,4.0,,,0,0.0,0.0,0,neuvimi01,2018-2019,2019
Antti Niemi,35,MTL,17,17.0,8.0,6.0,2.0,61,539.0,478.0,0.887,3.78,0,1.7,969,4.0,0.235,5.0,126.0,-12.42,0,1.0,1.0,0,niemian02,2018-2019,2019
Anders Nilsson,28,OTT,24,22.0,11.0,11.0,0.0,64,745.0,681.0,0.914,2.9,2,4.5,1322,10.0,0.455,4.0,95.0,3.15,0,1.0,1.0,0,nilssan01,2018-2019,2019
Anders Nilsson,28,VAN,12,12.0,3.0,8.0,1.0,37,353.0,316.0,0.895,3.09,0,1.4,718,4.0,0.33299999999999996,2.0,116.0,-5.18,0,0.0,0.0,0,nilssan01,2018-2019,2019
Eddie Pasquale,28,TBL,3,3.0,2.0,1.0,0.0,12,102.0,90.0,0.882,3.96,0,0.3,182,1.0,0.33299999999999996,1.0,,,0,0.0,0.0,0,pasqued01,2018-2019,2019
Calvin Petersen,24,LAK,11,10.0,5.0,4.0,1.0,27,355.0,328.0,0.924,2.61,1,2.5,622,6.0,0.6,1.0,84.0,5.0,0,0.0,0.0,0,peterca01,2018-2019,2019
Calvin Pickard,26,PHI,11,8.0,4.0,2.0,2.0,31,227.0,196.0,0.863,4.01,1,0.1,464,2.0,0.25,4.0,,,0,0.0,0.0,2,pickaca01,2018-2019,2019
Calvin Pickard,26,ARI,6,4.0,0.0,4.0,0.0,17,157.0,140.0,0.892,3.61,0,0.6,283,2.0,0.5,0.0,,,0,0.0,0.0,0,pickaca01,2018-2019,2019
Carey Price,31,MTL,66,64.0,35.0,24.0,6.0,161,1952.0,1791.0,0.9179999999999999,2.49,4,12.5,3880,37.0,0.578,6.0,92.0,14.94,0,1.0,1.0,2,priceca01,2018-2019,2019
Jonathan Quick,33,LAK,46,46.0,16.0,23.0,7.0,149,1329.0,1180.0,0.888,3.38,2,4.3,2648,19.0,0.413,11.0,124.0,-29.21,0,2.0,2.0,6,quickjo01,2018-2019,2019
Antti Raanta,29,ARI,12,12.0,5.0,6.0,0.0,33,351.0,318.0,0.9059999999999999,2.88,0,1.8,687,6.0,0.5,1.0,104.0,-1.36,0,1.0,1.0,0,raantan01,2018-2019,2019
Tuukka Rask,31,BOS,46,45.0,27.0,13.0,5.0,109,1245.0,1136.0,0.912,2.48,4,7.3,2635,24.0,0.5329999999999999,5.0,97.0,3.21,0,2.0,2.0,4,rasktu01,2018-2019,2019
James Reimer,30,FLA,36,29.0,13.0,12.0,5.0,93,929.0,836.0,0.9,3.09,0,4.2,1805,10.0,0.345,6.0,111.0,-9.27,0,0.0,0.0,0,reimeja01,2018-2019,2019
Pekka Rinne,36,NSH,56,55.0,30.0,19.0,4.0,130,1581.0,1451.0,0.9179999999999999,2.42,4,10.1,3220,30.0,0.545,7.0,91.0,12.5,0,0.0,0.0,4,rinnepe01,2018-2019,2019
David Rittich,26,CGY,45,42.0,27.0,9.0,5.0,109,1228.0,1119.0,0.9109999999999999,2.61,1,7.0,2503,26.0,0.619,8.0,98.0,1.68,0,0.0,0.0,4,rittida01,2018-2019,2019
Juuse Saros,23,NSH,31,27.0,17.0,10.0,2.0,74,870.0,796.0,0.915,2.62,3,5.3,1696,14.0,0.519,6.0,94.0,4.41,0,0.0,0.0,0,sarosju01,2018-2019,2019
Cory Schneider,32,NJD,26,23.0,6.0,13.0,4.0,70,718.0,648.0,0.903,3.06,1,3.4,1372,10.0,0.435,5.0,108.0,-5.29,0,0.0,0.0,0,schneco01,2018-2019,2019
Mike Smith,36,CGY,42,40.0,23.0,16.0,2.0,109,1069.0,960.0,0.898,2.72,2,4.6,2400,20.0,0.5,9.0,113.0,-12.65,0,3.0,3.0,2,smithmi01,2018-2019,2019
Garret Sparks,25,TOR,20,17.0,8.0,9.0,1.0,58,592.0,534.0,0.902,3.15,1,2.8,1105,8.0,0.47100000000000003,3.0,109.0,-4.64,0,0.0,0.0,0,sparkga01,2018-2019,2019
Alex Stalock,31,MIN,21,16.0,6.0,8.0,3.0,53,525.0,472.0,0.899,2.99,0,2.3,1065,9.0,0.563,1.0,112.0,-5.68,0,2.0,2.0,4,staloal01,2018-2019,2019
Anthony Stolarz,25,PHI,12,10.0,4.0,3.0,3.0,35,358.0,323.0,0.902,3.33,1,1.7,630,4.0,0.4,2.0,108.0,-2.73,0,0.0,0.0,0,stolaan01,2018-2019,2019
Anthony Stolarz,25,EDM,6,2.0,0.0,2.0,0.0,15,145.0,130.0,0.897,3.77,0,0.6,239,1.0,0.5,0.0,,,0,0.0,0.0,0,stolaan01,2018-2019,2019
Malcolm Subban,25,VEG,21,20.0,8.0,10.0,2.0,60,612.0,552.0,0.902,2.93,1,2.9,1227,8.0,0.4,3.0,109.0,-4.84,0,0.0,0.0,4,subbama01,2018-2019,2019
Cam Talbot,31,EDM,31,29.0,10.0,15.0,3.0,95,888.0,793.0,0.893,3.36,1,3.4,1695,9.0,0.31,9.0,119.0,-14.96,0,1.0,1.0,0,talboca01,2018-2019,2019
Cam Talbot,31,PHI,4,3.0,1.0,2.0,0.0,13,109.0,96.0,0.8809999999999999,3.7,0,0.3,211,0.0,0.0,1.0,,,0,0.0,0.0,0,talboca01,2018-2019,2019
Linus Ullmark,25,BUF,37,34.0,15.0,14.0,5.0,109,1146.0,1037.0,0.905,3.11,2,5.8,2102,18.0,0.529,6.0,106.0,-5.71,0,1.0,1.0,0,ullmali01,2018-2019,2019
Semyon Varlamov,30,COL,49,49.0,20.0,19.0,9.0,136,1496.0,1360.0,0.909,2.87,2,8.2,2839,25.0,0.51,9.0,101.0,-1.16,0,0.0,0.0,2,varlasi01,2018-2019,2019
Andrei Vasilevskiy,24,TBL,53,53.0,39.0,10.0,4.0,128,1713.0,1585.0,0.925,2.4,6,12.4,3204,34.0,0.642,7.0,83.0,26.4,0,3.0,3.0,6,vasilan02,2018-2019,2019
Cam Ward,34,CHI,33,29.0,16.0,12.0,4.0,115,1113.0,998.0,0.897,3.67,0,4.6,1882,15.0,0.517,5.0,115.0,-14.68,0,1.0,1.0,4,wardca01,2018-2019,2019
Jake Allen,27,STL,59,56.0,27.0,25.0,3.0,152,1614.0,1462.0,0.9059999999999999,2.75,1,7.9,3317,27.0,0.48200000000000004,8.0,107.0,-10.34,0,1.0,1.0,0,allenja01,2017-2018,2018
Frederik Andersen,28,TOR,66,66.0,38.0,21.0,5.0,182,2211.0,2029.0,0.9179999999999999,2.81,5,13.6,3889,37.0,0.561,8.0,94.0,12.06,0,1.0,1.0,2,anderfr01,2017-2018,2018
Craig Anderson,36,OTT,58,55.0,23.0,25.0,6.0,180,1768.0,1588.0,0.898,3.32,2,7.2,3251,25.0,0.455,11.0,116.0,-24.83,0,0.0,0.0,2,andercr01,2017-2018,2018
Ken Appleby,22,NJD,3,1.0,0.0,1.0,0.0,3,55.0,52.0,0.945,1.45,0,0.5,124,0.0,0.0,0.0,,,0,0.0,0.0,0,appleke01,2017-2018,2018
Jonathan Bernier,29,COL,37,34.0,19.0,13.0,3.0,95,1092.0,997.0,0.9129999999999999,2.85,2,6.2,2001,18.0,0.529,5.0,99.0,0.84,0,1.0,1.0,0,bernijo01,2017-2018,2018
Reto Berra,31,ANA,5,1.0,1.0,1.0,0.0,7,95.0,88.0,0.9259999999999999,2.31,0,0.7,182,1.0,1.0,0.0,,,0,0.0,0.0,0,berrare01,2017-2018,2018
Jean-Francois Berube,26,CHI,13,10.0,3.0,6.0,1.0,42,398.0,356.0,0.894,3.78,0,1.4,667,3.0,0.3,3.0,120.0,-7.07,0,0.0,0.0,0,berubje02,2017-2018,2018
Ben Bishop,31,DAL,53,51.0,26.0,17.0,5.0,120,1437.0,1317.0,0.9159999999999999,2.49,5,8.7,2887,27.0,0.529,8.0,95.0,6.12,0,1.0,1.0,4,bishobe01,2017-2018,2018
Sergei Bobrovsky,29,CBJ,65,65.0,37.0,22.0,6.0,158,1993.0,1835.0,0.9209999999999999,2.42,5,12.9,3912,38.0,0.585,10.0,90.0,16.92,0,3.0,3.0,0,bobrose01,2017-2018,2018
Laurent Brossoit,24,EDM,14,10.0,3.0,7.0,1.0,40,343.0,303.0,0.883,3.24,0,0.8,740,5.0,0.5,2.0,133.0,-9.9,0,1.0,1.0,0,brossla01,2017-2018,2018
Peter Budaj,35,TBL,8,7.0,3.0,3.0,1.0,27,217.0,190.0,0.8759999999999999,3.76,0,0.3,430,2.0,0.28600000000000003,1.0,,,0,0.0,0.0,0,budajpe01,2017-2018,2018
Jack Campbell,26,LAK,5,4.0,2.0,0.0,2.0,11,145.0,134.0,0.924,2.48,0,1.0,267,2.0,0.5,0.0,,,0,0.0,0.0,0,campbja01,2017-2018,2018
Eric Comrie,22,WPG,3,3.0,1.0,2.0,0.0,12,94.0,82.0,0.872,3.99,0,0.1,180,1.0,0.33299999999999996,0.0,,,0,0.0,0.0,0,comrier01,2017-2018,2018
Mike Condon,27,OTT,31,26.0,5.0,17.0,5.0,88,898.0,810.0,0.902,3.25,0,4.0,1626,13.0,0.5,6.0,112.0,-9.18,0,2.0,2.0,0,condomi01,2017-2018,2018
Jared Coreau,26,DET,7,7.0,0.0,5.0,1.0,27,203.0,176.0,0.867,4.26,0,0.1,380,1.0,0.14300000000000002,2.0,,,0,0.0,0.0,0,coreaja01,2017-2018,2018
Corey Crawford,33,CHI,28,27.0,16.0,9.0,2.0,60,842.0,782.0,0.929,2.27,2,6.2,1584,17.0,0.63,3.0,81.0,13.9,0,0.0,0.0,0,crawfco01,2017-2018,2018
Oscar Dansk,23,VEG,4,3.0,3.0,0.0,0.0,5,93.0,88.0,0.946,1.78,1,0.9,169,3.0,1.0,0.0,,,0,0.0,0.0,0,danskos01,2017-2018,2018
Scott Darling,29,CAR,43,40.0,13.0,21.0,7.0,131,1171.0,1040.0,0.888,3.18,0,3.5,2475,14.0,0.35,7.0,127.0,-28.22,0,0.0,0.0,2,darlisc01,2017-2018,2018
Collin Delia,23,CHI,2,2.0,1.0,1.0,0.0,7,63.0,56.0,0.889,3.96,0,0.2,106,1.0,0.5,0.0,,,0,0.0,0.0,2,deliaco01,2017-2018,2018
Aaron Dell,28,SJS,29,22.0,15.0,5.0,4.0,67,775.0,708.0,0.914,2.64,2,4.4,1522,11.0,0.5,4.0,98.0,1.02,0,1.0,1.0,0,dellaa01,2017-2018,2018
Thatcher Demko,22,VAN,1,1.0,1.0,0.0,0.0,4,30.0,26.0,0.867,3.91,0,0.0,61,0.0,0.0,0.0,,,0,0.0,0.0,0,demkoth01,2017-2018,2018
Casey DeSmith,26,PIT,14,11.0,6.0,4.0,1.0,28,356.0,328.0,0.9209999999999999,2.4,1,2.3,700,7.0,0.636,1.0,90.0,3.25,0,0.0,0.0,2,desmica01,2017-2018,2018
Louis Domingue,25,TBL,12,11.0,7.0,3.0,1.0,33,384.0,351.0,0.914,2.89,0,2.2,686,6.0,0.545,0.0,98.0,0.7,0,0.0,0.0,2,dominlo01,2017-2018,2018
Louis Domingue,25,ARI,7,5.0,0.0,6.0,0.0,28,194.0,166.0,0.856,4.33,0,-0.1,388,0.0,0.0,3.0,,,0,0.0,0.0,0,dominlo01,2017-2018,2018
Devan Dubnyk,31,MIN,60,59.0,35.0,16.0,7.0,145,1769.0,1624.0,0.9179999999999999,2.52,5,11.0,3450,36.0,0.61,8.0,93.0,10.26,0,3.0,3.0,12,dubnyde01,2017-2018,2018
Brian Elliott,32,PHI,43,42.0,23.0,11.0,7.0,112,1228.0,1116.0,0.909,2.66,1,6.4,2522,20.0,0.47600000000000003,6.0,104.0,-4.22,0,1.0,1.0,2,elliobr01,2017-2018,2018
Dylan Ferguson,19,VEG,1,0.0,0.0,0.0,0.0,1,2.0,1.0,0.5,6.5,0,-0.1,9,0.0,,0.0,,,0,0.0,0.0,0,fergudy01,2017-2018,2018
Marc-Andre Fleury,33,VEG,46,46.0,29.0,13.0,4.0,100,1376.0,1276.0,0.927,2.24,4,9.9,2673,31.0,0.674,4.0,83.0,20.77,0,1.0,1.0,6,fleurma01,2017-2018,2018
Anton Forsberg,25,CHI,35,30.0,10.0,16.0,4.0,85,921.0,836.0,0.9079999999999999,2.97,0,4.7,1715,14.0,0.467,7.0,105.0,-4.17,0,1.0,1.0,0,forsban01,2017-2018,2018
Scott Foster,36,CHI,1,0.0,0.0,0.0,0.0,0,7.0,7.0,1.0,0.0,0,0.1,14,0.0,,0.0,,,0,0.0,0.0,0,fostesc01,2017-2018,2018
Alexandar Georgiev,21,NYR,10,9.0,4.0,4.0,1.0,27,331.0,304.0,0.9179999999999999,3.15,0,2.1,515,5.0,0.556,1.0,93.0,2.05,0,0.0,0.0,0,georgal01,2017-2018,2018
Christopher Gibson,25,NYI,8,8.0,2.0,3.0,2.0,26,284.0,258.0,0.9079999999999999,3.65,0,1.5,427,5.0,0.625,3.0,,,0,0.0,0.0,0,gibsoch01,2017-2018,2018
John Gibson,24,ANA,60,60.0,31.0,18.0,7.0,139,1872.0,1733.0,0.9259999999999999,2.43,4,13.2,3428,39.0,0.65,4.0,85.0,25.3,0,1.0,1.0,16,gibsojo02,2017-2018,2018
Jon Gillies,24,CGY,11,9.0,3.0,5.0,1.0,29,280.0,251.0,0.8959999999999999,2.88,0,1.1,605,5.0,0.556,2.0,,,0,0.0,0.0,2,gillijo01,2017-2018,2018
Jeff Glass,32,CHI,15,13.0,3.0,7.0,3.0,46,452.0,406.0,0.898,3.36,0,1.8,821,5.0,0.385,2.0,116.0,-6.33,0,0.0,0.0,2,glassje01,2017-2018,2018
Thomas Greiss,32,NYI,27,25.0,13.0,8.0,2.0,95,879.0,784.0,0.892,3.82,1,3.0,1492,9.0,0.36,7.0,123.0,-17.85,0,0.0,0.0,0,greisth01,2017-2018,2018
Philipp Grubauer,26,WSH,35,28.0,15.0,10.0,3.0,73,953.0,880.0,0.9229999999999999,2.35,3,6.5,1865,19.0,0.679,3.0,87.0,10.64,0,1.0,1.0,0,grubaph01,2017-2018,2018
Jaroslav Halak,32,NYI,54,49.0,20.0,26.0,6.0,161,1744.0,1583.0,0.9079999999999999,3.19,1,8.9,3024,22.0,0.449,8.0,105.0,-7.93,0,0.0,0.0,4,halakja01,2017-2018,2018
Brandon Halverson,21,NYR,1,0.0,0.0,0.0,0.0,1,6.0,5.0,0.833,4.78,0,0.0,13,0.0,,0.0,,,0,0.0,0.0,0,halvebr01,2017-2018,2018
Andrew Hammond,29,COL,1,1.0,0.0,1.0,0.0,2,33.0,31.0,0.9390000000000001,2.06,0,0.3,58,1.0,1.0,0.0,,,0,0.0,0.0,0,hammoan01,2017-2018,2018
Connor Hellebuyck,24,WPG,67,64.0,44.0,11.0,9.0,156,2048.0,1892.0,0.924,2.36,6,14.0,3966,39.0,0.609,6.0,87.0,23.75,0,2.0,2.0,0,helleco01,2017-2018,2018
Adin Hill,21,ARI,4,4.0,1.0,3.0,0.0,14,129.0,115.0,0.8909999999999999,3.49,0,0.4,241,2.0,0.5,1.0,,,0,0.0,0.0,0,hillad01,2017-2018,2018
Braden Holtby,28,WSH,54,54.0,34.0,16.0,4.0,153,1648.0,1495.0,0.907,2.99,0,8.3,3068,30.0,0.556,9.0,106.0,-8.36,0,0.0,0.0,2,holtbbr01,2017-2018,2018
Jimmy Howard,33,DET,60,57.0,22.0,27.0,9.0,160,1770.0,1610.0,0.91,2.85,1,9.4,3368,28.0,0.491,6.0,103.0,-4.65,0,1.0,1.0,10,howarja02,2017-2018,2018
Michael Hutchinson,27,WPG,3,3.0,2.0,1.0,0.0,7,75.0,68.0,0.907,3.26,0,0.4,129,2.0,0.667,1.0,,,0,1.0,1.0,0,hutchmi01,2017-2018,2018
Carter Hutton,32,STL,32,26.0,17.0,7.0,3.0,56,810.0,754.0,0.9309999999999999,2.09,3,6.2,1610,19.0,0.731,2.0,79.0,15.09,0,0.0,0.0,2,huttoca01,2017-2018,2018
Tristan Jarry,22,PIT,26,23.0,14.0,6.0,2.0,63,687.0,624.0,0.9079999999999999,2.77,2,3.5,1364,14.0,0.609,4.0,104.0,-2.7,0,2.0,2.0,4,jarrytr01,2017-2018,2018
Chad Johnson,31,BUF,36,29.0,10.0,16.0,3.0,105,962.0,857.0,0.8909999999999999,3.55,0,3.1,1774,12.0,0.414,6.0,124.0,-20.57,0,0.0,0.0,0,johnsch02,2017-2018,2018
Martin Jones,28,SJS,60,60.0,30.0,22.0,6.0,145,1699.0,1554.0,0.915,2.55,4,9.9,3416,36.0,0.6,9.0,97.0,4.12,0,0.0,0.0,2,jonesma02,2017-2018,2018
Anton Khudobin,31,BOS,31,29.0,16.0,6.0,7.0,76,876.0,800.0,0.9129999999999999,2.56,1,5.0,1781,16.0,0.552,4.0,99.0,0.89,0,2.0,2.0,2,khudoan01,2017-2018,2018
Keith Kinkaid,28,NJD,41,38.0,26.0,10.0,3.0,106,1214.0,1108.0,0.9129999999999999,2.77,1,6.8,2298,19.0,0.5,4.0,99.0,0.55,0,2.0,2.0,2,kinkake01,2017-2018,2018
Joonas Korpisalo,23,CBJ,18,17.0,8.0,8.0,1.0,58,564.0,506.0,0.897,3.32,0,2.2,1049,7.0,0.41200000000000003,3.0,117.0,-8.5,0,0.0,0.0,0,korpijo01,2017-2018,2018
Darcy Kuemper,27,LAK,19,15.0,10.0,1.0,3.0,35,516.0,481.0,0.932,2.1,3,4.0,999,9.0,0.6,1.0,77.0,10.29,0,1.0,1.0,0,kuempda01,2017-2018,2018
Darcy Kuemper,27,ARI,10,10.0,2.0,6.0,2.0,32,317.0,285.0,0.899,3.22,1,1.3,597,3.0,0.3,2.0,,,0,0.0,0.0,0,kuempda01,2017-2018,2018
Eddie Lack,30,NJD,4,3.0,1.0,2.0,0.0,11,113.0,102.0,0.903,3.18,0,0.5,207,1.0,0.33299999999999996,1.0,,,0,0.0,0.0,0,lacked01,2017-2018,2018
Eddie Lack,30,CGY,4,2.0,1.0,2.0,0.0,12,64.0,52.0,0.813,5.29,0,-0.3,136,0.0,0.0,1.0,,,0,0.0,0.0,0,lacked01,2017-2018,2018
Maxime Lagace,25,VEG,16,14.0,6.0,7.0,1.0,57,430.0,373.0,0.867,3.92,0,0.3,874,5.0,0.35700000000000004,3.0,151.0,-19.26,0,0.0,0.0,0,lagacma01,2017-2018,2018
Marek Langhamer,23,ARI,1,0.0,0.0,0.0,0.0,0,10.0,10.0,1.0,0.0,0,0.2,29,0.0,,0.0,,,0,0.0,0.0,0,langhma01,2017-2018,2018
Robin Lehner,26,BUF,53,50.0,14.0,26.0,9.0,143,1560.0,1417.0,0.9079999999999999,3.01,3,8.0,2852,24.0,0.48,8.0,104.0,-6.08,0,0.0,0.0,2,lehnero01,2017-2018,2018
Kari Lehtonen,34,DAL,37,30.0,15.0,14.0,3.0,83,946.0,863.0,0.912,2.56,1,5.3,1944,19.0,0.633,7.0,100.0,0.03,0,0.0,0.0,4,lehtoka01,2017-2018,2018
Charlie Lindgren,24,MTL,14,14.0,4.0,8.0,2.0,42,457.0,415.0,0.9079999999999999,3.03,2,2.3,833,9.0,0.643,5.0,105.0,-1.89,0,0.0,0.0,2,lindgch01,2017-2018,2018
Henrik Lundqvist,35,NYR,63,61.0,26.0,26.0,7.0,174,2036.0,1862.0,0.915,2.98,2,11.9,3503,32.0,0.525,9.0,97.0,4.7,0,1.0,1.0,0,lundqhe01,2017-2018,2018
Roberto Luongo,38,FLA,35,33.0,18.0,11.0,2.0,81,1143.0,1062.0,0.929,2.47,3,8.5,1966,22.0,0.667,3.0,81.0,19.32,0,2.0,2.0,0,luongro01,2017-2018,2018
Alex Lyon,25,PHI,11,7.0,4.0,2.0,1.0,22,232.0,210.0,0.905,2.75,0,1.1,480,3.0,0.429,2.0,,,0,0.0,0.0,0,lyonal01,2017-2018,2018
Jacob Markstrom,28,VAN,60,57.0,23.0,26.0,7.0,154,1745.0,1591.0,0.912,2.71,2,9.6,3414,29.0,0.509,8.0,101.0,-0.84,0,3.0,3.0,4,marksja02,2017-2018,2018
Steve Mason,29,WPG,13,12.0,5.0,6.0,1.0,37,392.0,355.0,0.9059999999999999,3.24,1,1.9,685,5.0,0.41700000000000004,3.0,108.0,-2.59,0,1.0,1.0,0,masonst01,2017-2018,2018
