Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EVG,PPG,SHG,GWG,EVA,PPA,SHA,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,pid,Year,YR_INT
Drew Doughty,31,LAK,D,14,4,8,12,-2,4,1.9,2,2,0,0,2,6,0,23,17.4,373,24,17,0,0,,doughdr01,2020-2021,2021
Nic Dowd,30,WSH,C,14,2,2,4,0,16,0.2,2,0,0,0,2,0,0,13,15.4,204,7,20,91,90,50.3,dowdni01,2020-2021,2021
Justin Dowling,30,DAL,C,6,1,1,2,-1,4,0.1,1,0,0,0,1,0,0,9,11.1,74,1,2,11,17,39.3,dowliju01,2020-2021,2021
Leon Draisaitl,25,EDM,C,17,8,18,26,11,4,3.2,3,4,1,3,12,6,0,45,17.8,373,7,12,191,134,58.8,draisle01,2020-2021,2021
Sheldon Dries,26,COL,C,3,0,0,0,1,4,0.0,0,0,0,0,0,0,0,1,0.0,23,0,6,0,1,0.0,driessh01,2020-2021,2021
Jonathan Drouin,25,MTL,LW,15,1,10,11,5,8,1.0,1,0,0,0,8,2,0,20,5.0,226,2,13,7,5,58.3,drouijo01,2020-2021,2021
Dillon Dube,22,CGY,C,12,3,3,6,2,8,0.7,1,2,0,0,3,0,0,19,15.8,167,2,11,4,2,66.7,dubedi01,2020-2021,2021
Pierre-Luc Dubois,22,CBJ,LW,5,1,0,1,-2,2,0.0,1,0,0,1,0,0,0,7,14.3,73,3,2,33,28,54.1,duboipi01,2020-2021,2021
Pierre-Luc Dubois,22,WPG,LW,2,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,0,,31,1,1,10,15,40.0,duboipi01,2020-2021,2021
Matt Duchene,30,NSH,C,15,3,5,8,-9,2,0.3,2,1,0,0,3,2,0,30,10.0,259,3,11,93,93,50.0,duchema01,2020-2021,2021
Anthony Duclair,25,FLA,LW,12,1,6,7,3,2,0.6,1,0,0,0,6,0,0,32,3.1,200,2,9,0,0,,duclaan01,2020-2021,2021
Mathew Dumba,26,MIN,D,10,3,1,4,-3,8,0.8,3,0,0,0,1,0,0,28,10.7,217,11,19,0,0,,dumbama01,2020-2021,2021
Brian Dumoulin,29,PIT,D,7,0,1,1,-1,2,0.1,0,0,0,0,1,0,0,9,0.0,156,8,13,0,0,,dumoubr01,2020-2021,2021
Vince Dunn,24,STL,D,15,3,3,6,-2,8,0.7,2,1,0,0,3,0,0,23,13.0,281,16,14,0,0,,dunnvi02,2020-2021,2021
Christian Dvorak,24,ARI,C,15,7,6,13,-2,6,1.6,3,4,0,2,4,2,0,31,22.6,291,11,11,139,134,50.9,dvorach01,2020-2021,2021
Ryan Dzingel,28,CAR,C,11,2,2,4,-2,2,0.2,0,2,0,0,2,0,0,9,22.2,145,3,10,0,2,0.0,dzingry01,2020-2021,2021
Cody Eakin,29,BUF,C,12,0,1,1,-3,0,-0.2,0,0,0,0,1,0,0,6,0.0,168,2,6,95,70,57.6,eakinco01,2020-2021,2021
Jordan Eberle,30,NYI,RW,15,6,3,9,0,6,1.2,5,1,0,1,1,2,0,42,14.3,265,9,12,1,0,100.0,eberljo01,2020-2021,2021
Alexander Edler,34,VAN,D,18,0,4,4,-4,22,0.5,0,0,0,0,4,0,0,31,0.0,365,25,30,0,0,,edleral01,2020-2021,2021
Joel Edmundson,27,MTL,D,15,1,2,3,15,9,1.6,1,0,0,0,2,0,0,21,4.8,280,18,31,0,0,,edmunjo01,2020-2021,2021
Nikolaj Ehlers,24,WPG,LW,15,10,7,17,11,0,2.6,8,2,0,3,6,1,0,53,18.9,252,2,7,0,0,,ehlerni01,2020-2021,2021
Jack Eichel,24,BUF,C,12,2,9,11,-8,2,0.8,1,1,0,1,3,6,0,42,4.8,254,8,5,132,113,53.9,eicheja01,2020-2021,2021
Aaron Ekblad,24,FLA,D,13,4,5,9,0,19,1.6,1,3,0,1,2,3,0,34,11.8,324,12,10,0,0,,ekblaaa01,2020-2021,2021
Mattias Ekholm,30,NSH,D,12,0,3,3,-1,0,0.5,0,0,0,0,3,0,0,26,0.0,251,15,1,0,0,,ekholma01,2020-2021,2021
Oliver Ekman-Larsson,29,ARI,D,5,0,4,4,-3,2,0.4,0,0,0,0,3,1,0,10,0.0,104,4,10,0,0,,ekmanol01,2020-2021,2021
Lars Eller,31,WSH,C,10,2,3,5,-4,4,0.3,2,0,0,0,1,2,0,20,10.0,166,3,7,86,74,53.8,ellerla01,2020-2021,2021
Ryan Ellis,30,NSH,D,15,2,5,7,-5,6,0.9,0,2,0,0,4,1,0,36,5.6,375,31,5,0,0,,ellisry01,2020-2021,2021
Pierre Engvall,24,TOR,LW,7,1,1,2,-1,6,0.1,1,0,0,0,1,0,0,9,11.1,71,2,9,6,4,60.0,engvapi01,2020-2021,2021
Tyler Ennis,31,EDM,C,9,1,3,4,1,0,0.4,1,0,0,1,3,0,0,9,11.1,100,2,14,1,0,100.0,ennisty01,2020-2021,2021
Loui Eriksson,35,VAN,LW,3,0,1,1,-2,0,0.0,0,0,0,0,1,0,0,4,0.0,29,1,1,1,0,100.0,erikslo01,2020-2021,2021
Joel Eriksson Ek,24,MIN,C,12,5,4,9,7,2,1.4,5,0,0,1,3,1,0,34,14.7,208,4,24,77,100,43.5,eriksjo02,2020-2021,2021
Adam Erne,25,DET,LW,9,1,1,2,0,0,0.2,1,0,0,0,1,0,0,11,9.1,101,2,17,2,1,66.7,ernead01,2020-2021,2021
Jake Evans,24,MTL,C,15,2,0,2,1,18,0.1,1,0,1,0,0,0,0,21,9.5,185,8,29,84,79,51.5,evansja02,2020-2021,2021
Robby Fabbri,25,DET,C,9,4,1,5,3,6,0.8,4,0,0,1,1,0,0,17,23.5,150,7,13,25,48,34.2,fabbrro01,2020-2021,2021
Dante Fabbro,22,NSH,D,15,2,4,6,-1,15,1.0,1,1,0,1,4,0,0,31,6.5,286,21,8,0,0,,fabbrda01,2020-2021,2021
Radek Faksa,27,DAL,C,12,1,1,2,-1,6,-0.1,1,0,0,0,1,0,0,15,6.7,201,12,20,69,53,56.6,faksara01,2020-2021,2021
Joel Farabee,20,PHI,LW,13,6,6,12,6,6,1.6,6,0,0,1,4,2,0,28,21.4,186,6,9,1,3,25.0,farabjo01,2020-2021,2021
Hudson Fasching,25,ARI,RW,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,1,0.0,8,0,1,0,0,,faschhu01,2020-2021,2021
Jesper Fast,29,CAR,RW,8,0,2,2,-1,2,-0.1,0,0,0,0,2,0,0,4,0.0,109,7,17,1,2,33.3,fastje01,2020-2021,2021
Justin Faulk,28,STL,D,16,5,3,8,15,13,2.4,4,1,0,1,2,1,0,41,12.2,383,18,49,0,0,,faulkju01,2020-2021,2021
Mario Ferraro,22,SJS,D,14,0,5,5,-4,4,0.6,0,0,0,0,3,2,0,25,0.0,320,22,35,0,0,,ferrama01,2020-2021,2021
Kevin Fiala,24,MIN,LW,9,3,0,3,-3,23,0.3,2,1,0,0,0,0,0,31,9.7,160,4,9,2,1,66.7,fialake01,2020-2021,2021
Valtteri Filppula,36,DET,C,13,1,1,2,-3,8,-0.1,1,0,0,0,1,0,0,6,16.7,197,3,3,43,54,44.3,filppva01,2020-2021,2021
Christian Fischer,23,ARI,RW,11,0,1,1,-3,2,-0.2,0,0,0,0,1,0,0,4,0.0,127,7,43,0,3,0.0,fischch01,2020-2021,2021
Haydn Fleury,24,CAR,D,12,0,0,0,-4,4,-0.2,0,0,0,0,0,0,0,18,0.0,182,20,15,0,0,,fleurha01,2020-2021,2021
Warren Foegele,24,CAR,LW,10,3,3,6,2,6,0.7,3,0,0,0,3,0,0,18,16.7,141,2,11,0,4,0.0,foegewa01,2020-2021,2021
Steven Fogarty,27,BUF,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,8,1,0,0,0,,fogarst01,2020-2021,2021
Marcus Foligno,29,MIN,LW,10,1,2,3,4,9,0.4,1,0,0,0,2,0,0,10,10.0,146,4,31,2,3,40.0,foligma01,2020-2021,2021
Nick Foligno,33,CBJ,LW,17,4,5,9,1,9,0.8,3,1,0,0,2,1,2,27,14.8,293,16,42,52,56,48.1,foligni01,2020-2021,2021
Callan Foote,22,TBL,D,9,1,0,1,6,0,0.7,1,0,0,0,0,0,0,6,16.7,93,6,7,0,0,,footeca01,2020-2021,2021
Derek Forbort,28,WPG,D,15,1,5,6,4,12,1.2,1,0,0,0,5,0,0,21,4.8,320,28,20,0,0,,forbode01,2020-2021,2021
Filip Forsberg,26,NSH,C,15,7,7,14,-1,6,1.6,5,2,0,2,5,2,0,62,11.3,283,7,18,1,0,100.0,forsbfi01,2020-2021,2021
Gustav Forsling,24,FLA,D,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,3,0.0,46,3,2,0,0,,forslgu02,2020-2021,2021
Liam Foudy,20,CBJ,C,12,0,3,3,0,2,0.0,0,0,0,0,3,0,0,25,0.0,165,2,6,2,4,33.3,foudyli01,2020-2021,2021
Cam Fowler,29,ANA,D,16,1,4,5,-4,2,1.0,1,0,0,0,3,1,0,24,4.2,342,15,8,0,0,,fowleca01,2020-2021,2021
Adam Fox,22,NYR,D,14,1,6,7,0,4,1.4,0,1,0,0,2,4,0,34,2.9,349,33,4,0,0,,foxad01,2020-2021,2021
Trent Frederic,22,BOS,C,14,0,1,1,-1,10,-0.1,0,0,0,0,1,0,0,12,0.0,157,3,18,4,5,44.4,fredetr01,2020-2021,2021
Mark Friedman,25,PHI,D,3,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,1,0.0,34,0,3,0,0,,friedma01,2020-2021,2021
Martin Frk,27,LAK,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,9,0,1,0,0,,frkma01,2020-2021,2021
Byron Froese,29,CGY,C,5,1,0,1,1,2,0.2,1,0,0,0,0,0,0,2,50.0,40,4,7,10,16,38.5,froesby01,2020-2021,2021
Morgan Frost,21,PHI,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,20,0,0,10,10,50.0,frostmo01,2020-2021,2021
Kurtis Gabriel,27,SJS,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,7,0,2,0,0,,gabriku01,2020-2021,2021
Sam Gagner,31,DET,C,11,0,2,2,2,9,0.1,0,0,0,0,2,0,0,15,0.0,148,1,0,13,22,37.1,gagnesa01,2020-2021,2021
Alex Galchenyuk,26,OTT,C,8,1,0,1,-6,6,-0.2,0,1,0,0,0,0,0,17,5.9,76,1,12,0,0,,galchal01,2020-2021,2021
Brendan Gallagher,28,MTL,RW,15,6,3,9,0,4,1.2,5,1,0,2,3,0,0,53,11.3,229,6,19,9,9,50.0,gallabr01,2020-2021,2021
Dylan Gambrell,24,SJS,C,11,0,1,1,-4,6,-0.3,0,0,0,0,1,0,0,7,0.0,174,13,9,72,79,47.7,gambrdy01,2020-2021,2021
Jake Gardiner,30,CAR,D,13,0,6,6,5,2,1.1,0,0,0,0,4,2,0,13,0.0,206,5,11,0,0,,gardija01,2020-2021,2021
Rhett Gardner,24,DAL,C,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,15,0,1,4,7,36.4,gardnrh01,2020-2021,2021
Conor Garland,24,ARI,RW,15,6,8,14,8,10,2.0,5,1,0,0,6,2,0,53,11.3,264,4,6,2,2,50.0,garlaco01,2020-2021,2021
Adam Gaudette,24,VAN,C,15,2,0,2,-10,8,-0.2,2,0,0,0,0,0,0,29,6.9,146,7,8,24,30,44.4,gaudead01,2020-2021,2021
Johnny Gaudreau,27,CGY,LW,15,9,7,16,2,2,2.2,5,4,0,3,4,3,0,35,25.7,287,2,3,0,0,,gaudrjo01,2020-2021,2021
Julien Gauthier,23,NYR,RW,9,1,0,1,0,2,0.1,1,0,0,0,0,0,0,13,7.7,77,5,14,0,1,0.0,gauthju01,2020-2021,2021
Vladislav Gavrikov,25,CBJ,D,17,1,4,5,0,4,0.9,1,0,0,1,4,0,0,18,5.6,335,19,19,0,0,,gavrivl01,2020-2021,2021
Morgan Geekie,22,CAR,C,9,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,6,0.0,85,1,9,33,34,49.3,geekimo01,2020-2021,2021
Nathan Gerbe,33,CBJ,C,1,0,1,1,1,2,0.1,0,0,0,0,1,0,0,1,0.0,10,1,2,0,0,,gerbena01,2020-2021,2021
Ryan Getzlaf,35,ANA,C,14,1,5,6,-4,9,0.3,0,1,0,0,4,1,0,22,4.5,229,13,26,95,86,52.5,getzlry01,2020-2021,2021
Dennis Gilbert,24,COL,D,3,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,20,1,2,0,0,,gilbede01,2020-2021,2021
Mark Giordano,37,CGY,D,15,2,5,7,1,4,1.4,1,1,0,0,3,2,0,28,7.1,318,27,10,0,0,,giordma01,2020-2021,2021
Samuel Girard,22,COL,D,11,1,8,9,4,8,1.7,1,0,0,0,3,5,0,18,5.6,238,8,7,0,0,,girarsa01,2020-2021,2021
Claude Giroux,33,PHI,C,13,1,10,11,4,6,0.8,1,0,0,0,5,5,0,18,5.6,242,1,10,104,80,56.5,giroucl01,2020-2021,2021
Cody Glass,21,VEG,C,10,2,5,7,1,2,0.7,0,2,0,0,4,1,0,12,16.7,141,2,2,35,54,39.3,glassco01,2020-2021,2021
Luke Glendening,31,DET,C,15,1,2,3,-2,8,0.0,1,0,0,1,2,0,0,14,7.1,198,16,16,141,74,65.6,glendlu01,2020-2021,2021
Alex Goligoski,35,ARI,D,15,0,1,1,0,4,0.6,0,0,0,0,1,0,0,16,0.0,329,30,23,0,0,,goligal01,2020-2021,2021
Barclay Goodrow,27,TBL,RW,14,3,4,7,6,11,0.8,3,0,0,1,4,0,0,19,15.8,216,9,23,23,34,40.4,goodrba01,2020-2021,2021
Shayne Gostisbehere,27,PHI,D,7,0,1,1,4,0,0.4,0,0,0,0,1,0,0,14,0.0,140,8,4,0,0,,gostish01,2020-2021,2021
Yanni Gourde,29,TBL,C,14,4,3,7,3,14,0.8,4,0,0,0,3,0,0,25,16.0,229,2,8,83,75,52.5,gourdya01,2020-2021,2021
Mikael Granlund,28,NSH,C,12,3,4,7,-2,2,0.5,3,0,0,0,3,1,0,24,12.5,243,13,9,13,12,52.0,granlmi01,2020-2021,2021
Derek Grant,30,ANA,C,12,0,4,4,2,6,0.3,0,0,0,0,4,0,0,17,0.0,181,18,19,86,87,49.7,grantde01,2020-2021,2021
Ryan Graves,25,COL,D,12,0,2,2,-3,18,0.4,0,0,0,0,2,0,0,23,0.0,221,24,16,0,0,,gravery01,2020-2021,2021
Andy Greene,38,NYI,D,15,0,0,0,2,0,0.6,0,0,0,0,0,0,0,13,0.0,260,32,7,0,0,,greenan01,2020-2021,2021
Jordan Greenway,23,MIN,LW,12,2,8,10,7,16,1.3,2,0,0,0,8,0,0,16,12.5,192,9,14,4,3,57.1,greenjo02,2020-2021,2021
Noah Gregor,22,SJS,C,10,2,0,2,-5,4,0.0,2,0,0,0,0,0,0,16,12.5,113,3,13,10,26,27.8,gregono01,2020-2021,2021
Mikhail Grigorenko,26,CBJ,C,15,2,3,5,-3,2,0.2,2,0,0,0,3,0,0,13,15.4,193,8,7,3,6,33.3,grigomi01,2020-2021,2021
Rocco Grimaldi,27,NSH,C,10,3,1,4,-5,4,0.3,3,0,0,0,1,0,0,11,27.3,115,3,10,0,0,,grimaro01,2020-2021,2021
Jordan Gross,25,ARI,D,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,7,0.0,46,2,3,0,0,,grossjo01,2020-2021,2021
Carl Grundstrom,23,LAK,RW,12,3,1,4,0,6,0.5,3,0,0,1,1,0,0,17,17.6,150,5,23,0,1,0.0,grundca01,2020-2021,2021
Matt Grzelcyk,27,BOS,D,6,0,3,3,0,8,0.5,0,0,0,0,2,1,0,13,0.0,103,5,0,0,0,,grzelma01,2020-2021,2021
Radko Gudas,30,FLA,D,13,0,2,2,7,12,0.9,0,0,0,0,2,0,0,18,0.0,222,15,72,0,0,,gudasra01,2020-2021,2021
Erik Gudbranson,29,OTT,D,17,0,2,2,-13,20,-0.4,0,0,0,0,2,0,0,27,0.0,327,29,42,0,0,,gudbrer01,2020-2021,2021
Jake Guentzel,26,PIT,C,14,5,7,12,-3,10,1.1,4,1,0,2,5,2,0,35,14.3,288,2,14,0,3,0.0,guentja01,2020-2021,2021
Carl Gunnarsson,34,STL,D,9,0,2,2,0,6,0.2,0,0,0,0,2,0,0,5,0.0,134,12,8,0,0,,gunnaca01,2020-2021,2021
Denis Gurianov,23,DAL,RW,12,4,7,11,-3,4,1.1,1,3,0,1,5,2,0,34,11.8,197,2,15,0,0,,guriade01,2020-2021,2021
Nikita Gusev,28,NJD,LW,9,0,1,1,-6,0,-0.4,0,0,0,0,1,0,0,24,0.0,127,1,1,0,0,,gusevni01,2020-2021,2021
David Gustafsson,20,WPG,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,23,0,0,11,10,52.4,gustada01,2020-2021,2021
Erik Gustafsson,28,PHI,D,11,0,7,7,1,0,0.7,0,0,0,0,4,3,0,11,0.0,193,13,9,0,0,,gustaer02,2020-2021,2021
Gaetan Haas,29,EDM,F,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,29,4,2,15,17,46.9,haasga01,2020-2021,2021
Brandon Hagel,22,CHI,LW,14,0,3,3,-3,7,-0.1,0,0,0,0,3,0,0,22,0.0,180,11,16,1,2,33.3,hagelbr01,2020-2021,2021
Carl Hagelin,32,WSH,LW,14,1,1,2,-1,2,-0.1,1,0,0,0,1,0,0,21,4.8,213,8,7,2,7,22.2,hagelca01,2020-2021,2021
Robert Hagg,25,PHI,D,10,1,0,1,-3,2,-0.1,1,0,0,0,0,0,0,11,9.1,155,10,29,0,0,,haggro01,2020-2021,2021
Nicolas Hague,22,VEG,D,11,1,3,4,5,2,1.1,1,0,0,0,3,0,0,16,6.3,184,13,26,0,0,,hagueni01,2020-2021,2021
Libor Hajek,22,NYR,D,5,0,0,0,1,0,0.2,0,0,0,0,0,0,0,1,0.0,69,8,4,0,0,,hajekli01,2020-2021,2021
Jani Hakanpaa,28,ANA,D,16,0,0,0,4,6,0.9,0,0,0,0,0,0,0,12,0.0,289,34,50,0,0,,hakanja01,2020-2021,2021
Micheal Haley,34,OTT,C,1,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,8,0,3,0,1,0.0,haleymi01,2020-2021,2021
Taylor Hall,29,BUF,LW,12,1,8,9,-9,6,0.4,0,1,0,0,4,4,0,31,3.2,246,4,12,0,3,0.0,hallta02,2020-2021,2021
Dougie Hamilton,27,CAR,D,13,1,8,9,6,13,1.6,1,0,0,1,4,4,0,38,2.6,286,12,11,0,0,,hamildo01,2020-2021,2021
Travis Hamonic,30,VAN,D,5,0,2,2,0,4,0.3,0,0,0,0,2,0,0,7,0.0,91,7,4,0,1,0.0,hamontr01,2020-2021,2021
Fredrik Händemark,27,SJS,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,10,0,0,2,3,40.0,handefr01,2020-2021,2021
Noah Hanifin,24,CGY,D,15,0,3,3,5,6,1.0,0,0,0,0,3,0,0,27,0.0,290,9,3,0,0,,hanifno01,2020-2021,2021
Joel Hanley,29,DAL,D,6,0,0,0,0,0,0.1,0,0,0,0,0,0,0,8,0.0,70,4,4,0,0,,hanlejo01,2020-2021,2021
Jansen Harkins,23,WPG,C,10,0,0,0,-3,4,-0.3,0,0,0,0,0,0,0,6,0.0,84,1,2,9,6,60.0,harkija01,2020-2021,2021
Scott Harrington,27,CBJ,D,3,1,1,2,-1,0,0.3,1,0,0,0,1,0,0,2,50.0,46,2,4,0,0,,harrisc01,2020-2021,2021
Ryan Hartman,26,MIN,RW,12,1,2,3,-4,8,0.0,0,0,1,0,2,0,0,16,6.3,145,11,13,21,26,44.7,hartmry01,2020-2021,2021
Garnet Hathaway,29,WSH,RW,14,2,3,5,2,10,0.5,2,0,0,0,3,0,0,15,13.3,176,6,49,4,4,50.0,hathaga01,2020-2021,2021
Erik Haula,29,NSH,LW,14,0,4,4,-1,6,0.0,0,0,0,0,3,1,0,14,0.0,219,6,18,68,55,55.3,haulaer01,2020-2021,2021
John Hayden,25,ARI,C,6,0,0,0,-3,5,-0.2,0,0,0,0,0,0,0,4,0.0,69,6,19,0,1,0.0,haydejo01,2020-2021,2021
Kevin Hayes,28,PHI,RW,13,6,5,11,4,2,1.3,5,1,0,1,4,1,0,32,18.8,244,1,11,66,67,49.6,hayeske01,2020-2021,2021
Barrett Hayton,20,ARI,C,14,2,1,3,-1,0,0.3,2,0,0,0,1,0,0,10,20.0,161,3,15,40,40,50.0,haytoba01,2020-2021,2021
Victor Hedman,30,TBL,D,14,3,12,15,2,12,2.2,3,0,0,0,3,9,0,35,8.6,354,20,20,0,0,,hedmavi01,2020-2021,2021
Danton Heinen,25,ANA,C,15,3,2,5,-2,0,0.5,2,1,0,1,2,0,0,30,10.0,218,12,10,0,2,0.0,heineda01,2020-2021,2021
Ville Heinola,19,WPG,D,1,0,0,0,2,0,0.2,0,0,0,0,0,0,0,1,0.0,14,1,0,0,0,,heinovi01,2020-2021,2021
Miro Heiskanen,21,DAL,D,12,0,8,8,0,2,1.1,0,0,0,0,5,3,0,13,0.0,278,9,9,0,0,,heiskmi01,2020-2021,2021
Darren Helm,34,DET,C,9,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,14,0.0,111,3,8,4,1,80.0,helmda01,2020-2021,2021
Adam Henrique,30,ANA,C,15,3,1,4,-7,4,0.2,3,0,0,0,1,0,0,22,13.6,246,14,22,80,62,56.3,henriad01,2020-2021,2021
Aleksi Heponiemi,22,FLA,C,3,1,0,1,0,2,0.2,1,0,0,1,0,0,0,3,33.3,28,0,0,0,0,,heponal01,2020-2021,2021
Tomas Hertl,27,SJS,C,14,6,4,10,-4,4,1.1,3,3,0,0,2,2,0,27,22.2,267,8,11,142,124,53.4,hertlto01,2020-2021,2021
Matthew Highmore,24,CHI,LW,10,0,1,1,-1,2,-0.1,0,0,0,0,1,0,0,13,0.0,96,2,8,0,0,,highmma01,2020-2021,2021
Vinnie Hinostroza,26,FLA,C,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,1,0.0,41,1,1,1,2,33.3,hinosvi01,2020-2021,2021
Roope Hintz,24,DAL,LW,10,4,6,10,-1,2,1.1,2,2,0,0,1,5,0,23,17.4,188,3,13,78,84,48.1,hintzro01,2020-2021,2021
Taro Hirose,24,DET,LW,6,0,2,2,2,0,0.2,0,0,0,0,2,0,0,10,0.0,86,2,1,1,1,50.0,hirosta01,2020-2021,2021
Niklas Hjalmarsson,33,ARI,D,13,0,0,0,0,6,0.4,0,0,0,0,0,0,0,9,0.0,230,19,7,0,0,,hjalmni01,2020-2021,2021
Mike Hoffman,31,STL,C,15,5,5,10,5,4,1.2,5,0,0,1,3,2,0,40,12.5,224,3,9,1,2,33.3,hoffmmi02,2020-2021,2021
Nils Hoglander,20,VAN,LW,19,3,4,7,-5,4,0.4,3,0,0,1,4,0,0,38,7.9,284,12,14,0,0,,hoglani01,2020-2021,2021
Nick Holden,33,VEG,D,7,0,0,0,0,0,0.1,0,0,0,0,0,0,0,13,0.0,114,12,12,0,0,,holdeni01,2020-2021,2021
Justin Holl,29,TOR,D,16,1,5,6,5,8,1.2,1,0,0,0,5,0,0,13,7.7,344,28,29,0,0,,hollju01,2020-2021,2021
Patric Hornqvist,34,FLA,RW,13,6,6,12,0,4,1.4,2,4,0,1,4,2,0,43,14.0,208,5,19,1,6,14.3,hornqpa01,2020-2021,2021
Bo Horvat,25,VAN,C,19,7,6,13,-8,6,1.2,3,4,0,0,5,1,0,42,16.7,362,6,16,219,192,53.3,horvabo01,2020-2021,2021
Brett Howden,22,NYR,C,14,0,2,2,-2,9,-0.1,0,0,0,0,2,0,0,16,0.0,184,2,19,60,63,48.8,howdebr01,2020-2021,2021
Filip Hronek,23,DET,D,17,0,9,9,-6,4,1.1,0,0,0,0,6,3,0,34,0.0,407,13,21,0,0,,hronefi01,2020-2021,2021
Jonathan Huberdeau,27,FLA,LW,13,5,12,17,0,10,1.8,4,1,0,0,5,7,0,16,31.3,215,2,11,2,3,40.0,huberjo01,2020-2021,2021
Jack Hughes,19,NJD,C,10,3,5,8,2,0,0.8,2,1,0,1,4,1,0,19,15.8,198,3,6,43,84,33.9,hugheja03,2020-2021,2021
Quinn Hughes,21,VAN,D,19,2,17,19,-14,8,1.6,2,0,0,0,7,10,0,50,4.0,422,10,5,0,0,,hughequ01,2020-2021,2021
Brad Hunt,32,MIN,D,5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,6,0.0,44,3,2,0,0,,huntbr01,2020-2021,2021
Dryden Hunt,25,ARI,LW,4,1,0,1,-2,0,0.1,1,0,0,0,0,0,0,4,25.0,46,2,11,1,2,33.3,huntdr01,2020-2021,2021
Ben Hutton,27,ANA,D,10,0,1,1,-2,2,0.3,0,0,0,0,1,0,0,13,0.0,178,8,16,0,0,,huttobe01,2020-2021,2021
Zach Hyman,28,TOR,C,16,4,6,10,10,18,1.2,2,2,0,0,5,1,0,41,9.8,316,9,30,8,20,28.6,hymanza01,2020-2021,2021
Alex Iafallo,27,LAK,C,14,3,6,9,2,0,0.9,1,2,0,0,5,1,0,38,7.9,282,8,9,0,0,,iafalal01,2020-2021,2021
Matt Irwin,33,BUF,D,5,0,1,1,-3,4,0.1,0,0,0,0,1,0,0,7,0.0,83,9,12,0,0,,irwinma01,2020-2021,2021
Mark Jankowski,26,PIT,C,14,1,2,3,-4,0,-0.1,1,0,0,0,2,0,0,12,8.3,162,7,12,58,69,45.7,jankoma01,2020-2021,2021
Mattias Janmark,28,CHI,C,17,6,4,10,-5,4,1.0,3,2,1,0,2,2,0,26,23.1,302,3,9,3,5,37.5,janmama02,2020-2021,2021
Calle Jarnkrok,29,NSH,C,9,2,2,4,2,14,0.5,2,0,0,0,2,0,0,8,25.0,124,3,2,14,16,46.7,jarnkca01,2020-2021,2021
Boone Jenner,27,CBJ,C,17,5,4,9,-5,2,0.7,4,1,0,0,4,0,0,31,16.1,289,24,35,73,59,55.3,jennebo01,2020-2021,2021
Nick Jensen,30,WSH,D,11,0,3,3,2,2,0.5,0,0,0,0,3,0,0,13,0.0,191,15,16,0,0,,jenseni02,2020-2021,2021
Ryan Johansen,28,NSH,C,10,0,4,4,0,4,0.1,0,0,0,0,0,4,0,16,0.0,178,3,6,92,72,56.1,johanry01,2020-2021,2021
Marcus Johansson,30,MIN,C,10,2,1,3,-1,4,0.2,2,0,0,1,1,0,0,10,20.0,158,5,2,7,16,30.4,johanma03,2020-2021,2021
Erik Johnson,32,COL,D,4,0,1,1,2,2,0.4,0,0,0,0,1,0,0,5,0.0,54,5,7,0,0,,johnser01,2020-2021,2021
Jack Johnson,34,NYR,D,5,0,0,0,-4,4,-0.2,0,0,0,0,0,0,0,5,0.0,83,3,18,0,0,,johnsja02,2020-2021,2021
Luke Johnson,26,MIN,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,33,0,4,5,5,50.0,johnslu01,2020-2021,2021
Reese Johnson,22,CHI,F,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0.0,25,2,17,0,0,,johnsre01,2020-2021,2021
Tyler Johnson,30,TBL,C,13,4,3,7,2,2,0.8,3,1,0,0,3,0,0,24,16.7,189,3,15,51,35,59.3,johnsty01,2020-2021,2021
Andreas Johnsson,26,NJD,LW,10,2,1,3,3,8,0.3,2,0,0,0,1,0,0,10,20.0,139,3,4,5,5,50.0,johnsan01,2020-2021,2021
Ross Johnston,26,NYI,LW,6,0,0,0,-2,18,-0.1,0,0,0,0,0,0,0,2,0.0,51,3,22,1,2,33.3,johnsro02,2020-2021,2021
