Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EVG,PPG,SHG,GWG,EVA,PPA,SHA,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,pid,Year,YR_INT
Anton Stralman,34,FLA,D,13,1,4,5,-3,2,0.6,1,0,0,0,4,0,0,13,7.7,275,12,12,0,0,,stralan01,2020-2021,2021
Austin Strand,23,LAK,D,5,0,1,1,1,6,0.3,0,0,0,0,1,0,0,2,0.0,78,7,5,0,0,,stranau01,2020-2021,2021
Dylan Strome,23,CHI,C,17,4,4,8,-6,4,0.6,1,3,0,0,1,3,0,31,12.9,289,12,2,108,132,45.0,stromdy01,2020-2021,2021
Ryan Strome,27,NYR,C,14,4,2,6,-2,4,0.6,4,0,0,1,1,0,1,33,12.1,267,3,10,78,108,41.9,stromry01,2020-2021,2021
Jack Studnicka,21,BOS,C,6,1,0,1,-2,0,0.0,1,0,0,0,0,0,0,6,16.7,81,1,4,1,3,25.0,studnja01,2020-2021,2021
Nico Sturm,25,MIN,C,9,0,0,0,-4,4,-0.3,0,0,0,0,0,0,0,14,0.0,86,5,8,12,13,48.0,sturmni01,2020-2021,2021
Tim Stützle,19,OTT,LW,14,4,3,7,-12,4,0.3,2,2,0,0,3,0,0,25,16.0,215,6,11,1,2,33.3,stuetti02,2020-2021,2021
P.K. Subban,31,NJD,D,10,0,4,4,-3,10,0.2,0,0,0,0,3,1,0,28,0.0,236,16,14,0,0,,subbapk01,2020-2021,2021
Oskar Sundqvist,26,STL,C,16,2,2,4,-1,8,0.0,2,0,0,0,2,0,0,18,11.1,243,20,32,56,58,49.1,sundqos01,2020-2021,2021
Pius Suter,24,CHI,F,17,6,4,10,-2,4,1.2,5,1,0,2,3,1,0,38,15.8,258,7,5,68,84,44.7,suterpi01,2020-2021,2021
Ryan Suter,36,MIN,D,12,0,6,6,-5,2,0.7,0,0,0,0,5,1,0,23,0.0,278,11,5,0,0,,suterry01,2020-2021,2021
Brandon Sutter,31,VAN,C,19,5,0,5,-3,0,0.5,4,0,1,0,0,0,0,34,14.7,269,11,11,92,88,51.1,suttebr03,2020-2021,2021
Nick Suzuki,21,MTL,C,15,3,9,12,5,8,1.3,2,1,0,0,5,3,1,29,10.3,273,8,22,89,136,39.6,suzukni01,2020-2021,2021
Andrei Svechnikov,20,CAR,RW,13,6,7,13,2,14,1.5,4,2,0,0,4,3,0,40,15.0,228,2,26,0,1,0.0,svechan01,2020-2021,2021
Brandon Tanev,29,PIT,LW,14,4,2,6,0,2,0.7,4,0,0,0,2,0,0,20,20.0,195,13,68,1,1,50.0,tanevbr01,2020-2021,2021
Chris Tanev,31,CGY,D,15,1,2,3,4,2,1.1,1,0,0,0,2,0,0,13,7.7,312,28,4,0,0,,tanevch01,2020-2021,2021
Tomas Tatar,30,MTL,LW,14,4,4,8,0,6,0.9,3,1,0,1,3,1,0,28,14.3,210,7,23,4,4,50.0,tatarto01,2020-2021,2021
John Tavares,30,TOR,C,16,5,10,15,4,6,1.7,1,4,0,1,7,3,0,46,10.9,284,7,19,135,93,59.2,tavarjo01,2020-2021,2021
Matt Tennyson,30,NJD,D,10,0,1,1,6,2,0.6,0,0,0,0,1,0,0,10,0.0,137,5,17,0,0,,tennyma01,2020-2021,2021
Teuvo Teravainen,26,CAR,F,10,2,5,7,3,0,0.7,2,0,0,1,4,1,0,22,9.1,162,4,4,4,4,50.0,teravte01,2020-2021,2021
Troy Terry,23,ANA,C,14,2,2,4,-4,2,0.3,2,0,0,0,2,0,0,20,10.0,181,0,3,2,1,66.7,terrytr01,2020-2021,2021
Alexandre Texier,21,CBJ,C,17,4,4,8,-3,8,0.6,4,0,0,0,4,0,0,30,13.3,275,6,16,32,59,35.2,texieal01,2020-2021,2021
Shea Theodore,25,VEG,D,11,3,8,11,7,4,2.2,3,0,0,0,5,3,0,36,8.3,236,9,2,0,0,,theodsh01,2020-2021,2021
Robert Thomas,21,STL,C,12,1,5,6,3,4,0.5,1,0,0,0,5,0,0,7,14.3,158,5,2,39,56,41.1,thomaro01,2020-2021,2021
Nate Thompson,36,WPG,C,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,1,0.0,30,0,4,7,10,41.2,thompna01,2020-2021,2021
Tage Thompson,23,BUF,C,7,0,1,1,-2,2,-0.1,0,0,0,0,1,0,0,11,0.0,97,4,11,1,1,50.0,thompta01,2020-2021,2021
Joe Thornton,41,TOR,C,6,2,2,4,0,2,0.4,2,0,0,0,1,1,0,8,25.0,94,1,3,6,10,37.5,thornjo01,2020-2021,2021
Chris Tierney,26,OTT,C,17,3,3,6,-4,6,0.3,3,0,0,1,3,0,0,17,17.6,267,10,3,106,108,49.5,tiernch01,2020-2021,2021
Dmytro Timashov,24,NYI,LW,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,7,0,2,0,0,,timasdm01,2020-2021,2021
Conor Timmins,22,COL,D,10,0,0,0,-1,4,0.2,0,0,0,0,0,0,0,11,0.0,146,11,5,0,0,,timmico01,2020-2021,2021
Jarred Tinordi,28,NSH,D,6,0,0,0,0,4,0.1,0,0,0,0,0,0,0,6,0.0,98,11,10,0,0,,tinorja01,2020-2021,2021
Owen Tippett,21,FLA,RW,11,1,2,3,-4,4,0.0,1,0,0,0,2,0,0,14,7.1,122,0,15,0,0,,tippeow01,2020-2021,2021
Brady Tkachuk,21,OTT,LW,17,4,6,10,-4,25,0.7,4,0,0,1,4,2,0,68,5.9,309,1,69,36,38,48.6,tkachbr01,2020-2021,2021
Matthew Tkachuk,23,CGY,LW,15,5,5,10,4,15,1.2,3,2,0,0,2,3,0,48,10.4,296,2,46,1,0,100.0,tkachma01,2020-2021,2021
Devon Toews,26,COL,D,10,3,2,5,0,2,1.2,1,2,0,0,1,1,0,20,15.0,230,26,7,0,0,,toewsde01,2020-2021,2021
Tyler Toffoli,28,MTL,C,15,10,5,15,6,6,2.4,6,2,2,1,3,1,1,53,18.9,253,3,14,11,16,40.7,toffoty01,2020-2021,2021
Eeli Tolvanen,21,NSH,RW,6,1,0,1,-1,0,0.0,1,0,0,0,0,0,0,6,16.7,72,2,10,0,0,,tolvaee01,2020-2021,2021
Yakov Trenin,24,NSH,C,12,1,0,1,1,2,0.1,1,0,0,0,0,0,0,10,10.0,111,3,20,1,0,100.0,treniya01,2020-2021,2021
Vincent Trocheck,27,CAR,C,12,6,7,13,3,4,1.6,4,2,0,1,2,5,0,36,16.7,223,10,24,117,88,57.1,trochvi01,2020-2021,2021
Jacob Trouba,26,NYR,D,14,0,3,3,0,14,0.8,0,0,0,0,3,0,0,27,0.0,303,33,48,0,0,,troubja01,2020-2021,2021
Alex Tuch,24,VEG,RW,14,4,6,10,0,10,1.1,3,1,0,0,4,2,0,25,16.0,220,8,11,4,5,44.4,tuchal01,2020-2021,2021
Kyle Turris,31,EDM,C,17,1,2,3,-9,8,-0.4,1,0,0,0,2,0,0,17,5.9,214,6,8,87,90,49.2,turriky01,2020-2021,2021
Juuso Valimaki,22,CGY,D,15,0,5,5,-3,6,0.6,0,0,0,0,5,0,0,20,0.0,249,20,7,0,0,,valimju01,2020-2021,2021
James van Riemsdyk,31,PHI,LW,13,7,11,18,5,4,2.2,2,5,0,0,10,1,0,30,23.3,204,5,8,2,1,66.7,vanrija01,2020-2021,2021
Trevor van Riemsdyk,29,WSH,D,7,1,0,1,-3,0,0.0,1,0,0,0,0,0,0,7,14.3,128,13,4,0,0,,vanritr01,2020-2021,2021
Frank Vatrano,26,FLA,LW,13,4,1,5,2,4,0.7,4,0,0,1,1,0,0,34,11.8,181,5,19,1,6,14.3,vatrafr01,2020-2021,2021
Carter Verhaeghe,25,FLA,C,13,7,5,12,5,9,1.7,7,0,0,2,5,0,0,28,25.0,230,3,14,6,6,50.0,verhaca01,2020-2021,2021
Kristian Vesalainen,21,WPG,W,7,0,1,1,1,0,0.0,0,0,0,0,1,0,0,3,0.0,57,3,4,0,0,,vesalkr01,2020-2021,2021
Jimmy Vesey,27,TOR,LW,16,2,1,3,-2,2,0.0,2,0,0,0,1,0,0,17,11.8,202,6,13,0,3,0.0,veseyji02,2020-2021,2021
Gabriel Vilardi,21,LAK,C,14,3,2,5,-5,2,0.3,2,1,0,0,1,1,0,16,18.8,213,3,4,96,101,48.7,vilarga01,2020-2021,2021
Jake Virtanen,24,VAN,RW,14,1,0,1,-2,8,-0.2,1,0,0,0,0,0,0,25,4.0,164,1,31,2,1,66.7,virtaja01,2020-2021,2021
Marc-Edouard Vlasic,33,SJS,D,14,0,2,2,-5,2,0.1,0,0,0,0,2,0,0,15,0.0,289,20,6,0,0,,vlasima01,2020-2021,2021
Alexander Volkov,23,TBL,RW,9,3,2,5,4,0,0.8,3,0,0,0,1,1,0,8,37.5,89,6,7,0,1,0.0,volkoal01,2020-2021,2021
Jakub Voracek,31,PHI,RW,13,3,9,12,2,6,1.1,3,0,0,0,6,3,0,18,16.7,215,6,5,2,3,40.0,voracja01,2020-2021,2021
Jakub Vrana,24,WSH,LW,13,5,5,10,4,4,1.3,5,0,0,2,3,2,0,27,18.5,206,1,13,1,0,100.0,vranaja01,2020-2021,2021
Austin Wagner,23,LAK,LW,10,2,2,4,-3,6,0.3,2,0,0,1,2,0,0,20,10.0,107,1,22,0,1,0.0,wagneau01,2020-2021,2021
Chris Wagner,29,BOS,C,14,2,1,3,-1,13,0.3,1,0,1,0,1,0,0,22,9.1,172,5,21,26,18,59.1,wagnech01,2020-2021,2021
Oliver Wahlstrom,20,NYI,RW,8,1,1,2,4,2,0.3,1,0,0,0,0,1,0,17,5.9,90,1,8,2,1,66.7,wahlsol01,2020-2021,2021
Sean Walker,26,LAK,D,7,0,2,2,-2,2,0.2,0,0,0,0,1,1,0,7,0.0,114,13,3,0,0,,walkese01,2020-2021,2021
Lucas Wallmark,25,CHI,C,6,0,3,3,0,2,0.2,0,0,0,0,0,2,1,3,0.0,89,2,8,27,37,42.2,wallmlu01,2020-2021,2021
Jake Walman,24,STL,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,0,2,0,0,,walmaja01,2020-2021,2021
Austin Watson,29,OTT,LW,17,3,4,7,-8,23,0.4,3,0,0,0,3,0,1,19,15.8,186,17,45,4,13,23.5,watsoau01,2020-2021,2021
Shea Weber,35,MTL,D,15,2,5,7,-2,10,0.9,0,2,0,1,1,4,0,25,8.0,352,19,22,0,0,,webersh01,2020-2021,2021
Yannick Weber,32,PIT,D,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,0.0,23,0,4,0,0,,weberya01,2020-2021,2021
MacKenzie Weegar,27,FLA,D,13,0,5,5,2,6,0.9,0,0,0,0,5,0,0,23,0.0,301,16,33,0,0,,weegama01,2020-2021,2021
Andy Welinski,27,ANA,D,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0.0,35,3,0,0,0,,welinan01,2020-2021,2021
Alexander Wennberg,26,FLA,C,13,3,3,6,2,0,0.6,3,0,0,0,3,0,0,17,17.6,224,6,6,74,82,47.4,wennbal01,2020-2021,2021
Zach Werenski,23,CBJ,D,13,1,4,5,-7,9,0.3,1,0,0,0,2,2,0,30,3.3,312,13,10,0,0,,werenza01,2020-2021,2021
Blake Wheeler,34,WPG,RW,15,5,9,14,-10,16,0.9,3,2,0,1,3,6,0,31,16.1,285,5,16,3,3,50.0,wheelbl01,2020-2021,2021
Colin White,24,OTT,C,13,2,4,6,-3,4,0.4,1,1,0,0,3,1,0,21,9.5,194,6,15,47,61,43.5,whiteco02,2020-2021,2021
Zach Whitecloud,24,VEG,D,14,2,2,4,4,6,1.3,2,0,0,1,2,0,0,17,11.8,268,14,22,0,0,,whiteza01,2020-2021,2021
Tom Wilson,26,WSH,RW,12,5,7,12,-1,9,1.3,4,1,0,1,5,2,0,22,22.7,220,6,51,5,7,41.7,wilsoto01,2020-2021,2021
Christian Wolanin,25,OTT,D,8,0,1,1,-7,2,-0.3,0,0,0,0,1,0,0,9,0.0,116,2,1,0,0,,wolanch01,2020-2021,2021
Miles Wood,25,NJD,LW,10,5,3,8,6,11,1.3,4,1,0,1,3,0,0,26,19.2,144,2,2,0,0,,woodmi01,2020-2021,2021
Kailer Yamamoto,22,EDM,RW,17,5,4,9,3,12,1.0,5,0,0,0,3,0,1,22,22.7,286,25,21,0,1,0.0,yamamka01,2020-2021,2021
Keith Yandle,34,FLA,D,13,2,6,8,-1,22,1.2,1,1,0,0,0,6,0,25,8.0,231,9,5,0,0,,yandlke01,2020-2021,2021
Pavel Zacha,23,NJD,C,10,3,2,5,0,2,0.5,2,1,0,0,1,1,0,22,13.6,167,3,8,68,80,45.9,zachapa01,2020-2021,2021
Filip Zadina,21,DET,RW,10,1,3,4,2,0,0.4,1,0,0,0,3,0,0,14,7.1,161,4,4,2,1,66.7,zadinfi01,2020-2021,2021
Nikita Zadorov,25,CHI,D,17,0,5,5,2,11,1.1,0,0,0,0,5,0,0,14,0.0,317,23,66,0,0,,zadorni01,2020-2021,2021
Nikita Zaitsev,29,OTT,D,17,0,6,6,-2,4,0.9,0,0,0,0,6,0,0,26,0.0,368,31,28,0,0,,zaitsni01,2020-2021,2021
Travis Zajac,35,NJD,C,7,2,0,2,-1,2,0.1,2,0,0,0,0,0,0,10,20.0,118,2,8,46,64,41.8,zajactr01,2020-2021,2021
Jakub Zboril,23,BOS,D,14,0,2,2,2,4,0.8,0,0,0,0,1,1,0,13,0.0,244,11,22,0,0,,zborija01,2020-2021,2021
Mika Zibanejad,27,NYR,C,14,1,2,3,-5,10,-0.2,0,1,0,0,2,0,0,43,2.3,290,7,24,123,154,44.4,zibanmi01,2020-2021,2021
Artem Zub,25,OTT,D,8,1,2,3,2,6,0.7,1,0,0,0,2,0,0,6,16.7,123,5,14,0,0,,zubar01,2020-2021,2021
Mats Zuccarello,33,MIN,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,13,0,2,0,0,,zuccama01,2020-2021,2021
Jason Zucker,29,PIT,LW,14,3,2,5,-3,6,0.3,3,0,0,0,2,0,0,21,14.3,234,7,36,2,4,33.3,zuckeja01,2020-2021,2021
