Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EVG,PPG,SHG,GWG,EVA,PPA,SHA,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,pid,Year,YR_INT
Radek Faksa,27,DAL,C,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,2,0.0,51,3,4,11,18,37.9,faksara01,2020-2021,2021
Joel Farabee,20,PHI,LW,7,2,3,5,0,0,0.5,2,0,0,1,1,2,0,15,13.3,102,1,2,1,1,50.0,farabjo01,2020-2021,2021
Jesper Fast,29,CAR,RW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,48,4,9,0,2,0.0,fastje01,2020-2021,2021
Justin Faulk,28,STL,D,7,2,0,2,6,7,0.7,2,0,0,0,0,0,0,20,10.0,172,8,26,0,0,,faulkju01,2020-2021,2021
Mario Ferraro,22,SJS,D,7,0,3,3,0,2,0.5,0,0,0,0,2,1,0,13,0.0,155,11,10,0,0,,ferrama01,2020-2021,2021
Kevin Fiala,24,MIN,LW,7,2,0,2,-3,8,0.1,1,1,0,0,0,0,0,29,6.9,132,3,9,2,1,66.7,fialake01,2020-2021,2021
Valtteri Filppula,36,DET,C,7,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,3,0.0,108,3,2,23,32,41.8,filppva01,2020-2021,2021
Christian Fischer,23,ARI,RW,7,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,3,0.0,80,3,25,0,2,0.0,fischch01,2020-2021,2021
Haydn Fleury,24,CAR,D,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,5,0.0,49,5,5,0,0,,fleurha01,2020-2021,2021
Warren Foegele,24,CAR,LW,3,0,0,0,-2,6,-0.1,0,0,0,0,0,0,0,8,0.0,40,1,3,0,1,0.0,foegewa01,2020-2021,2021
Marcus Foligno,29,MIN,LW,7,1,2,3,4,2,0.4,1,0,0,0,2,0,0,9,11.1,102,2,20,1,1,50.0,foligma01,2020-2021,2021
Nick Foligno,33,CBJ,LW,7,3,1,4,0,9,0.5,2,1,0,0,0,0,1,12,25.0,116,7,16,29,25,53.7,foligni01,2020-2021,2021
Callan Foote,22,TBL,D,2,0,0,0,2,0,0.2,0,0,0,0,0,0,0,3,0.0,26,1,2,0,0,,footeca01,2020-2021,2021
Derek Forbort,28,WPG,D,7,0,4,4,2,6,0.5,0,0,0,0,4,0,0,10,0.0,144,13,13,0,0,,forbode01,2020-2021,2021
Filip Forsberg,26,NSH,C,6,4,0,4,0,4,0.6,3,1,0,1,0,0,0,18,22.2,114,5,9,0,0,,forsbfi01,2020-2021,2021
Gustav Forsling,24,FLA,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0.0,39,3,2,0,0,,forslgu02,2020-2021,2021
Liam Foudy,20,CBJ,C,7,0,2,2,3,0,0.2,0,0,0,0,2,0,0,12,0.0,97,1,3,2,3,40.0,foudyli01,2020-2021,2021
Cam Fowler,29,ANA,D,7,1,0,1,-2,2,0.3,1,0,0,0,0,0,0,8,12.5,154,8,2,0,0,,fowleca01,2020-2021,2021
Adam Fox,22,NYR,D,6,1,4,5,1,2,0.9,0,1,0,0,1,3,0,13,7.7,143,15,4,0,0,,foxad01,2020-2021,2021
Trent Frederic,22,BOS,C,6,0,1,1,2,0,0.1,0,0,0,0,1,0,0,6,0.0,70,1,7,1,4,20.0,fredetr01,2020-2021,2021
Mark Friedman,25,PHI,D,3,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,1,0.0,34,0,3,0,0,,friedma01,2020-2021,2021
Morgan Frost,21,PHI,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,20,0,0,10,10,50.0,frostmo01,2020-2021,2021
Sam Gagner,31,DET,C,4,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,6,0.0,50,0,0,3,8,27.3,gagnesa01,2020-2021,2021
Alex Galchenyuk,26,OTT,C,3,1,0,1,-4,4,0.0,0,1,0,0,0,0,0,7,14.3,34,0,4,0,0,,galchal01,2020-2021,2021
Brendan Gallagher,28,MTL,RW,6,2,2,4,2,2,0.5,2,0,0,1,2,0,0,24,8.3,92,1,4,6,4,60.0,gallabr01,2020-2021,2021
Dylan Gambrell,24,SJS,C,4,0,1,1,-2,2,-0.1,0,0,0,0,1,0,0,2,0.0,59,2,2,27,21,56.3,gambrdy01,2020-2021,2021
Jake Gardiner,30,CAR,D,3,0,2,2,2,0,0.5,0,0,0,0,1,1,0,3,0.0,44,1,2,0,0,,gardija01,2020-2021,2021
Rhett Gardner,24,DAL,C,1,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,1,0.0,8,0,1,2,1,66.7,gardnrh01,2020-2021,2021
Conor Garland,24,ARI,RW,7,2,4,6,2,6,0.7,1,1,0,0,3,1,0,27,7.4,122,2,1,0,1,0.0,garlaco01,2020-2021,2021
Adam Gaudette,24,VAN,C,6,1,0,1,-5,4,-0.1,1,0,0,0,0,0,0,14,7.1,60,0,3,15,21,41.7,gaudead01,2020-2021,2021
Johnny Gaudreau,27,CGY,LW,5,4,3,7,2,0,1.1,2,2,0,0,1,2,0,12,33.3,98,0,1,0,0,,gaudrjo01,2020-2021,2021
Julien Gauthier,23,NYR,RW,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,4,0.0,26,0,7,0,1,0.0,gauthju01,2020-2021,2021
Vladislav Gavrikov,25,CBJ,D,7,1,0,1,1,2,0.4,1,0,0,1,0,0,0,6,16.7,138,7,9,0,0,,gavrivl01,2020-2021,2021
Morgan Geekie,22,CAR,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,20,0,2,5,6,45.5,geekimo01,2020-2021,2021
Nathan Gerbe,33,CBJ,C,1,0,1,1,1,2,0.1,0,0,0,0,1,0,0,1,0.0,10,1,2,0,0,,gerbena01,2020-2021,2021
Ryan Getzlaf,35,ANA,C,7,0,3,3,1,4,0.2,0,0,0,0,3,0,0,10,0.0,116,7,18,45,46,49.5,getzlry01,2020-2021,2021
Dennis Gilbert,24,COL,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,10,0,1,0,0,,gilbede01,2020-2021,2021
Mark Giordano,37,CGY,D,5,1,2,3,-3,0,0.4,0,1,0,0,1,1,0,11,9.1,109,5,2,0,0,,giordma01,2020-2021,2021
Samuel Girard,22,COL,D,7,1,5,6,0,4,1.0,1,0,0,0,1,4,0,16,6.3,141,5,6,0,0,,girarsa01,2020-2021,2021
Claude Giroux,33,PHI,C,7,0,6,6,4,4,0.5,0,0,0,0,3,3,0,10,0.0,128,1,7,53,43,55.2,giroucl01,2020-2021,2021
Cody Glass,21,VEG,C,3,1,1,2,0,0,0.2,0,1,0,0,1,0,0,2,50.0,39,1,1,14,9,60.9,glassco01,2020-2021,2021
Luke Glendening,31,DET,C,7,0,0,0,-3,6,-0.2,0,0,0,0,0,0,0,4,0.0,102,11,11,72,29,71.3,glendlu01,2020-2021,2021
Alex Goligoski,35,ARI,D,7,0,1,1,0,2,0.3,0,0,0,0,1,0,0,6,0.0,156,14,8,0,0,,goligal01,2020-2021,2021
Barclay Goodrow,27,TBL,RW,4,0,2,2,2,4,0.1,0,0,0,0,2,0,0,4,0.0,60,1,4,5,10,33.3,goodrba01,2020-2021,2021
Shayne Gostisbehere,27,PHI,D,1,0,0,0,2,0,0.2,0,0,0,0,0,0,0,3,0.0,22,2,1,0,0,,gostish01,2020-2021,2021
Yanni Gourde,29,TBL,C,4,1,2,3,2,0,0.3,1,0,0,0,2,0,0,5,20.0,62,0,2,20,23,46.5,gourdya01,2020-2021,2021
Mikael Granlund,28,NSH,C,3,2,1,3,2,0,0.5,2,0,0,0,1,0,0,10,20.0,60,3,1,4,2,66.7,granlmi01,2020-2021,2021
Derek Grant,30,ANA,C,7,0,2,2,1,4,0.1,0,0,0,0,2,0,0,9,0.0,113,11,6,51,55,48.1,grantde01,2020-2021,2021
Ryan Graves,25,COL,D,6,0,1,1,-4,16,0.0,0,0,0,0,1,0,0,10,0.0,103,6,11,0,0,,gravery01,2020-2021,2021
Andy Greene,38,NYI,D,6,0,0,0,3,0,0.5,0,0,0,0,0,0,0,5,0.0,101,18,3,0,0,,greenan01,2020-2021,2021
Jordan Greenway,23,MIN,LW,7,1,5,6,7,12,0.9,1,0,0,0,5,0,0,10,10.0,107,4,7,1,2,33.3,greenjo02,2020-2021,2021
Noah Gregor,22,SJS,C,5,2,0,2,-4,2,0.2,2,0,0,0,0,0,0,13,15.4,58,3,4,7,15,31.8,gregono01,2020-2021,2021
Mikhail Grigorenko,26,CBJ,C,7,1,1,2,-1,2,0.1,1,0,0,0,1,0,0,8,12.5,104,4,3,1,3,25.0,grigomi01,2020-2021,2021
Rocco Grimaldi,27,NSH,C,4,1,1,2,-2,2,0.1,1,0,0,0,1,0,0,4,25.0,50,1,3,0,0,,grimaro01,2020-2021,2021
Jordan Gross,25,ARI,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,17,0,1,0,0,,grossjo01,2020-2021,2021
Carl Grundstrom,23,LAK,RW,5,2,0,2,-1,0,0.3,2,0,0,1,0,0,0,6,33.3,53,2,10,0,1,0.0,grundca01,2020-2021,2021
Matt Grzelcyk,27,BOS,D,4,0,2,2,-1,6,0.3,0,0,0,0,1,1,0,13,0.0,79,3,0,0,0,,grzelma01,2020-2021,2021
Radko Gudas,30,FLA,D,3,0,1,1,3,2,0.3,0,0,0,0,1,0,0,4,0.0,46,3,13,0,0,,gudasra01,2020-2021,2021
Erik Gudbranson,29,OTT,D,6,0,1,1,-7,6,-0.3,0,0,0,0,1,0,0,6,0.0,116,13,19,0,0,,gudbrer01,2020-2021,2021
Jake Guentzel,26,PIT,C,7,2,3,5,-4,6,0.3,1,1,0,1,2,1,0,17,11.8,144,1,5,0,2,0.0,guentja01,2020-2021,2021
Carl Gunnarsson,34,STL,D,4,0,1,1,1,4,0.1,0,0,0,0,1,0,0,1,0.0,51,7,2,0,0,,gunnaca01,2020-2021,2021
Denis Gurianov,23,DAL,RW,3,2,2,4,0,2,0.6,0,2,0,0,1,1,0,12,16.7,48,0,3,0,0,,guriade01,2020-2021,2021
Nikita Gusev,28,NJD,LW,6,0,1,1,-3,0,-0.2,0,0,0,0,1,0,0,15,0.0,87,1,1,0,0,,gusevni01,2020-2021,2021
David Gustafsson,20,WPG,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,11,0,0,5,4,55.6,gustada01,2020-2021,2021
Erik Gustafsson,28,PHI,D,6,0,3,3,-2,0,0.1,0,0,0,0,1,2,0,6,0.0,111,6,5,0,0,,gustaer02,2020-2021,2021
Brandon Hagel,22,CHI,LW,4,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,6,0.0,42,3,3,0,0,,hagelbr01,2020-2021,2021
Carl Hagelin,32,WSH,LW,7,0,0,0,2,2,-0.2,0,0,0,0,0,0,0,9,0.0,106,3,2,0,4,0.0,hagelca01,2020-2021,2021
Robert Hagg,25,PHI,D,7,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,5,0.0,115,8,21,0,0,,haggro01,2020-2021,2021
Nicolas Hague,22,VEG,D,4,0,1,1,2,0,0.3,0,0,0,0,1,0,0,5,0.0,54,3,6,0,0,,hagueni01,2020-2021,2021
Jani Hakanpaa,28,ANA,D,7,0,0,0,5,4,0.6,0,0,0,0,0,0,0,5,0.0,127,18,19,0,0,,hakanja01,2020-2021,2021
Micheal Haley,34,OTT,C,1,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,8,0,3,0,1,0.0,haleymi01,2020-2021,2021
Taylor Hall,29,BUF,LW,7,1,5,6,-4,2,0.4,0,1,0,0,3,2,0,22,4.5,146,4,9,0,0,,hallta02,2020-2021,2021
Dougie Hamilton,27,CAR,D,3,0,2,2,1,5,0.5,0,0,0,0,0,2,0,5,0.0,65,0,3,0,0,,hamildo01,2020-2021,2021
Travis Hamonic,30,VAN,D,5,0,2,2,0,4,0.2,0,0,0,0,2,0,0,7,0.0,91,7,4,0,1,0.0,hamontr01,2020-2021,2021
Fredrik Händemark,27,SJS,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,10,0,0,2,3,40.0,handefr01,2020-2021,2021
Noah Hanifin,24,CGY,D,5,0,2,2,4,4,0.7,0,0,0,0,2,0,0,9,0.0,93,2,1,0,0,,hanifno01,2020-2021,2021
Joel Hanley,29,DAL,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,0,1,0,0,,hanlejo01,2020-2021,2021
Jansen Harkins,23,WPG,C,6,0,0,0,-1,4,-0.2,0,0,0,0,0,0,0,4,0.0,53,0,2,4,1,80.0,harkija01,2020-2021,2021
Ryan Hartman,26,MIN,RW,7,1,1,2,-2,2,0.1,0,0,1,0,1,0,0,10,10.0,70,5,1,7,12,36.8,hartmry01,2020-2021,2021
Garnet Hathaway,29,WSH,RW,7,1,1,2,4,0,0.3,1,0,0,0,1,0,0,5,20.0,87,2,25,2,2,50.0,hathaga01,2020-2021,2021
Erik Haula,29,NSH,LW,6,0,2,2,3,4,0.1,0,0,0,0,2,0,0,6,0.0,91,3,5,22,20,52.4,haulaer01,2020-2021,2021
John Hayden,25,ARI,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,10,1,3,0,0,,haydejo01,2020-2021,2021
Kevin Hayes,28,PHI,RW,7,3,5,8,2,0,0.9,3,0,0,0,4,1,0,16,18.8,133,0,7,38,44,46.3,hayeske01,2020-2021,2021
Barrett Hayton,20,ARI,C,6,1,0,1,1,0,0.1,1,0,0,0,0,0,0,4,25.0,72,0,5,14,15,48.3,haytoba01,2020-2021,2021
Victor Hedman,30,TBL,D,4,1,4,5,-1,0,0.5,1,0,0,0,1,3,0,12,8.3,103,8,5,0,0,,hedmavi01,2020-2021,2021
Danton Heinen,25,ANA,C,7,1,1,2,1,0,0.2,1,0,0,1,1,0,0,16,6.3,100,7,4,0,1,0.0,heineda01,2020-2021,2021
Ville Heinola,19,WPG,D,1,0,0,0,2,0,0.2,0,0,0,0,0,0,0,1,0.0,14,1,0,0,0,,heinovi01,2020-2021,2021
Miro Heiskanen,21,DAL,D,3,0,1,1,-1,0,0.3,0,0,0,0,0,1,0,4,0.0,67,5,0,0,0,,heiskmi01,2020-2021,2021
Darren Helm,34,DET,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,0,2,0,0,,helmda01,2020-2021,2021
Adam Henrique,30,ANA,C,7,1,1,2,-3,0,0.1,1,0,0,0,1,0,0,10,10.0,119,7,15,62,42,59.6,henriad01,2020-2021,2021
Tomas Hertl,27,SJS,C,7,3,4,7,-6,2,0.6,1,2,0,0,2,2,0,10,30.0,145,3,2,83,82,50.3,hertlto01,2020-2021,2021
Matthew Highmore,24,CHI,LW,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,3,0.0,37,0,3,0,0,,highmma01,2020-2021,2021
Vinnie Hinostroza,26,FLA,C,2,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,,23,1,1,0,0,,hinosvi01,2020-2021,2021
Roope Hintz,24,DAL,LW,2,1,4,5,-1,0,0.6,0,1,0,0,0,4,0,1,100.0,36,1,4,16,16,50.0,hintzro01,2020-2021,2021
Taro Hirose,24,DET,LW,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,4,0.0,25,1,0,1,0,100.0,hirosta01,2020-2021,2021
Niklas Hjalmarsson,33,ARI,D,7,0,0,0,-1,4,0.1,0,0,0,0,0,0,0,7,0.0,130,12,5,0,0,,hjalmni01,2020-2021,2021
Mike Hoffman,31,STL,C,6,1,1,2,-1,0,0.1,1,0,0,0,1,0,0,13,7.7,83,0,4,0,2,0.0,hoffmmi02,2020-2021,2021
Nils Hoglander,20,VAN,LW,8,2,2,4,0,4,0.4,2,0,0,0,2,0,0,12,16.7,117,8,5,0,0,,hoglani01,2020-2021,2021
Justin Holl,29,TOR,D,8,0,5,5,5,2,1.1,0,0,0,0,5,0,0,5,0.0,173,14,13,0,0,,hollju01,2020-2021,2021
Patric Hornqvist,34,FLA,RW,3,4,1,5,2,0,0.9,2,2,0,0,0,1,0,8,50.0,42,1,5,0,1,0.0,hornqpa01,2020-2021,2021
Bo Horvat,25,VAN,C,8,5,5,10,-2,2,1.2,2,3,0,0,4,1,0,20,25.0,151,3,5,105,68,60.7,horvabo01,2020-2021,2021
Brett Howden,22,NYR,C,6,0,1,1,0,0,0.0,0,0,0,0,1,0,0,8,0.0,83,2,10,27,28,49.1,howdebr01,2020-2021,2021
Filip Hronek,23,DET,D,7,0,4,4,-2,4,0.6,0,0,0,0,2,2,0,14,0.0,170,8,9,0,0,,hronefi01,2020-2021,2021
Jonathan Huberdeau,27,FLA,LW,3,1,3,4,1,2,0.4,0,1,0,0,2,1,0,3,33.3,48,0,2,0,0,,huberjo01,2020-2021,2021
Jack Hughes,19,NJD,C,6,3,4,7,1,0,0.8,2,1,0,1,3,1,0,11,27.3,114,3,3,28,46,37.8,hugheja03,2020-2021,2021
Quinn Hughes,21,VAN,D,8,1,6,7,-7,4,0.3,1,0,0,0,3,3,0,24,4.2,189,5,1,0,0,,hughequ01,2020-2021,2021
Brad Hunt,32,MIN,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,9,1,0,0,0,,huntbr01,2020-2021,2021
Ben Hutton,27,ANA,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0.0,20,3,4,0,0,,huttobe01,2020-2021,2021
Zach Hyman,28,TOR,C,8,1,2,3,2,8,0.3,0,1,0,0,1,1,0,21,4.8,157,4,16,4,9,30.8,hymanza01,2020-2021,2021
Alex Iafallo,27,LAK,C,7,1,3,4,0,0,0.3,0,1,0,0,2,1,0,18,5.6,145,4,5,0,0,,iafalal01,2020-2021,2021
Matt Irwin,33,BUF,D,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,1,0.0,18,0,2,0,0,,irwinma01,2020-2021,2021
Mark Jankowski,26,PIT,C,7,1,2,3,-1,0,0.2,1,0,0,0,2,0,0,7,14.3,90,4,5,37,42,46.8,jankoma01,2020-2021,2021
Mattias Janmark,28,CHI,C,7,3,1,4,0,0,0.5,2,0,1,0,0,1,0,11,27.3,117,1,1,3,1,75.0,janmama02,2020-2021,2021
Calle Jarnkrok,29,NSH,C,3,1,0,1,1,0,0.2,1,0,0,0,0,0,0,3,33.3,36,1,2,2,1,66.7,jarnkca01,2020-2021,2021
Boone Jenner,27,CBJ,C,7,2,3,5,-3,0,0.4,2,0,0,0,3,0,0,12,16.7,127,11,12,23,21,52.3,jennebo01,2020-2021,2021
Nick Jensen,30,WSH,D,5,0,1,1,1,2,0.2,0,0,0,0,1,0,0,3,0.0,95,4,9,0,0,,jenseni02,2020-2021,2021
Ryan Johansen,28,NSH,C,6,0,2,2,0,4,0.0,0,0,0,0,0,2,0,11,0.0,112,1,5,56,44,56.0,johanry01,2020-2021,2021
Marcus Johansson,30,MIN,C,7,1,0,1,-2,4,0.0,1,0,0,1,0,0,0,8,12.5,114,5,2,3,7,30.0,johanma03,2020-2021,2021
Erik Johnson,32,COL,D,2,0,1,1,1,2,0.2,0,0,0,0,1,0,0,3,0.0,31,2,2,0,0,,johnser01,2020-2021,2021
Jack Johnson,34,NYR,D,5,0,0,0,-4,4,-0.2,0,0,0,0,0,0,0,5,0.0,83,3,18,0,0,,johnsja02,2020-2021,2021
Tyler Johnson,30,TBL,C,3,0,1,1,0,0,0.0,0,0,0,0,1,0,0,6,0.0,46,0,5,9,17,34.6,johnsty01,2020-2021,2021
Andreas Johnsson,26,NJD,LW,6,0,1,1,1,2,0.0,0,0,0,0,1,0,0,2,0.0,71,2,4,2,0,100.0,johnsan01,2020-2021,2021
Ross Johnston,26,NYI,LW,6,0,0,0,-2,18,-0.1,0,0,0,0,0,0,0,2,0.0,51,3,22,1,2,33.3,johnsro02,2020-2021,2021
Henri Jokiharju,21,BUF,D,6,1,0,1,-1,0,0.3,1,0,0,0,0,0,0,7,14.3,104,7,4,0,0,,jokihhe01,2020-2021,2021
Caleb Jones,23,EDM,D,4,0,1,1,-3,2,-0.1,0,0,0,0,1,0,0,2,0.0,62,5,1,0,0,,jonesca01,2020-2021,2021
Max Jones,22,ANA,LW,3,0,0,0,2,0,0.0,0,0,0,0,0,0,0,2,0.0,36,0,9,0,0,,jonesma03,2020-2021,2021
Seth Jones,26,CBJ,D,7,0,1,1,-6,2,-0.2,0,0,0,0,1,0,0,15,0.0,179,8,7,0,0,,jonesse01,2020-2021,2021
Mathieu Joseph,23,TBL,RW,4,2,0,2,2,0,0.4,2,0,0,1,0,0,0,8,25.0,38,0,6,1,1,50.0,josepma01,2020-2021,2021
Pierre-Olivier Joseph,21,PIT,D,3,0,1,1,2,0,0.3,0,0,0,0,1,0,0,5,0.0,39,0,7,0,0,,joseppi01,2020-2021,2021
Roman Josi,30,NSH,D,6,1,1,2,-2,0,0.2,1,0,0,1,1,0,0,26,3.8,147,7,3,0,0,,josiro01,2020-2021,2021
Tyson Jost,22,COL,C,7,0,1,1,0,6,0.0,0,0,0,0,1,0,0,4,0.0,98,1,3,9,9,50.0,jostty01,2020-2021,2021
Olli Juolevi,22,VAN,D,7,1,0,1,2,0,0.4,1,0,0,0,0,0,0,5,20.0,90,8,7,0,0,,juoleol01,2020-2021,2021
Nazem Kadri,30,COL,C,7,1,2,3,-7,8,0.0,0,1,0,0,1,1,0,20,5.0,117,0,7,54,41,56.8,kadrina01,2020-2021,2021
Dominik Kahun,25,EDM,C,8,0,1,1,2,0,0.0,0,0,0,0,1,0,0,15,0.0,108,2,5,2,2,50.0,kahundo01,2020-2021,2021
Kaapo Kakko,19,NYR,RW,6,2,0,2,-1,2,0.2,2,0,0,0,0,0,0,10,20.0,83,1,1,0,2,0.0,kakkoka01,2020-2021,2021
David Kampf,26,CHI,C,7,0,0,0,-2,8,-0.2,0,0,0,0,0,0,0,8,0.0,92,1,6,46,35,56.8,kampfda01,2020-2021,2021
Evander Kane,29,SJS,LW,7,2,3,5,-5,18,0.3,1,1,0,0,1,2,0,19,10.5,133,2,12,7,7,50.0,kaneev01,2020-2021,2021
Patrick Kane,32,CHI,RW,7,3,4,7,-2,2,0.7,2,1,0,0,2,2,0,22,13.6,137,4,1,0,0,,kanepa01,2020-2021,2021
Kasperi Kapanen,24,PIT,RW,4,1,2,3,2,0,0.4,1,0,0,0,2,0,0,6,16.7,54,0,10,0,0,,kapanka01,2020-2021,2021
Kirill Kaprizov,23,MIN,LW,7,1,5,6,3,2,0.7,1,0,0,1,5,0,0,12,8.3,132,2,4,0,2,0.0,kapriki01,2020-2021,2021
Erik Karlsson,30,SJS,D,7,0,3,3,-9,2,-0.1,0,0,0,0,2,1,0,12,0.0,191,13,1,0,0,,karlser01,2020-2021,2021
William Karlsson,28,VEG,C,7,2,1,3,1,0,0.3,2,0,0,1,1,0,0,14,14.3,134,5,2,64,57,52.9,karlswi01,2020-2021,2021
Ondrej Kase,25,BOS,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,19,0,0,0,0,,kaseon01,2020-2021,2021
Zack Kassian,30,EDM,RW,7,0,2,2,-3,4,-0.1,0,0,0,0,2,0,0,7,0.0,103,1,18,0,0,,kassiza01,2020-2021,2021
Martin Kaut,21,COL,RW,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,6,0,0,0,0,,kautma01,2020-2021,2021
Duncan Keith,37,CHI,D,7,0,5,5,-2,10,0.6,0,0,0,0,2,3,0,10,0.0,158,12,1,0,0,,keithdu01,2020-2021,2021
Clayton Keller,22,ARI,C,7,2,1,3,1,4,0.4,2,0,0,0,1,0,0,18,11.1,117,2,1,1,3,25.0,kellecl01,2020-2021,2021
Joel Kellman,26,SJS,F,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,12,1,0,3,3,50.0,kellmjo01,2020-2021,2021
Adrian Kempe,24,LAK,LW,7,3,2,5,0,4,0.6,2,1,0,1,1,1,0,19,15.8,123,4,6,0,2,0.0,kempead01,2020-2021,2021
Alexander Kerfoot,26,TOR,C,8,1,2,3,1,2,0.3,1,0,0,0,2,0,0,13,7.7,114,4,5,33,33,50.0,kerfoal01,2020-2021,2021
Tanner Kero,28,DAL,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,29,2,1,2,0,100.0,kerota01,2020-2021,2021
Phil Kessel,33,ARI,RW,7,4,0,4,-4,0,0.5,3,1,0,0,0,0,0,17,23.5,115,1,3,1,1,50.0,kesseph01,2020-2021,2021
Jujhar Khaira,26,EDM,LW,3,0,1,1,-3,10,-0.1,0,0,0,0,1,0,0,3,0.0,29,2,6,5,17,22.7,khairju01,2020-2021,2021
Alex Killorn,31,TBL,C,4,1,2,3,1,4,0.3,1,0,0,0,2,0,0,11,9.1,71,1,4,0,1,0.0,killoal01,2020-2021,2021
Joel Kiviranta,24,DAL,F,1,1,1,2,2,0,0.4,0,1,0,0,1,0,0,2,50.0,12,1,1,0,0,,kivirjo01,2020-2021,2021
John Klingberg,28,DAL,D,3,1,5,6,1,2,1.1,0,1,0,0,1,4,0,5,20.0,64,2,3,0,0,,klingjo01,2020-2021,2021
Nikolai Knyzhov,22,SJS,D,7,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,4,0.0,73,4,6,0,0,,knyzhni01,2020-2021,2021
Slater Koekkoek,26,EDM,D,7,1,0,1,-1,2,0.2,1,0,0,0,0,0,0,8,12.5,114,16,4,0,0,,koekksl01,2020-2021,2021
Mikko Koivu,37,CBJ,C,1,0,1,1,0,2,0.1,0,0,0,0,1,0,0,0,,14,0,1,8,6,57.1,koivumi01,2020-2021,2021
Keegan Kolesar,23,VEG,RW,7,0,2,2,-1,0,0.1,0,0,0,0,2,0,0,4,0.0,43,1,19,1,7,12.5,koleske01,2020-2021,2021
Leo Komarov,34,NYI,C,1,0,0,0,-1,5,0.0,0,0,0,0,0,0,0,0,,11,1,1,0,0,,komarle01,2020-2021,2021
Travis Konecny,23,PHI,C,7,5,3,8,5,0,1.2,3,2,0,1,3,0,0,13,38.5,109,4,12,1,3,25.0,konectr01,2020-2021,2021
Anze Kopitar,33,LAK,C,7,1,9,10,0,2,0.9,1,0,0,1,4,5,0,15,6.7,161,5,8,85,68,55.6,kopitan01,2020-2021,2021
Jesperi Kotkaniemi,20,MTL,C,6,1,2,3,4,2,0.3,1,0,0,0,2,0,0,13,7.7,86,5,14,28,31,47.5,kotkaje01,2020-2021,2021
Chris Kreider,29,NYR,LW,6,2,0,2,-2,6,0.2,1,1,0,0,0,0,0,11,18.2,108,4,15,1,5,16.7,kreidch01,2020-2021,2021
David Krejci,34,BOS,C,6,0,5,5,0,4,0.4,0,0,0,0,2,3,0,10,0.0,113,3,2,43,34,55.8,krejcda01,2020-2021,2021
Torey Krug,29,STL,D,7,1,2,3,2,6,0.4,0,1,0,0,1,1,0,15,6.7,158,6,7,0,0,,krugto01,2020-2021,2021
Dominik Kubalík,25,CHI,LW,7,2,3,5,-1,4,0.5,0,2,0,0,1,2,0,21,9.5,104,0,4,0,0,,kubaldo01,2020-2021,2021
Dean Kukan,27,CBJ,D,7,0,2,2,3,0,0.5,0,0,0,0,2,0,0,5,0.0,92,9,8,0,0,,kukande01,2020-2021,2021
Brett Kulak,27,MTL,D,6,0,2,2,4,6,0.4,0,0,0,0,2,0,0,7,0.0,81,10,6,0,0,,kulakbr01,2020-2021,2021
Dmitry Kulikov,30,NJD,D,6,0,1,1,2,0,0.3,0,0,0,0,1,0,0,9,0.0,122,10,10,0,0,,kulikdm01,2020-2021,2021
