Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EVG,PPG,SHG,GWG,EVA,PPA,SHA,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,pid,Year,YR_INT
Adam Pelech,25,NYI,D,38,1,8,9,4,20,2.2,1,0,0,0,6,0,2,49,2.0,803,83,81,0,0,,pelecad01,2019-2020,2020
Brendan Perlini,23,DET,LW,39,1,3,4,-18,10,-0.7,1,0,0,0,3,0,0,47,2.1,420,10,21,0,0,,perlibr01,2019-2020,2020
Brendan Perlini,23,CHI,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,8,0,1,0,0,,perlibr01,2019-2020,2020
Mathieu Perreault,32,WPG,C,49,7,8,15,-9,10,0.8,5,2,0,0,8,0,0,71,9.9,642,19,69,13,6,68.4,perrema01,2019-2020,2020
David Perron,31,STL,LW,71,25,35,60,2,52,6.6,16,9,0,9,17,18,0,166,15.1,1300,19,67,3,5,37.5,perroda01,2019-2020,2020
Corey Perry,34,DAL,RW,57,5,16,21,-2,70,1.5,4,1,0,0,10,6,0,77,6.5,782,33,60,4,6,40.0,perryco01,2019-2020,2020
Joel Persson,25,EDM,D,13,0,2,2,-1,2,0.3,0,0,0,0,2,0,0,17,0.0,199,10,6,0,0,,perssjo02,2019-2020,2020
Brett Pesce,25,CAR,D,61,4,14,18,7,27,3.9,4,0,0,0,12,0,2,104,3.8,1335,91,22,0,0,,pescebr01,2019-2020,2020
Nic Petan,24,TOR,C,16,0,3,3,-4,4,-0.2,0,0,0,0,3,0,0,19,0.0,178,4,7,1,3,25.0,petanni01,2019-2020,2020
Jeff Petry,32,MTL,D,71,11,29,40,-10,26,6.0,7,3,1,3,20,9,0,158,7.0,1679,79,177,0,0,,petryje01,2019-2020,2020
Elias Pettersson,21,VAN,C,68,27,39,66,16,18,7.7,19,8,0,5,23,16,0,162,16.7,1260,42,63,59,82,41.8,petteel01,2019-2020,2020
Marcus Pettersson,23,PIT,D,69,2,20,22,9,35,4.3,2,0,0,0,18,2,0,79,2.5,1339,84,106,0,0,,pettema01,2019-2020,2020
Alex Pietrangelo,30,STL,D,70,16,36,52,11,20,9.1,10,6,0,3,19,16,1,225,7.1,1693,89,47,0,0,,pietral01,2019-2020,2020
Lawrence Pilut,24,BUF,D,13,0,0,0,-4,4,-0.1,0,0,0,0,0,0,0,6,0.0,211,19,10,0,0,,pilutla01,2019-2020,2020
Neal Pionk,24,WPG,D,71,6,39,45,10,32,7.3,3,3,0,1,17,22,0,177,3.4,1660,78,165,0,0,,pionkne01,2019-2020,2020
Brandon Pirri,28,VEG,C,16,0,2,2,-4,8,-0.3,0,0,0,0,2,0,0,24,0.0,201,5,16,6,3,66.7,pirribr01,2019-2020,2020
Tyler Pitlick,28,PHI,C,63,8,12,20,11,12,1.9,8,0,0,1,12,0,0,76,10.5,759,42,132,5,13,27.8,pitlity01,2019-2020,2020
Ryan Poehling,21,MTL,C,27,1,1,2,-4,4,-0.3,1,0,0,0,1,0,0,26,3.8,279,10,38,3,12,20.0,poehlry01,2019-2020,2020
Austin Poganski,23,STL,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,0,0,0,0,,poganau01,2019-2020,2020
Brayden Point,23,TBL,C,66,25,39,64,28,11,7.7,17,8,0,4,34,5,0,141,17.7,1248,30,24,397,380,51.1,pointbr01,2019-2020,2020
Roman Polak,33,DAL,D,41,0,4,4,-6,24,0.9,0,0,0,0,4,0,0,34,0.0,683,94,104,0,0,,polakro01,2019-2020,2020
Tucker Poolman,26,WPG,D,57,4,12,16,-1,24,2.8,3,0,1,1,12,0,0,64,6.3,995,59,58,0,0,,poolmtu01,2019-2020,2020
Derrick Pouliot,26,STL,D,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,17,1,2,0,0,,poulide01,2019-2020,2020
Nikolai Prokhorkin,26,LAK,LW,43,4,10,14,-6,6,0.8,4,0,0,1,7,3,0,63,6.3,520,7,38,101,111,47.6,prokhni01,2019-2020,2020
Dalton Prout,29,SJS,D,2,0,0,0,0,7,0.0,0,0,0,0,0,0,0,2,0.0,26,3,3,0,0,,proutda01,2019-2020,2020
Ivan Provorov,23,PHI,D,69,13,23,36,11,24,7.1,6,7,0,3,13,9,1,150,8.7,1714,111,84,0,0,,provoiv01,2019-2020,2020
Ryan Pulock,25,NYI,D,68,10,25,35,8,14,6.8,7,3,0,3,20,5,0,163,6.1,1524,139,110,0,0,,pulocry01,2019-2020,2020
Mark Pysyk,28,FLA,D,58,9,9,18,4,20,3.3,9,0,0,1,9,0,0,64,14.1,740,38,47,3,3,50.0,pysykma01,2019-2020,2020
John Quenneville,23,CHI,C,9,0,0,0,-1,0,-0.2,0,0,0,0,0,0,0,14,0.0,99,3,21,3,1,75.0,quennjo02,2019-2020,2020
Alan Quine,26,CGY,C,9,1,0,1,-1,4,0.0,1,0,0,0,0,0,0,12,8.3,88,2,6,1,0,100.0,quineal01,2019-2020,2020
Gage Quinney,24,VEG,F,3,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,2,0.0,29,0,2,8,9,47.1,quinnga01,2019-2020,2020
Lukas Radil,29,SJS,C,14,0,0,0,-3,8,-0.3,0,0,0,0,0,0,0,12,0.0,132,2,16,1,3,25.0,radillu01,2019-2020,2020
Alexander Radulov,33,DAL,RW,60,15,19,34,8,46,3.9,8,7,0,3,16,3,0,132,11.4,1005,42,48,4,10,28.6,radulal01,2019-2020,2020
Michael Raffl,31,PHI,LW,58,8,12,20,-2,14,1.5,7,0,1,2,11,1,0,66,12.1,717,25,73,99,98,50.3,rafflmi01,2019-2020,2020
Rickard Rakell,26,ANA,RW,65,15,27,42,-5,12,3.9,12,3,0,2,18,6,3,186,8.1,1180,29,81,10,3,76.9,rakelri01,2019-2020,2020
Mikko Rantanen,23,COL,RW,42,19,22,41,-2,14,4.6,11,8,0,5,16,6,0,107,17.8,796,23,28,44,31,58.7,rantami01,2019-2020,2020
Victor Rask,26,MIN,C,43,5,8,13,7,6,1.3,5,0,0,2,8,0,0,38,13.2,451,8,26,120,152,44.1,raskvi01,2019-2020,2020
Ryan Reaves,33,VEG,RW,71,8,7,15,-5,47,0.9,8,0,0,1,7,0,0,61,13.1,720,24,316,24,28,46.2,reavery01,2019-2020,2020
Mike Reilly,26,OTT,D,30,1,11,12,-8,18,1.2,0,1,0,1,2,8,1,64,1.6,597,33,27,0,0,,reillmi01,2019-2020,2020
Mike Reilly,26,MTL,D,14,0,4,4,2,6,0.7,0,0,0,0,4,0,0,21,0.0,196,13,12,0,0,,reillmi01,2019-2020,2020
Sam Reinhart,24,BUF,C,69,22,28,50,-15,20,4.5,17,5,0,2,21,7,0,144,15.3,1423,27,36,40,72,35.7,reinhsa01,2019-2020,2020
Anthony Richard,23,NSH,C,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,2,0.0,4,0,0,0,0,,richaan01,2019-2020,2020
Brad Richardson,34,ARI,C,59,6,5,11,1,20,0.6,5,0,1,3,4,0,1,76,7.9,805,44,77,355,303,54.0,richabr02,2019-2020,2020
Tobias Rieder,27,CGY,C,55,4,6,10,-12,6,0.0,3,0,1,0,5,0,1,77,5.2,610,26,30,11,42,20.8,riedeto01,2019-2020,2020
Morgan Rielly,25,TOR,D,47,3,24,27,6,24,3.9,3,0,0,2,17,7,0,123,2.4,1137,67,38,0,1,0.0,riellmo01,2019-2020,2020
Juuso Riikola,26,PIT,D,36,1,6,7,3,6,1.5,1,0,0,0,4,2,0,38,2.6,500,24,74,0,0,,riikoju01,2019-2020,2020
Zac Rinaldo,29,CGY,C,19,3,2,5,-1,34,0.5,3,0,0,2,2,0,0,19,15.8,157,8,69,0,0,,rinalza01,2019-2020,2020
Rasmus Ristolainen,25,BUF,D,69,6,27,33,-2,46,5.4,4,2,0,0,19,7,1,128,4.7,1573,82,203,0,0,,ristora01,2019-2020,2020
Brett Ritchie,26,BOS,RW,27,2,4,6,-3,21,0.3,2,0,0,1,3,1,0,34,5.9,281,3,89,2,3,40.0,ritchbr01,2019-2020,2020
Nick Ritchie,24,ANA,LW,41,8,11,19,3,78,2.0,6,2,0,2,10,1,0,70,11.4,590,13,79,1,7,12.5,ritchni01,2019-2020,2020
Nick Ritchie,24,BOS,LW,7,1,1,2,-2,19,0.1,1,0,0,0,1,0,0,8,12.5,90,4,23,0,0,,ritchni01,2019-2020,2020
Jason Robertson,20,DAL,LW,3,0,1,1,0,0,0.0,0,0,0,0,0,1,0,4,0.0,37,0,1,0,0,,roberja01,2019-2020,2020
Buddy Robinson,28,CGY,RW,5,1,0,1,0,7,0.1,1,0,0,0,0,0,0,6,16.7,61,5,14,0,0,,robinbu01,2019-2020,2020
Eric Robinson,24,CBJ,LW,50,7,5,12,10,12,1.6,7,0,0,3,5,0,0,69,10.1,548,15,79,4,7,36.4,robiner01,2019-2020,2020
Evan Rodrigues,26,BUF,C,38,5,4,9,-8,10,0.4,4,1,0,1,4,0,0,64,7.8,430,13,20,98,115,46.0,rodriev01,2019-2020,2020
Evan Rodrigues,26,PIT,C,7,1,0,1,0,4,0.1,1,0,0,0,0,0,0,11,9.1,78,2,4,23,21,52.3,rodriev01,2019-2020,2020
Kevin Rooney,26,NJD,C,49,4,5,9,8,20,0.8,2,0,2,0,4,0,1,59,6.8,575,32,64,175,197,47.0,rooneke01,2019-2020,2020
Calle Rosen,25,COL,D,8,0,2,2,2,4,0.4,0,0,0,0,2,0,0,10,0.0,111,5,3,0,0,,rosenca01,2019-2020,2020
Calle Rosen,25,TOR,D,4,0,1,1,-2,0,0.0,0,0,0,0,1,0,0,4,0.0,52,2,0,0,0,,rosenca01,2019-2020,2020
Jack Roslovic,23,WPG,C,71,12,17,29,4,12,2.5,11,1,0,0,16,1,0,117,10.3,1058,21,58,70,78,47.3,rosloja01,2019-2020,2020
Antoine Roussel,30,VAN,LW,41,7,6,13,0,43,1.2,6,1,0,1,5,1,0,55,12.7,485,14,44,6,6,50.0,roussan01,2019-2020,2020
Carter Rowney,30,ANA,RW,71,8,11,19,5,14,1.6,6,0,2,1,9,0,2,63,12.7,910,42,189,47,56,45.6,rowneca01,2019-2020,2020
Matt Roy,24,LAK,D,70,4,14,18,16,10,5.2,4,0,0,0,13,1,0,112,3.6,1268,100,132,0,0,,royma04,2019-2020,2020
Nicolas Roy,22,VEG,C,28,5,5,10,3,8,1.1,4,1,0,1,5,0,0,42,11.9,320,7,39,93,100,48.2,royni01,2019-2020,2020
German Rubtsov,21,PHI,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,27,4,4,6,8,42.9,rubtsge01,2019-2020,2020
Chad Ruhwedel,29,PIT,D,41,2,4,6,4,12,1.7,2,0,0,0,4,0,0,44,4.5,606,25,74,0,0,,ruhwech01,2019-2020,2020
Kris Russell,32,EDM,D,55,0,9,9,0,14,1.9,0,0,0,0,8,0,1,45,0.0,923,101,71,0,0,,russekr01,2019-2020,2020
Patrick Russell,27,EDM,RW,45,0,5,5,-11,12,-0.7,0,0,0,0,5,0,0,58,0.0,511,25,64,2,2,50.0,russepa01,2019-2020,2020
Bryan Rust,27,PIT,RW,55,27,29,56,14,30,7.1,18,8,1,4,19,9,1,151,17.9,1087,35,71,2,8,20.0,rustbr01,2019-2020,2020
Jan Rutta,29,TBL,D,33,1,6,7,6,14,1.5,1,0,0,0,6,0,0,43,2.3,513,21,19,0,0,,ruttaja02,2019-2020,2020
Bobby Ryan,32,OTT,LW,24,5,3,8,3,22,0.9,5,0,0,0,3,0,0,43,11.6,324,13,41,3,2,60.0,ryanbo01,2019-2020,2020
Derek Ryan,33,CGY,C,68,10,19,29,9,10,2.8,8,1,1,0,15,3,1,102,9.8,989,34,12,383,349,52.3,ryande01,2019-2020,2020
Joakim Ryan,26,LAK,D,35,1,4,5,-10,10,0.8,1,0,0,0,4,0,0,54,1.9,670,46,24,0,0,,ryanjo02,2019-2020,2020
Brandon Saad,27,CHI,LW,58,21,12,33,2,16,3.9,18,1,2,5,12,0,0,140,15.0,971,19,36,23,35,39.7,saadbr01,2019-2020,2020
Aleksi Saarela,23,FLA,C,9,2,2,4,2,0,0.5,2,0,0,0,1,1,0,15,13.3,110,3,1,7,11,38.9,saareal01,2019-2020,2020
Scott Sabourin,27,OTT,F,35,2,4,6,-6,33,0.2,2,0,0,0,4,0,0,29,6.9,246,13,74,0,1,0.0,sabousc01,2019-2020,2020
Miikka Salomaki,26,NSH,RW,5,1,0,1,2,4,0.2,1,0,0,1,0,0,0,2,50.0,61,3,9,0,0,,salommi01,2019-2020,2020
Rasmus Sandin,19,TOR,D,28,1,7,8,-7,10,0.5,1,0,0,1,5,2,0,22,4.5,401,22,33,0,0,,sandira01,2019-2020,2020
Zach Sanford,25,STL,LW,58,16,14,30,13,28,3.9,15,1,0,3,14,0,0,90,17.8,797,32,109,1,8,11.1,sanfoza01,2019-2020,2020
Travis Sanheim,23,PHI,D,69,8,17,25,4,32,4.7,8,0,0,0,13,4,0,110,7.3,1391,79,41,0,0,,sanhetr01,2019-2020,2020
Steven Santini,24,NSH,D,2,0,0,0,1,2,0.1,0,0,0,0,0,0,0,1,0.0,19,0,3,0,0,,santist01,2019-2020,2020
Ashton Sautner,25,VAN,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,3,0,0,0,0,,sautnas01,2019-2020,2020
David Savard,29,CBJ,D,68,0,11,11,-3,35,2.9,0,0,0,0,9,2,0,97,0.0,1407,163,129,0,0,,savarda01,2019-2020,2020
Luca Sbisa,30,WPG,D,44,2,8,10,1,37,2.0,2,0,0,0,8,0,0,49,4.1,789,71,91,0,0,,sbisalu01,2019-2020,2020
Marco Scandella,29,BUF,D,31,3,6,9,9,8,2.4,3,0,0,0,6,0,0,39,7.7,514,34,38,0,0,,scandma01,2019-2020,2020
Marco Scandella,29,MTL,D,20,1,2,3,1,8,0.8,1,0,0,0,2,0,0,21,4.8,353,19,25,0,0,,scandma01,2019-2020,2020
Marco Scandella,29,STL,D,11,0,1,1,4,4,0.6,0,0,0,0,1,0,0,17,0.0,223,7,15,0,0,,scandma01,2019-2020,2020
Colton Sceviour,30,FLA,C,69,6,10,16,2,6,0.6,6,0,0,0,10,0,0,114,5.3,914,72,91,65,82,44.2,scevico01,2019-2020,2020
Tim Schaller,29,VAN,LW,51,5,1,6,-13,14,-0.4,4,0,1,0,1,0,0,48,10.4,597,28,49,3,11,21.4,schalti01,2019-2020,2020
Tim Schaller,29,LAK,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,16,0,2,4,0,100.0,schalti01,2019-2020,2020
Mark Scheifele,26,WPG,C,71,29,44,73,2,45,7.6,19,10,0,6,34,10,0,170,17.1,1548,49,34,605,685,46.9,scheima01,2019-2020,2020
Brayden Schenn,28,STL,C,71,25,33,58,3,44,6.4,15,10,0,4,22,11,0,138,18.1,1311,21,119,350,364,49.0,schenbr01,2019-2020,2020
Luke Schenn,30,TBL,D,25,1,2,3,-8,23,-0.1,1,0,0,0,2,0,0,31,3.2,311,21,83,0,0,,schenlu01,2019-2020,2020
Nick Schmaltz,23,ARI,C,70,11,34,45,3,20,4.3,9,2,0,2,23,11,0,95,11.6,1087,35,12,160,216,42.6,schmani01,2019-2020,2020
Nate Schmidt,28,VEG,D,59,7,24,31,11,12,5.6,6,1,0,0,18,6,0,112,6.3,1279,91,25,0,0,,schmina01,2019-2020,2020
Justin Schultz,29,PIT,D,46,3,9,12,-13,6,1.3,3,0,0,0,3,6,0,86,3.5,914,50,36,0,0,,schulju01,2019-2020,2020
Jaden Schwartz,27,STL,C,71,22,35,57,3,18,6.0,13,9,0,4,24,11,0,162,13.6,1291,28,60,9,11,45.0,schwaja01,2019-2020,2020
Brent Seabrook,34,CHI,D,32,3,1,4,1,8,1.2,2,1,0,1,1,0,0,40,7.5,581,61,52,0,0,,seabrbr01,2019-2020,2020
Nick Seeler,26,MIN,D,6,0,0,0,-6,8,-0.4,0,0,0,0,0,0,0,4,0.0,62,9,5,0,0,,seeleni01,2019-2020,2020
Nick Seeler,26,CHI,D,6,0,1,1,-2,7,0.0,0,0,0,0,1,0,0,1,0.0,81,12,14,0,0,,seeleni01,2019-2020,2020
Tyler Seguin,28,DAL,C,69,17,33,50,-2,22,4.9,14,3,0,6,21,12,0,245,6.9,1321,31,90,538,387,58.2,seguity01,2019-2020,2020
Andrej Sekera,33,DAL,D,57,2,6,8,9,14,3.2,1,0,1,0,6,0,0,63,3.2,1026,75,34,0,0,,sekeran01,2019-2020,2020
Brett Seney,23,NJD,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,20,0,2,0,2,0.0,seneybr01,2019-2020,2020
Zachary Senyshyn,22,BOS,RW,4,0,2,2,1,0,0.2,0,0,0,0,2,0,0,1,0.0,34,1,2,1,0,100.0,senysza01,2019-2020,2020
Mikhail Sergachev,21,TBL,D,70,10,24,34,15,58,6.3,4,5,1,0,16,8,0,118,8.5,1426,99,106,0,0,,sergami01,2019-2020,2020
Damon Severson,25,NJD,D,69,8,23,31,-20,52,4.4,5,3,0,2,16,7,0,114,7.0,1584,97,81,0,0,,severda01,2019-2020,2020
Michael Sgarbossa,27,WSH,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,16,0,3,3,3,50.0,sgarbmi01,2019-2020,2020
Kevin Shattenkirk,31,TBL,D,70,8,26,34,22,38,6.6,7,1,0,0,20,6,0,131,6.1,1323,66,62,0,0,,shattke01,2019-2020,2020
Andrew Shaw,28,CHI,C,26,3,7,10,-4,33,0.5,2,1,0,0,6,1,0,46,6.5,376,9,74,42,51,45.2,shawan01,2019-2020,2020
Logan Shaw,28,WPG,RW,35,3,2,5,0,0,0.4,3,0,0,0,1,1,0,20,15.0,239,13,24,11,9,55.0,shawlo01,2019-2020,2020
Riley Sheahan,28,EDM,C,66,8,7,15,-13,6,0.6,7,0,1,1,6,0,1,70,11.4,844,33,26,409,425,49.0,sheahri01,2019-2020,2020
Conor Sheary,27,BUF,LW,55,9,10,19,-4,8,1.6,8,1,0,1,8,2,0,88,10.2,710,24,25,1,3,25.0,shearco01,2019-2020,2020
Conor Sheary,27,PIT,LW,8,1,3,4,-1,2,0.3,1,0,0,0,3,0,0,14,7.1,116,2,3,0,0,,shearco01,2019-2020,2020
Kiefer Sherwood,24,ANA,RW,10,0,1,1,-1,6,-0.1,0,0,0,0,1,0,0,17,0.0,133,4,24,3,1,75.0,sherwki01,2019-2020,2020
Kole Sherwood,23,CBJ,RW,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,6,0.0,20,1,10,0,1,0.0,sherwko01,2019-2020,2020
Devin Shore,25,ANA,C,39,4,6,10,-8,8,0.4,4,0,0,1,4,2,0,47,8.5,468,13,47,39,42,48.1,shorede01,2019-2020,2020
Devin Shore,25,CBJ,C,6,1,1,2,-2,0,0.2,1,0,0,0,1,0,0,3,33.3,56,1,5,8,11,42.1,shorede01,2019-2020,2020
Nick Shore,27,WPG,C,42,1,2,3,-1,8,-0.3,1,0,0,0,2,0,0,38,2.6,385,13,38,125,101,55.3,shoreni01,2019-2020,2020
Nick Shore,27,TOR,C,21,2,1,3,2,12,0.2,2,0,0,0,1,0,0,7,28.6,194,7,17,86,69,55.5,shoreni01,2019-2020,2020
Jonas Siegenthaler,22,WSH,D,64,2,7,9,11,43,2.3,2,0,0,1,7,0,0,49,4.1,1007,105,51,0,0,,siegejo01,2019-2020,2020
Dylan Sikura,24,CHI,C,9,1,2,3,1,0,0.3,1,0,0,0,2,0,0,10,10.0,89,2,0,0,3,0.0,sikurdy01,2019-2020,2020
Jakob Silfverberg,29,ANA,LW,66,21,18,39,0,14,4.4,15,4,2,1,15,3,0,155,13.5,1167,41,28,8,33,19.5,silfvja01,2019-2020,2020
Radim Simek,27,SJS,D,48,2,7,9,-13,14,1.4,2,0,0,0,7,0,0,40,5.0,825,60,91,0,0,,simekra01,2019-2020,2020
Wayne Simmonds,31,NJD,RW,61,8,16,24,-17,64,1.2,3,5,0,1,12,4,0,110,7.3,926,26,128,29,43,40.3,simmowa01,2019-2020,2020
Wayne Simmonds,31,BUF,RW,7,0,1,1,-4,2,-0.2,0,0,0,0,1,0,0,9,0.0,89,3,17,0,2,0.0,simmowa01,2019-2020,2020
Dominik Simon,25,PIT,C,64,7,15,22,-9,12,1.1,7,0,0,0,14,1,0,102,6.9,922,20,57,15,27,35.7,simondo01,2019-2020,2020
Colton Sissons,26,NSH,C,57,9,6,15,-2,20,0.9,8,0,1,2,6,0,0,52,17.3,817,41,84,283,269,51.3,sissoco01,2019-2020,2020
Jeff Skinner,27,BUF,LW,59,14,9,23,-22,18,1.4,14,0,0,1,6,3,0,183,7.7,973,11,29,32,54,37.2,skinnje01,2019-2020,2020
Brady Skjei,25,NYR,D,60,8,15,23,-6,41,3.3,8,0,0,1,13,0,2,124,6.5,1241,91,99,0,0,,skjeibr01,2019-2020,2020
Brady Skjei,25,CAR,D,7,0,1,1,-4,4,-0.1,0,0,0,0,1,0,0,15,0.0,146,5,4,0,0,,skjeibr01,2019-2020,2020
Jaccob Slavin,25,CAR,D,68,6,30,36,30,10,7.9,6,0,0,3,26,3,1,145,4.1,1592,107,43,0,0,,slavija01,2019-2020,2020
Brendan Smith,30,NYR,D,62,3,5,8,-12,71,0.5,2,0,1,0,4,0,1,45,6.7,688,41,90,1,0,100.0,smithbr05,2019-2020,2020
Craig Smith,30,NSH,C,69,18,13,31,18,34,4.0,14,4,0,2,10,3,0,184,9.8,926,19,60,14,15,48.3,smithcr01,2019-2020,2020
Dalton Smith,27,BUF,LW,1,0,0,0,1,2,0.0,0,0,0,0,0,0,0,0,,1,0,0,0,0,,smithda03,2019-2020,2020
Gemel Smith,25,TBL,C,3,1,0,1,0,4,0.1,1,0,0,0,0,0,0,1,100.0,28,2,1,13,7,65.0,smithge02,2019-2020,2020
Givani Smith,21,DET,RW,21,2,1,3,-2,9,0.2,2,0,0,0,1,0,0,22,9.1,203,3,42,0,0,,smithgi01,2019-2020,2020
Reilly Smith,28,VEG,RW,71,27,27,54,17,20,6.8,22,3,2,6,23,2,2,169,16.0,1272,30,55,3,9,25.0,smithre01,2019-2020,2020
Zack Smith,31,CHI,C,50,4,7,11,2,29,0.6,3,0,1,1,6,0,1,43,9.3,589,18,112,88,102,46.3,smithza01,2019-2020,2020
Vladimir Sobotka,32,BUF,C,16,1,2,3,2,4,0.1,1,0,0,0,2,0,0,23,4.3,228,7,26,39,31,55.7,sobotvl01,2019-2020,2020
Carl Soderberg,34,ARI,C,70,17,18,35,6,18,4.0,11,6,0,1,13,5,0,135,12.6,1113,41,77,245,296,45.3,soderca01,2019-2020,2020
Marcus Sorensen,27,SJS,RW,66,7,11,18,-12,26,0.8,6,0,1,0,11,0,0,78,9.0,914,18,56,3,17,15.0,sorenma01,2019-2020,2020
Carson Soucy,25,MIN,D,55,7,7,14,16,18,4.0,6,0,1,1,7,0,0,61,11.5,860,50,69,0,0,,soucyca01,2019-2020,2020
Jason Spezza,36,TOR,C,58,9,16,25,-3,18,2.1,7,2,0,0,11,5,0,73,12.3,628,19,13,215,183,54.0,spezzja01,2019-2020,2020
Daniel Sprong,22,ANA,RW,8,1,1,2,-2,0,0.1,0,1,0,0,1,0,0,17,5.9,113,3,4,0,0,,spronda01,2019-2020,2020
Jared Spurgeon,30,MIN,D,62,12,20,32,-1,18,5.4,9,3,0,2,10,10,0,112,10.7,1400,102,61,0,1,0.0,spurgja01,2019-2020,2020
Eric Staal,35,MIN,C,66,19,28,47,-9,28,4.4,14,5,0,5,19,9,0,113,16.8,1131,22,24,495,504,49.5,staaler01,2019-2020,2020
Jordan Staal,31,CAR,C,68,8,19,27,3,40,1.6,6,2,0,0,18,1,0,125,6.4,1190,36,149,699,585,54.4,staaljo01,2019-2020,2020
Marc Staal,33,NYR,D,52,2,9,11,5,16,2.1,2,0,0,0,9,0,0,46,4.3,917,76,69,0,0,,staalma01,2019-2020,2020
Steven Stamkos,29,TBL,C,57,29,37,66,14,22,8.1,19,10,0,6,28,9,0,176,16.5,1050,38,69,365,307,54.3,stamkst01,2019-2020,2020
Paul Stastny,34,VEG,C,71,17,21,38,6,24,3.8,12,5,0,3,15,5,1,136,12.5,1216,32,63,624,515,54.8,stastpa01,2019-2020,2020
Troy Stecher,25,VAN,D,69,5,12,17,10,32,3.8,5,0,0,0,12,0,0,86,5.8,1059,70,69,0,0,,stechtr01,2019-2020,2020
Sam Steel,21,ANA,C,65,6,16,22,-13,20,0.8,5,1,0,1,9,7,0,85,7.1,1011,25,24,369,365,50.3,steelsa01,2019-2020,2020
Alex Steen,35,STL,C,55,7,10,17,7,12,1.4,7,0,0,0,9,1,0,71,9.9,772,47,26,8,7,53.3,steenal01,2019-2020,2020
Kevin Stenlund,23,CBJ,C,32,6,4,10,2,8,1.1,3,3,0,1,2,2,0,57,10.5,447,22,19,52,77,40.3,stenlke01,2019-2020,2020
Derek Stepan,29,ARI,C,70,10,18,28,-4,16,2.0,8,1,1,2,12,6,0,158,6.3,1235,54,43,569,628,47.5,stepade01,2019-2020,2020
Mitchell Stephens,22,TBL,C,38,3,3,6,-9,10,-0.2,3,0,0,0,3,0,0,43,7.0,410,9,36,187,169,52.5,stephmi01,2019-2020,2020
Chandler Stephenson,25,VEG,C,41,8,14,22,19,10,2.7,5,1,2,3,13,1,0,55,14.5,647,20,32,155,204,43.2,stephch02,2019-2020,2020
Chandler Stephenson,25,WSH,C,24,3,1,4,5,6,0.4,3,0,0,2,0,0,1,18,16.7,284,12,20,78,77,50.3,stephch02,2019-2020,2020
Chris Stewart,32,PHI,RW,16,0,1,1,-7,21,-0.4,0,0,0,0,1,0,0,5,0.0,124,4,35,0,0,,stewach02,2019-2020,2020
Riley Stillman,21,FLA,D,34,0,5,5,-3,14,0.6,0,0,0,0,5,0,0,39,0.0,650,57,59,0,0,,stillri01,2019-2020,2020
Mark Stone,27,VEG,RW,65,21,42,63,15,27,7.1,15,6,0,3,30,11,1,168,12.5,1262,51,56,16,30,34.8,stonema01,2019-2020,2020
Michael Stone,29,CGY,D,33,2,5,7,-5,16,1.1,2,0,0,0,5,0,0,57,3.5,539,54,52,0,0,,stonemi01,2019-2020,2020
Anton Stralman,33,FLA,D,69,5,14,19,-6,14,2.6,5,0,0,3,13,0,1,89,5.6,1454,96,68,0,0,,stralan01,2019-2020,2020
Ben Street,32,NJD,C,3,0,1,1,1,0,0.1,0,0,0,0,1,0,0,4,0.0,24,0,3,5,6,45.5,streebe01,2019-2020,2020
Dylan Strome,22,CHI,C,58,12,26,38,1,16,3.5,10,2,0,2,20,6,0,97,12.4,925,29,23,277,304,47.7,stromdy01,2019-2020,2020
Ryan Strome,26,NYR,C,70,18,41,59,21,48,5.9,15,3,0,3,26,14,1,154,11.7,1371,32,45,496,548,47.5,stromry01,2019-2020,2020
Jack Studnicka,20,BOS,C,2,0,1,1,2,2,0.1,0,0,0,0,1,0,0,3,0.0,24,0,2,9,6,60.0,studnja01,2019-2020,2020
Nico Sturm,24,MIN,C,6,0,2,2,2,0,0.2,0,0,0,0,2,0,0,2,0.0,71,5,6,26,23,53.1,sturmni01,2019-2020,2020
P.K. Subban,30,NJD,D,68,7,11,18,-21,79,2.8,5,2,0,3,7,4,0,151,4.6,1504,90,88,0,0,,subbapk01,2019-2020,2020
C.J. Suess,25,WPG,LW,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,6,0,1,1,3,25.0,frankcl01,2019-2020,2020
Oskar Sundqvist,25,STL,C,57,12,11,23,5,28,2.4,11,0,1,1,10,0,1,97,12.4,820,26,60,105,132,44.3,sundqos01,2019-2020,2020
