Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EVG,PPG,SHG,GWG,EVA,PPA,SHA,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,pid,Year,YR_INT
Charlie Coyle,27,BOS,C,70,16,21,37,9,21,3.8,13,1,2,3,17,4,0,145,11.0,1175,34,83,326,373,46.6,coylech01,2019-2020,2020
Sidney Crosby,32,PIT,C,41,16,31,47,-8,15,4.7,12,4,0,4,18,13,0,109,14.7,831,17,28,494,394,55.6,crosbsi01,2019-2020,2020
Lawson Crouse,22,ARI,LW,66,15,10,25,0,33,2.8,14,0,1,3,10,0,0,109,13.8,896,29,201,24,23,51.1,crousla01,2019-2020,2020
Austin Czarnik,27,CGY,C,8,2,1,3,1,0,0.4,1,1,0,0,1,0,0,9,22.2,82,2,1,2,4,33.3,czarnau01,2019-2020,2020
Kirby Dach,19,CHI,C,64,8,15,23,-1,24,1.5,8,0,0,2,12,3,0,101,7.9,913,23,33,75,147,33.8,dachki01,2019-2020,2020
Evgenii Dadonov,30,FLA,RW,69,25,22,47,-7,10,4.8,14,11,0,2,16,6,0,167,15.0,1180,24,29,0,0,,dadonev01,2019-2020,2020
Rasmus Dahlin,19,BUF,D,59,4,36,40,-7,38,5.1,2,2,0,1,19,17,0,90,4.4,1138,51,72,0,0,,dahlira01,2019-2020,2020
Carl Dahlstrom,25,WPG,D,15,0,1,1,-4,6,0.0,0,0,0,0,1,0,0,9,0.0,221,13,5,0,0,,dahlsca01,2019-2020,2020
Michael Dal Colle,23,NYI,LW,53,4,6,10,-8,12,0.1,4,0,0,0,6,0,0,59,6.8,625,21,81,5,2,71.4,dalcomi01,2019-2020,2020
Trevor Daley,36,DET,D,43,0,7,7,-22,20,0.1,0,0,0,0,5,2,0,37,0.0,673,44,9,0,0,,daleytr01,2019-2020,2020
Phillip Danault,26,MTL,LW,71,13,34,47,18,32,4.7,12,1,0,1,31,3,0,131,9.9,1338,37,119,728,608,54.5,danauph01,2019-2020,2020
Marko Daňo,25,CBJ,C,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0.0,22,3,5,0,0,,danoma01,2019-2020,2020
Brandon Davidson,28,CGY,D,7,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,13,0.0,86,15,10,0,0,,davidbr01,2019-2020,2020
Brandon Davidson,28,SJS,D,5,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,4,0.0,64,5,14,0,0,,davidbr01,2019-2020,2020
Jonathan Davidsson,22,OTT,RW,6,0,1,1,0,0,0.0,0,0,0,0,1,0,0,3,0.0,33,1,5,0,0,,davidjo03,2019-2020,2020
Calvin de Haan,28,CHI,D,29,1,5,6,10,10,1.9,1,0,0,0,5,0,0,42,2.4,577,73,93,0,0,,dehaaca01,2019-2020,2020
Jacob de La Rose,24,STL,LW,34,1,4,5,-1,6,0.0,1,0,0,0,4,0,0,31,3.2,341,7,88,63,80,44.1,delarja01,2019-2020,2020
Jacob de La Rose,24,DET,LW,16,1,3,4,3,4,0.4,1,0,0,0,3,0,0,15,6.7,196,9,32,55,76,42.0,delarja01,2019-2020,2020
Chase De Leo,24,ANA,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,15,0,1,0,1,0.0,deleoch01,2019-2020,2020
Jean-Sebastien Dea,25,BUF,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,23,0,3,1,1,50.0,deaje01,2019-2020,2020
Anthony DeAngelo,24,NYR,D,68,15,38,53,12,47,8.4,12,3,0,3,22,16,0,149,10.1,1312,57,48,0,0,,deangan01,2019-2020,2020
Alex DeBrincat,22,CHI,RW,70,18,27,45,-10,15,3.9,8,10,0,4,21,6,0,207,8.7,1225,19,58,7,13,35.0,debrial01,2019-2020,2020
Jake Debrusk,23,BOS,LW,65,19,16,35,-1,14,3.8,12,7,0,5,13,3,0,161,11.8,1043,15,35,9,17,34.6,debruja01,2019-2020,2020
Danny DeKeyser,29,DET,D,8,0,4,4,0,4,0.7,0,0,0,0,4,0,0,12,0.0,176,18,6,0,0,,dekeyda01,2019-2020,2020
Michael Del Zotto,29,ANA,D,49,2,13,15,5,14,3.1,2,0,0,0,12,1,0,57,3.5,917,55,101,0,0,,delzomi01,2019-2020,2020
Dylan DeMelo,26,OTT,D,49,0,10,10,3,31,2.0,0,0,0,0,8,0,2,64,0.0,976,63,94,0,0,,demeldy01,2019-2020,2020
Dylan DeMelo,26,WPG,D,10,0,0,0,1,6,0.3,0,0,0,0,0,0,0,10,0.0,212,14,11,0,0,,demeldy01,2019-2020,2020
Jason Demers,31,ARI,D,50,0,11,11,5,25,2.8,0,0,0,0,10,0,1,53,0.0,1025,70,76,0,0,,demerja01,2019-2020,2020
Travis Dermott,23,TOR,D,56,4,7,11,14,37,2.9,4,0,0,1,7,0,0,65,6.2,969,58,76,0,0,,dermotr01,2019-2020,2020
Nicolas Deslauriers,28,ANA,LW,59,7,6,13,-1,92,1.1,7,0,0,1,6,0,0,64,10.9,577,32,137,0,0,,deslani01,2019-2020,2020
Phillip Di Giuseppe,26,NYR,LW,20,1,3,4,1,2,0.1,1,0,0,0,3,0,0,35,2.9,226,20,38,0,2,0.0,digiuph01,2019-2020,2020
Thomas Di Pauli,25,PIT,C,2,0,0,0,-3,10,-0.1,0,0,0,0,0,0,0,2,0.0,12,1,4,0,0,,dipauth01,2019-2020,2020
Jason Dickinson,24,DAL,C,65,9,12,21,7,6,1.9,9,0,0,1,11,0,1,85,10.6,973,55,89,196,251,43.8,dickija01,2019-2020,2020
Brenden Dillon,29,SJS,D,59,1,13,14,0,83,3.2,1,0,0,0,12,0,1,48,2.1,1142,67,178,0,0,,dillobr01,2019-2020,2020
Brenden Dillon,29,WSH,D,10,0,0,0,-2,21,-0.1,0,0,0,0,0,0,0,10,0.0,200,7,16,0,0,,dillobr01,2019-2020,2020
Christian Djoos,25,ANA,D,9,1,2,3,2,0,0.8,1,0,0,0,1,1,0,12,8.3,192,12,2,0,0,,djoosch01,2019-2020,2020
Christian Djoos,25,WSH,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0.0,18,0,0,0,0,,djoosch01,2019-2020,2020
Noah Dobson,20,NYI,D,34,1,6,7,-1,8,1.2,1,0,0,0,5,1,0,37,2.7,451,31,25,0,0,,dobsono01,2019-2020,2020
Max Domi,24,MTL,LW,71,17,27,44,-3,35,4.2,16,1,0,3,17,10,0,179,9.5,1214,13,32,385,403,48.9,domima01,2019-2020,2020
Ryan Donato,23,MIN,C,62,14,9,23,5,12,2.8,14,0,0,1,7,2,0,95,14.7,659,14,53,40,62,39.2,donatry01,2019-2020,2020
Joonas Donskoi,27,COL,RW,65,16,17,33,2,26,3.1,12,4,0,2,16,1,0,111,14.4,1056,38,25,9,12,42.9,donskjo01,2019-2020,2020
Drew Doughty,30,LAK,D,67,7,28,35,-16,36,5.4,2,5,0,2,18,9,1,141,5.0,1730,87,106,0,0,,doughdr01,2019-2020,2020
Nic Dowd,29,WSH,C,56,7,8,15,11,28,1.5,4,0,3,1,8,0,0,52,13.5,607,26,117,274,277,49.7,dowdni01,2019-2020,2020
Justin Dowling,29,DAL,C,29,3,3,6,-3,8,0.4,3,0,0,1,3,0,0,29,10.3,318,12,25,42,54,43.8,dowliju01,2019-2020,2020
Leon Draisaitl,24,EDM,C,71,43,67,110,-7,18,12.8,27,16,0,10,39,28,0,218,19.7,1605,19,27,662,608,52.1,draisle01,2019-2020,2020
Sheldon Dries,25,COL,C,5,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,34,2,16,4,2,66.7,driessh01,2019-2020,2020
Jonathan Drouin,24,MTL,LW,27,7,8,15,-6,14,1.4,6,1,0,1,5,3,0,51,13.7,424,5,25,4,8,33.3,drouijo01,2019-2020,2020
Dillon Dube,21,CGY,C,45,6,10,16,0,6,1.4,5,1,0,2,9,1,0,60,10.0,571,13,59,0,2,0.0,dubedi01,2019-2020,2020
Pierre-Luc Dubois,21,CBJ,LW,70,18,31,49,-2,49,5.0,17,1,0,4,22,9,0,158,11.4,1255,50,85,359,446,44.6,duboipi01,2019-2020,2020
Matt Duchene,29,NSH,C,66,13,29,42,-4,24,3.5,8,5,0,1,23,6,0,136,9.6,1114,22,40,390,305,56.1,duchema01,2019-2020,2020
Anthony Duclair,24,OTT,LW,66,23,17,40,-5,18,4.5,16,5,2,2,14,3,0,184,12.5,1073,39,53,3,3,50.0,duclaan01,2019-2020,2020
Mathew Dumba,25,MIN,D,69,6,18,24,-7,41,3.6,5,1,0,1,10,7,1,167,3.6,1552,88,98,0,0,,dumbama01,2019-2020,2020
Gabriel Dumont,29,MIN,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,35,2,9,6,9,40.0,dumonga01,2019-2020,2020
Brian Dumoulin,28,PIT,D,28,1,7,8,17,10,2.7,0,0,1,0,6,1,0,35,2.9,590,35,44,0,0,,dumoubr01,2019-2020,2020
Vince Dunn,23,STL,D,71,9,14,23,15,27,5.3,5,4,0,1,8,6,0,138,6.5,1155,47,50,0,0,,dunnvi02,2019-2020,2020
Christian Dvorak,23,ARI,C,70,18,20,38,6,12,4.3,12,6,0,2,16,4,0,134,13.4,1169,36,39,523,426,55.1,dvorach01,2019-2020,2020
Ryan Dzingel,27,CAR,C,64,8,21,29,3,30,2.3,4,4,0,1,16,5,0,98,8.2,906,25,36,9,20,31.0,dzingry01,2019-2020,2020
Cody Eakin,28,VEG,C,41,4,6,10,-9,16,0.0,4,0,0,0,5,1,0,53,7.5,601,14,41,258,286,47.4,eakinco01,2019-2020,2020
Cody Eakin,28,WPG,C,8,1,4,5,6,0,0.6,1,0,0,1,4,0,0,8,12.5,113,2,8,53,44,54.6,eakinco01,2019-2020,2020
Jordan Eberle,29,NYI,RW,58,16,24,40,1,12,4.1,12,4,0,1,17,7,0,136,11.8,1033,39,37,3,6,33.3,eberljo01,2019-2020,2020
Alexander Edler,33,VAN,D,59,5,28,33,13,62,5.8,4,1,0,1,22,6,0,118,4.2,1334,162,108,0,0,,edleral01,2019-2020,2020
Joel Edmundson,26,CAR,D,68,7,13,20,7,72,4.3,7,0,0,0,13,0,0,97,7.2,1255,91,118,0,0,,edmunjo01,2019-2020,2020
Nikolaj Ehlers,23,WPG,LW,71,25,33,58,14,30,6.8,21,3,1,5,31,2,0,203,12.3,1173,28,36,0,2,0.0,ehlerni01,2019-2020,2020
Christoffer Ehn,23,DET,C,54,2,2,4,-21,2,-0.9,2,0,0,0,2,0,0,36,5.6,562,18,59,96,130,42.5,ehnch01,2019-2020,2020
Jack Eichel,23,BUF,C,68,36,42,78,5,34,9.5,24,11,1,9,26,16,0,227,15.9,1503,42,40,615,696,46.9,eicheja01,2019-2020,2020
Aaron Ekblad,23,FLA,D,67,5,36,41,12,26,6.2,5,0,0,1,29,6,1,147,3.4,1539,84,34,0,0,,ekblaaa01,2019-2020,2020
Mattias Ekholm,29,NSH,D,68,8,25,33,-1,32,4.9,7,0,1,2,19,5,1,154,5.2,1589,100,49,0,0,,ekholma01,2019-2020,2020
Oliver Ekman-Larsson,28,ARI,D,66,9,21,30,-3,38,5.7,6,2,1,1,16,5,0,135,6.7,1519,65,129,0,0,,ekmanol01,2019-2020,2020
Lars Eller,30,WSH,C,69,16,23,39,3,48,3.6,13,2,1,1,18,4,1,151,10.6,1174,44,59,536,497,51.9,ellerla01,2019-2020,2020
Ryan Ellis,29,NSH,D,49,8,30,38,16,19,6.5,6,2,0,3,23,7,0,114,7.0,1152,96,48,0,0,,ellisry01,2019-2020,2020
Deryk Engelland,37,VEG,D,49,1,5,6,6,37,1.8,1,0,0,1,4,0,1,59,1.7,860,86,114,0,0,,engelde01,2019-2020,2020
Andreas Englund,24,OTT,D,24,0,3,3,-8,12,-0.1,0,0,0,0,3,0,0,10,0.0,262,16,58,0,0,,engluan01,2019-2020,2020
Pierre Engvall,23,TOR,LW,48,8,7,15,4,6,1.4,7,0,1,3,6,0,1,72,11.1,573,10,29,41,64,39.0,engvapi01,2019-2020,2020
Tyler Ennis,30,OTT,C,61,14,19,33,-5,16,3.1,9,5,0,1,14,5,0,139,10.1,897,22,76,6,8,42.9,ennisty01,2019-2020,2020
Tyler Ennis,30,EDM,C,9,2,2,4,-1,4,0.4,2,0,0,0,2,0,0,20,10.0,132,4,20,1,0,100.0,ennisty01,2019-2020,2020
Jonathan Ericsson,35,DET,D,18,0,0,0,-12,4,-0.5,0,0,0,0,0,0,0,16,0.0,256,14,24,0,0,,ericsjo01,2019-2020,2020
Loui Eriksson,34,VAN,LW,49,6,7,13,-2,12,0.8,6,0,0,0,7,0,0,59,10.2,606,15,10,2,0,100.0,erikslo01,2019-2020,2020
Joel Eriksson Ek,23,MIN,C,62,8,21,29,7,22,2.3,7,1,0,4,20,0,1,102,7.8,974,43,93,367,428,46.2,eriksjo02,2019-2020,2020
Adam Erne,24,DET,LW,56,2,3,5,-24,28,-1.0,2,0,0,0,3,0,0,63,3.2,662,25,142,20,13,60.6,ernead01,2019-2020,2020
Jake Evans,23,MTL,C,13,2,1,3,1,0,0.3,2,0,0,0,1,0,0,14,14.3,135,5,16,29,27,51.8,evansja02,2019-2020,2020
Robby Fabbri,24,DET,C,52,14,17,31,-29,18,2.3,8,6,0,3,14,3,0,104,13.5,898,13,63,26,40,39.4,fabbrro01,2019-2020,2020
Robby Fabbri,24,STL,C,9,1,0,1,-4,2,-0.1,1,0,0,0,0,0,0,7,14.3,87,1,12,1,0,100.0,fabbrro01,2019-2020,2020
Dante Fabbro,21,NSH,D,64,5,6,11,-7,38,1.7,4,1,0,0,6,0,0,92,5.4,1218,85,54,0,0,,fabbrda01,2019-2020,2020
Radek Faksa,26,DAL,C,66,11,9,20,-6,42,1.4,8,3,0,3,9,0,0,109,10.1,1049,44,84,404,407,49.8,faksara01,2019-2020,2020
Oscar Fantenberg,28,VAN,D,36,1,5,6,-10,6,0.4,1,0,0,0,4,1,0,45,2.2,573,62,67,0,0,,fanteos01,2019-2020,2020
Joel Farabee,19,PHI,LW,52,8,13,21,6,39,1.9,7,1,0,1,12,1,0,81,9.9,733,18,31,3,7,30.0,farabjo01,2019-2020,2020
Jesper Fast,28,NYR,RW,69,12,17,29,16,20,2.5,10,0,2,1,17,0,0,84,14.3,1146,53,125,9,17,34.6,fastje01,2019-2020,2020
Justin Faulk,27,STL,D,69,5,11,16,-3,32,3.0,4,1,0,1,8,2,1,147,3.4,1419,76,82,0,0,,faulkju01,2019-2020,2020
Taylor Fedun,31,DAL,D,27,2,7,9,3,8,1.9,2,0,0,0,7,0,0,40,5.0,371,19,16,0,0,,fedunta01,2019-2020,2020
Martin Fehervary,20,WSH,D,6,0,1,1,-2,6,0.0,0,0,0,0,1,0,0,7,0.0,96,2,14,0,0,,feherma01,2019-2020,2020
Micheal Ferland,27,VAN,LW,14,1,4,5,-3,7,0.2,1,0,0,0,4,0,0,15,6.7,137,2,40,2,0,100.0,ferlami01,2019-2020,2020
Mario Ferraro,21,SJS,D,61,2,9,11,-15,30,1.6,2,0,0,0,8,0,1,63,3.2,969,58,120,0,0,,ferrama01,2019-2020,2020
Kevin Fiala,23,MIN,LW,64,23,31,54,-1,42,6.0,14,9,0,4,22,9,0,175,13.1,986,18,25,2,7,22.2,fialake01,2019-2020,2020
Valtteri Filppula,35,DET,C,70,6,15,21,-42,24,-0.4,4,1,1,0,11,4,0,63,9.5,1163,31,28,324,398,44.9,filppva01,2019-2020,2020
Christian Fischer,22,ARI,RW,56,6,3,9,2,16,0.7,6,0,0,1,3,0,0,83,7.2,617,22,140,3,8,27.3,fischch01,2019-2020,2020
Cale Fleury,21,MTL,D,41,1,0,1,-4,6,0.4,1,0,0,0,0,0,0,45,2.2,588,45,102,0,0,,fleurca01,2019-2020,2020
Haydn Fleury,23,CAR,D,45,4,10,14,-2,8,2.2,4,0,0,0,9,0,1,65,6.2,615,45,48,0,0,,fleurha01,2019-2020,2020
Warren Foegele,23,CAR,LW,68,13,17,30,9,34,3.1,10,0,3,1,17,0,0,129,10.1,932,17,64,18,21,46.2,foegewa01,2019-2020,2020
Steven Fogarty,26,NYR,C,7,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,41,4,4,6,3,66.7,fogarst01,2019-2020,2020
Marcus Foligno,28,MIN,LW,59,11,14,25,8,30,2.4,11,0,0,0,14,0,0,86,12.8,861,36,184,9,15,37.5,foligma01,2019-2020,2020
Nick Foligno,32,CBJ,LW,67,10,21,31,-3,62,2.3,8,2,0,1,18,2,1,131,7.6,1251,50,212,159,160,49.8,foligni01,2019-2020,2020
Christian Folin,28,MTL,D,16,1,1,2,-1,13,0.4,1,0,0,0,1,0,0,13,7.7,231,21,38,0,0,,folinch01,2019-2020,2020
Derek Forbort,27,LAK,D,13,0,1,1,-4,4,0.1,0,0,0,0,1,0,0,15,0.0,232,17,27,0,0,,forbode01,2019-2020,2020
Derek Forbort,27,CGY,D,7,0,0,0,-1,0,0.1,0,0,0,0,0,0,0,7,0.0,124,13,8,0,0,,forbode01,2019-2020,2020
Filip Forsberg,25,NSH,C,63,21,27,48,-7,29,4.8,14,7,0,2,20,7,0,198,10.6,1093,27,82,1,2,33.3,forsbfi01,2019-2020,2020
Liam Foudy,19,CBJ,C,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0.0,28,0,3,0,0,,foudyli01,2019-2020,2020
Cam Fowler,28,ANA,D,59,9,20,29,0,20,5.3,7,2,0,2,14,6,0,117,7.7,1297,58,25,0,0,,fowleca01,2019-2020,2020
Adam Fox,21,NYR,D,70,8,34,42,22,32,7.4,7,1,0,4,22,12,0,125,6.4,1323,92,35,0,0,,foxad01,2019-2020,2020
Trent Frederic,21,BOS,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,13,0,8,0,0,,fredetr01,2019-2020,2020
Mark Friedman,24,PHI,D,6,0,1,1,0,2,0.2,0,0,0,0,1,0,0,2,0.0,82,5,8,0,0,,friedma01,2019-2020,2020
Martin Frk,26,LAK,RW,17,6,2,8,-1,4,1.0,5,1,0,1,2,0,0,26,23.1,235,3,14,0,0,,frkma01,2019-2020,2020
Michael Frolik,31,CGY,LW,38,5,5,10,-10,24,0.5,4,0,1,1,4,0,1,44,11.4,453,11,19,1,8,11.1,frolimi01,2019-2020,2020
Michael Frolik,31,BUF,LW,19,1,3,4,-2,4,0.0,0,0,1,0,3,0,0,26,3.8,256,11,13,5,7,41.7,frolimi01,2019-2020,2020
Morgan Frost,20,PHI,C,20,2,5,7,-3,4,0.3,1,0,1,0,5,0,0,31,6.5,274,4,4,44,49,47.3,frostmo01,2019-2020,2020
Sam Gagner,30,EDM,C,36,5,7,12,-9,10,0.7,4,1,0,0,6,1,0,69,7.2,470,9,19,41,46,47.1,gagnesa01,2019-2020,2020
Sam Gagner,30,DET,C,6,1,0,1,-1,2,0.0,0,1,0,0,0,0,0,10,10.0,90,1,3,4,11,26.7,gagnesa01,2019-2020,2020
Alex Galchenyuk,25,PIT,C,45,5,12,17,-7,10,1.1,3,2,0,0,8,4,0,65,7.7,517,9,32,7,5,58.3,galchal01,2019-2020,2020
Alex Galchenyuk,25,MIN,C,14,3,4,7,2,6,0.7,3,0,0,0,3,1,0,21,14.3,209,8,20,60,59,50.4,galchal01,2019-2020,2020
Brendan Gallagher,27,MTL,RW,59,22,21,43,9,29,5.5,21,1,0,1,17,4,0,226,9.7,998,29,53,12,17,41.4,gallabr01,2019-2020,2020
Dylan Gambrell,23,SJS,C,50,5,6,11,-8,17,0.5,5,0,0,1,5,1,0,43,11.6,598,29,40,170,200,45.9,gambrdy01,2019-2020,2020
Jake Gardiner,29,CAR,D,68,4,20,24,-24,30,2.0,3,1,0,2,10,10,0,87,4.6,1133,42,43,0,0,,gardija01,2019-2020,2020
Rhett Gardner,23,DAL,C,8,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,8,0.0,81,2,8,25,28,47.2,gardnrh01,2019-2020,2020
Conor Garland,23,ARI,RW,68,22,17,39,1,20,4.9,18,4,0,5,11,6,0,158,13.9,962,20,26,4,7,36.4,garlaco01,2019-2020,2020
Adam Gaudette,23,VAN,C,59,12,21,33,-7,37,3.0,8,4,0,1,13,8,0,75,16.0,731,20,29,187,267,41.2,gaudead01,2019-2020,2020
Johnny Gaudreau,26,CGY,LW,70,18,40,58,-10,12,5.4,12,6,0,2,28,12,0,209,8.6,1315,11,1,1,3,25.0,gaudrjo01,2019-2020,2020
Brendan Gaunce,25,BOS,C,1,0,1,1,1,2,0.1,0,0,0,0,1,0,0,0,,9,0,2,0,1,0.0,gauncbr01,2019-2020,2020
Cameron Gaunce,29,TBL,D,3,1,3,4,2,4,0.7,1,0,0,0,3,0,0,5,20.0,36,2,5,0,0,,gauncca01,2019-2020,2020
Frederik Gauthier,24,TOR,C,61,7,5,12,-4,10,0.7,7,0,0,0,5,0,0,42,16.7,573,23,66,208,172,54.7,gauthfr01,2019-2020,2020
Julien Gauthier,22,NYR,RW,12,0,2,2,-1,2,0.0,0,0,0,0,2,0,0,9,0.0,104,7,11,0,1,0.0,gauthju01,2019-2020,2020
Julien Gauthier,22,CAR,RW,5,0,1,1,2,6,0.1,0,0,0,0,1,0,0,1,0.0,37,0,4,1,1,50.0,gauthju01,2019-2020,2020
Vladislav Gavrikov,24,CBJ,D,69,5,13,18,1,18,4.3,5,0,0,1,13,0,0,81,6.2,1310,92,79,0,0,,gavrivl01,2019-2020,2020
Morgan Geekie,21,CAR,C,2,3,1,4,3,2,0.8,3,0,0,0,1,0,0,4,75.0,24,4,1,12,10,54.5,geekimo01,2019-2020,2020
Nathan Gerbe,32,CBJ,C,30,4,6,10,-7,22,0.6,4,0,0,0,6,0,0,55,7.3,413,8,46,6,6,50.0,gerbena01,2019-2020,2020
Timothy Gettinger,21,NYR,LW,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0.0,17,1,5,0,2,0.0,gettiti01,2019-2020,2020
Ryan Getzlaf,34,ANA,C,69,13,29,42,-16,58,3.1,10,3,0,5,23,6,0,143,9.1,1292,69,125,530,504,51.3,getzlry01,2019-2020,2020
Brian Gibbons,31,CAR,C,15,0,0,0,-7,4,-0.5,0,0,0,0,0,0,0,9,0.0,146,9,7,0,0,,gibbobr02,2019-2020,2020
Dennis Gilbert,23,CHI,D,21,1,2,3,-8,38,0.0,1,0,0,0,2,0,0,12,8.3,330,33,74,0,0,,gilbede01,2019-2020,2020
John Gilmour,26,BUF,D,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,5,0.0,68,3,3,0,0,,gilmojo01,2019-2020,2020
Mark Giordano,36,CGY,D,60,5,26,31,2,34,5.4,3,2,0,0,15,9,2,157,3.2,1433,148,42,0,0,,giordma01,2019-2020,2020
Samuel Girard,21,COL,D,70,4,30,34,1,17,4.6,3,1,0,1,18,12,0,96,4.2,1492,92,46,0,0,,girarsa01,2019-2020,2020
Zemgus Girgensons,26,BUF,C,69,12,7,19,-1,10,1.6,11,0,1,1,7,0,0,85,14.1,952,20,110,30,43,41.1,girgeze01,2019-2020,2020
Claude Giroux,32,PHI,C,69,21,32,53,7,28,5.5,13,7,1,6,18,13,1,197,10.7,1310,16,45,663,460,59.0,giroucl01,2019-2020,2020
Cody Glass,20,VEG,C,39,5,7,12,-7,6,0.6,4,1,0,1,2,5,0,51,9.8,521,6,15,60,83,42.0,glassco01,2019-2020,2020
Luke Glendening,30,DET,C,60,6,3,9,-29,14,-0.8,5,0,1,1,3,0,0,76,7.9,921,68,147,393,307,56.1,glendlu01,2019-2020,2020
Nikolay Goldobin,24,VAN,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,0,1,0,0,,goldoni01,2019-2020,2020
Alex Goligoski,34,ARI,D,70,4,28,32,8,24,6.4,2,2,0,0,19,9,0,101,4.0,1614,134,91,0,0,,goligal01,2019-2020,2020
Cody Goloubef,30,OTT,D,24,1,1,2,-2,8,0.4,1,0,0,0,1,0,0,17,5.9,365,24,40,0,0,,golouco01,2019-2020,2020
Cody Goloubef,30,DET,D,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,1,0.0,30,0,5,0,0,,golouco01,2019-2020,2020
Barclay Goodrow,26,SJS,RW,62,8,16,24,-8,80,1.5,8,0,0,2,13,2,1,94,8.5,1015,63,140,372,384,49.2,goodrba01,2019-2020,2020
Barclay Goodrow,26,TBL,RW,8,0,2,2,0,17,0.0,0,0,0,0,2,0,0,8,0.0,100,3,22,21,22,48.8,goodrba01,2019-2020,2020
Shayne Gostisbehere,26,PHI,D,42,5,7,12,-4,20,2.0,4,1,0,1,3,4,0,73,6.8,768,37,14,0,0,,gostish01,2019-2020,2020
Yanni Gourde,28,TBL,C,70,10,20,30,-5,49,2.0,7,1,2,5,14,5,1,110,9.1,985,20,78,93,79,54.1,gourdya01,2019-2020,2020
Michael Grabner,32,ARI,RW,46,8,3,11,-4,6,1.0,7,0,1,0,3,0,0,61,13.1,569,12,21,0,4,0.0,grabnmi01,2019-2020,2020
Markus Granlund,26,EDM,C,34,3,1,4,-1,14,0.1,3,0,0,1,1,0,0,26,11.5,368,18,15,25,32,43.9,granlma01,2019-2020,2020
Mikael Granlund,27,NSH,C,63,17,13,30,-4,28,2.6,12,4,1,4,11,2,0,130,13.1,1122,55,42,73,77,48.7,granlmi01,2019-2020,2020
Derek Grant,29,ANA,C,49,14,6,20,-1,28,2.4,9,2,3,4,5,0,1,81,17.3,679,20,44,323,306,51.4,grantde01,2019-2020,2020
Derek Grant,29,PHI,C,7,1,4,5,2,2,0.5,1,0,0,1,3,0,1,13,7.7,100,5,10,35,30,53.8,grantde01,2019-2020,2020
Tyler Graovac,26,VAN,C,8,2,0,2,-2,2,0.2,0,2,0,0,0,0,0,5,40.0,50,3,6,8,14,36.4,graovty01,2019-2020,2020
Kevin Gravel,27,TOR,D,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,33,3,2,0,0,,graveke01,2019-2020,2020
Ryan Graves,24,COL,D,69,9,17,26,40,45,7.2,9,0,0,0,15,0,2,134,6.7,1307,150,112,0,0,,gravery01,2019-2020,2020
Mike Green,34,DET,D,48,3,8,11,-32,32,0.6,2,1,0,1,5,3,0,74,4.1,1011,63,58,0,0,,greenmi03,2019-2020,2020
Mike Green,34,EDM,D,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,33,3,3,0,0,,greenmi03,2019-2020,2020
Andy Greene,37,NJD,D,53,2,9,11,1,14,2.7,2,0,0,0,7,0,2,49,4.1,1066,136,27,0,0,,greenan01,2019-2020,2020
Andy Greene,37,NYI,D,10,0,3,3,0,2,0.5,0,0,0,0,2,1,0,11,0.0,165,19,3,0,0,,greenan01,2019-2020,2020
Jordan Greenway,22,MIN,LW,67,8,20,28,2,54,2.0,8,0,0,1,17,3,0,93,8.6,949,44,95,15,12,55.6,greenjo02,2019-2020,2020
Noah Gregor,21,SJS,C,28,3,2,5,-5,8,0.2,2,1,0,0,1,1,0,33,9.1,282,6,50,6,13,31.6,gregono01,2019-2020,2020
Rocco Grimaldi,26,NSH,C,66,10,21,31,10,10,3.1,10,0,0,1,21,0,0,122,8.2,835,14,23,1,5,16.7,grimaro01,2019-2020,2020
Jordan Gross,24,ARI,D,2,0,1,1,2,0,0.3,0,0,0,0,1,0,0,3,0.0,32,1,0,0,0,,grossjo01,2019-2020,2020
Carl Grundstrom,22,LAK,RW,13,0,4,4,2,8,0.2,0,0,0,0,4,0,0,16,0.0,166,4,29,0,0,,grundca01,2019-2020,2020
Matt Grzelcyk,26,BOS,D,68,4,17,21,15,34,4.7,3,1,0,1,10,6,1,112,3.6,1228,67,56,0,0,,grzelma01,2019-2020,2020
