pid,Player,info
mastrro01,Robert Mastrosimone,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-10,\xa0159lb\xa0(178cm,\xa072kg) ', ' Born:  January 24,\xa02001   in\xa0Bay\xa0Shore,\xa0United\xa0States  us ', 'Draft: Detroit, 2nd round (54th\xa0overall), 2019\xa0NHL\xa0Entry ']"
mathede01,Derek Mathers,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-3,\xa0226lb\xa0(190cm,\xa0102kg) ', ' Born:  August 4,\xa01993   in\xa0Strathroy,\xa0Ontario  ca ', 'Draft: Philadelphia, 7th round (206th\xa0overall), 2011\xa0NHL\xa0Entry ']"
mathefr01,Frank Mathers,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-1,\xa0182lb\xa0(185cm,\xa082kg) ', ' Born:  March 29,\xa01924   in\xa0Winnipeg,\xa0Manitoba  ca ', 'Died: February\xa09,\xa02005  ', 'Hall of Fame: Inducted as Builder\xa01992 (Full\xa0List)']"
mathemi01,Mike Matheson,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-2,\xa0188lb\xa0(188cm,\xa085kg) ', 'Team: Pittsburgh Penguins', ' Born:  February 27,\xa01994   in\xa0Pointe-Claire,\xa0Quebec  ca ', 'Draft: Florida, 1st round (23rd\xa0overall), 2012\xa0NHL\xa0Entry ', 'Amateur Teams: Boston\xa0College ', 'Pronunciation: \\MIGHK MA-thuh-suhn\\', 'Twitter:\n@mmatheson19']"
mathidw01,Dwight Mathiasen,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-1,\xa0190lb\xa0(185cm,\xa086kg) ', ' Born:  May 12,\xa01963   in\xa0Brandon,\xa0Manitoba  ca ', 'Amateur Teams: Denver ']"
mathiji01,Jim Mathieson,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-1,\xa0209lb\xa0(185cm,\xa094kg) ', ' Born:  January 24,\xa01970   in\xa0Kindersley,\xa0Saskatchewan  ca ', 'Draft: Washington, 3rd round (59th\xa0overall), 1989\xa0NHL\xa0Entry ', 'Amateur Teams: Regina\xa0Pats\xa0 ']"
mathima01,Marquis Mathieu,"['Position: C\xa0•\xa0    Shoots: Right\n', '5-11,\xa0190lb\xa0(180cm,\xa086kg) ', ' Born:  May 31,\xa01973   in\xa0Hartford,\xa0Connecticut  us ', 'Amateur Teams: Beauport\xa0Harfangs, St.\xa0Jean\xa0Lynx ']"
matsota01,Taylor Matson,"['Position: C\n', ' Born:  September 16,\xa01988   ', 'Draft: Vancouver, 6th round (176th\xa0overall), 2007\xa0NHL\xa0Entry ']"
matsujo01,Jon Matsumoto,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-0,\xa0184lb\xa0(183cm,\xa083kg) ', ' Born:  October 13,\xa01986   in\xa0Ottawa,\xa0Ontario  ca ', 'Draft: Philadelphia, 3rd round (79th\xa0overall), 2006\xa0NHL\xa0Entry ', 'Amateur Teams: Bowling\xa0Green ', 'Pronunciation: \\mat-suh-MOH-toh\\']"
mattech01,Christian Matte,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-0,\xa0190lb\xa0(183cm,\xa086kg) ', ' Born:  January 20,\xa01975   in\xa0Hull,\xa0Quebec  ca ', 'Draft: Quebec, 6th round (153rd\xa0overall), 1993\xa0NHL\xa0Entry ', 'Amateur Teams: Granby\xa0Bisons ']"
mattejo01,Joe Matte,"['Position: D\xa0•\xa0    Shoots: Right\n', '5-11,\xa0165lb\xa0(180cm,\xa074kg) ', ' Born:  March 6,\xa01893   in\xa0Bourget,\xa0Ontario  ca ', 'Died: June\xa013,\xa01961  ']"
mattejo02,Joe Matte,"['Position: D\xa0•\xa0    Shoots: Right\n', '5-11,\xa0178lb\xa0(180cm,\xa080kg) ', ' Born:  March 15,\xa01909   in\xa0Bourget,\xa0Ontario  ca ', 'Died: May\xa016,\xa01988  ']"
mattest02,Stefan Matteau,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-2,\xa0220lb\xa0(188cm,\xa099kg) ', 'Team: Columbus Blue Jackets', ' Born:  February 23,\xa01994   in\xa0Chicago,\xa0Illinois  us ', 'Draft: New Jersey, 1st round (29th\xa0overall), 2012\xa0NHL\xa0Entry ', 'Amateur Teams: Blainville-Boisbriand\xa0Armada ', 'Pronunciation: \\steh-FAN mah-TOH\\', 'Relatives: Father\xa0Stephane\xa0Matteau ']"
mattest01,Stephane Matteau,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-4,\xa0215lb\xa0(193cm,\xa097kg) ', ' Born:  September 2,\xa01969   in\xa0Rouyn-Noranda,\xa0Quebec  ca ', 'Draft: Calgary, 2nd round (25th\xa0overall), 1987\xa0NHL\xa0Entry ', 'Amateur Teams: Hull\xa0Olympiques ', 'Relatives: Son\xa0Stefan\xa0Matteau ']"
mattemi01,Mike Matteucci,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-3,\xa0210lb\xa0(190cm,\xa095kg) ', ' Born:  December 27,\xa01971   in\xa0Trail,\xa0British Columbia  ca ', 'Amateur Teams: Lake\xa0Superior\xa0State ']"
matthst01,Stelio Mattheos,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-1,\xa0196lb\xa0(185cm,\xa088kg) ', ' Born:  June 14,\xa01999   in\xa0Winnipeg,\xa0Manitoba  ca ', 'Draft: Carolina, 3rd round (73rd\xa0overall), 2017\xa0NHL\xa0Entry ', 'Amateur Teams: Brandon\xa0Wheat\xa0Kings ', 'Pronunciation: \\STEHL-ee-oh ma-TAY-ohs\\']"
matthau01,Auston Matthews,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-3,\xa0223lb\xa0(190cm,\xa0101kg) ', 'Team: Toronto Maple Leafs', ' Born:  September 17,\xa01997   in\xa0San\xa0Ramon,\xa0California  us ', 'Draft: Toronto, 1st round (1st\xa0overall), 2016\xa0NHL\xa0Entry ', 'Current salary: $15,900,000', 'Current cap hit: $11,640,250', 'Pronunciation: \\AW-stuhn MA-thewz\\', 'Twitter:\n@AM34']"
matthsh01,Shawn Matthias,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-4,\xa0231lb\xa0(193cm,\xa0104kg) ', ' Born:  February 19,\xa01988   in\xa0Mississauga,\xa0Ontario  ca ', 'Draft: Detroit, 2nd round (47th\xa0overall), 2006\xa0NHL\xa0Entry ', 'Amateur Teams: Belleville\xa0Bulls ', 'Pronunciation: \\SHAWN muh-TIGH-uhs\\', 'Twitter:\n@ShawnMatthias']"
mattitr01,Troy Mattila,"['Position: LW\n', ' Born:  January 12,\xa01988   ', 'Draft: NY Islanders, 7th round (190th\xa0overall), 2006\xa0NHL\xa0Entry ']"
mattini01,Nicolas Mattinen,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-4,\xa0218lb\xa0(193cm,\xa098kg) ', ' Born:  March 5,\xa01998   in\xa0Orleans,\xa0Ontario  ca ', 'Draft: Toronto, 6th round (179th\xa0overall), 2016\xa0NHL\xa0Entry ', 'Amateur Teams: London\xa0Knights ', 'Pronunciation: \\nih-KOH-luhs MA-tih-nehn\\']"
mattidi01,Dick Mattiussi,"['Position: D/LW\xa0•\xa0    Shoots: Left\n', '5-10,\xa0185lb\xa0(178cm,\xa083kg) ', ' Born:  May 1,\xa01938   in\xa0Smooth\xa0Rock\xa0Falls,\xa0Ontario  ca ', ""Amateur Teams: Toronto\xa0St.\xa0Michael's ""]"
mattsmi01,Mitchell Mattson,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-4,\xa0191lb\xa0(193cm,\xa086kg) ', ' Born:  January 2,\xa01998   in\xa0Grand\xa0Rapids,\xa0Minnesota  us ', 'Draft: Calgary, 5th round (126th\xa0overall), 2016\xa0NHL\xa0Entry ', 'Pronunciation: \\MIH-chuhl MAT-suhn\\']"
mattsni01,Nick Mattson,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-1,\xa0179lb\xa0(185cm,\xa081kg) ', ' Born:  October 25,\xa01991   in\xa0Chanhassen,\xa0Minnesota  us ', 'Draft: Chicago, 6th round (180th\xa0overall), 2010\xa0NHL\xa0Entry ']"
mattsjo01,Johan Mattsson,"['Position: G\n', ' Born:  April 25,\xa01992   ', 'Draft: Chicago, 7th round (211th\xa0overall), 2011\xa0NHL\xa0Entry ']"
mattsma01,Markus Mattsson,"['Position: G\xa0•\xa0    Catches: Right\n', '6-0,\xa0180lb\xa0(183cm,\xa081kg) ', ' Born:  July 30,\xa01957   in\xa0Suoniemi,\xa0Finland  fi ', 'Draft: NY Islanders, 5th round (87th\xa0overall), 1977\xa0NHL\xa0Amateur ']"
matviri01,Richard Matvichuk,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-3,\xa0215lb\xa0(190cm,\xa097kg) ', ' Born:  February 5,\xa01973   in\xa0Edmonton,\xa0Alberta  ca ', 'Draft: Minnesota, 1st round (8th\xa0overall), 1991\xa0NHL\xa0Entry ', 'Amateur Teams: Saskatoon\xa0Blades ']"
matzjo01,Johnny Matz,"['Position: C\xa0•\xa0    Shoots: Right\n', ' Born:  June 1,\xa01891   in\xa0Omaha,\xa0Nebraska  us ', 'Died: December\xa021,\xa01969  ']"
mauldgr01,Greg Mauldin,"['Position: C\xa0•\xa0    Shoots: Right\n', '5-11,\xa0195lb\xa0(180cm,\xa088kg) ', ' Born:  June 10,\xa01982   in\xa0Boston,\xa0Massachusetts  us ', 'Draft: Columbus, 7th round (199th\xa0overall), 2002\xa0NHL\xa0Entry ', 'Amateur Teams: Massachusetts ']"
maunumi01,Mitch Maunu,"['Position: D\n', ' Born:  July 30,\xa01986   ', 'Draft: Chicago, 4th round (120th\xa0overall), 2004\xa0NHL\xa0Entry ']"
mavetla01,Larry Mavety,"['Position: D\xa0•\xa0    Shoots: Right\n', '5-11,\xa0185lb\xa0(180cm,\xa083kg) ', ' Born:  May 29,\xa01942   in\xa0Woodstock,\xa0Ontario  ca ', 'Amateur Teams: St.\xa0Catharines\xa0Teepees ']"
maxnewa01,Wayne Maxner,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-11,\xa0180lb\xa0(180cm,\xa081kg) ', ' Born:  September 27,\xa01942   in\xa0Halifax,\xa0Nova Scotia  ca ', 'Amateur Teams: Niagara\xa0Falls\xa0Flyers ', 'As Coach: 2\xa0Yrs, 34‑68‑27,\xa095\xa0Pts. (Full\xa0Record) ']"
maxwebe01,Ben Maxwell,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-1,\xa0195lb\xa0(185cm,\xa088kg) ', ' Born:  March 30,\xa01988   in\xa0North\xa0Vancouver,\xa0British Columbia  ca ', 'Draft: Montreal, 2nd round (49th\xa0overall), 2006\xa0NHL\xa0Entry ', 'Amateur Teams: Kootenay\xa0Ice ', 'Twitter:\n@benmaxwell49']"
maxwebr02,Brad Maxwell,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-2,\xa0195lb\xa0(188cm,\xa088kg) ', ' Born:  July 8,\xa01957   in\xa0Brandon,\xa0Manitoba  ca ', 'Draft: Minnesota, 1st round (7th\xa0overall), 1977\xa0NHL\xa0Amateur ', 'Amateur Teams: Kitchener\xa0Rangers, New\xa0Westminster\xa0Bruins ']"
maxwebr03,Brandon Maxwell,"['Position: G\n', ' Born:  March 22,\xa01991   ', 'Draft: Colorado, 6th round (154th\xa0overall), 2009\xa0NHL\xa0Entry ']"
maxwebr01,Bryan Maxwell,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-2,\xa0200lb\xa0(188cm,\xa090kg) ', ' Born:  September 7,\xa01955   in\xa0North\xa0Bay,\xa0Ontario  ca ', 'Draft: Minnesota, 1st round (4th\xa0overall), 1975\xa0NHL\xa0Amateur ', 'Amateur Teams: Medicine\xa0Hat\xa0Tigers ']"
maxweke01,Kevin Maxwell,"['Position: C\xa0•\xa0    Shoots: Right\n', '5-9,\xa0165lb\xa0(175cm,\xa074kg) ', ' Born:  March 30,\xa01960   in\xa0Edmonton,\xa0Alberta  ca ', 'Draft: Minnesota, 3rd round (63rd\xa0overall), 1979\xa0NHL\xa0Entry ', 'Amateur Teams: North\xa0Dakota ']"
maxwest01,Steamer Maxwell,"['Position: R\n', '135lb\xa0(61kg) ', ' Born:  May 19,\xa01890   in\xa0Winnipeg,\xa0Manitoba  ca ', 'Died: September\xa011,\xa01975  ', 'Hall of Fame: Inducted as Player\xa01962 (Full\xa0List)']"
maxwewa01,Wally Maxwell,"['Position: C\xa0•\xa0    Shoots: Left\n', '5-10,\xa0158lb\xa0(178cm,\xa071kg) ', ' Born:  August 24,\xa01933   in\xa0Ottawa,\xa0Ontario  ca ', 'Amateur Teams: Michigan, Toronto\xa0Marlboros ']"
mayal01,Alan May,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-1,\xa0200lb\xa0(185cm,\xa090kg) ', ' Born:  January 14,\xa01965   in\xa0Swan\xa0Hills,\xa0Alberta  ca ', 'Amateur Teams: Brandon\xa0Wheat\xa0Kings, Medicine\xa0Hat\xa0Tigers, New\xa0Westminster\xa0Bruins ', 'Twitter:\n@MayHockeyCSN']"
maybr01,Brad May,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-1,\xa0213lb\xa0(185cm,\xa096kg) ', ' Born:  November 29,\xa01971   in\xa0Toronto,\xa0Ontario  ca ', 'Draft: Buffalo, 1st round (14th\xa0overall), 1990\xa0NHL\xa0Entry ', 'Amateur Teams: Niagara\xa0Falls\xa0Thunder ']"
mayda01,Darrell May,"['Position: G\xa0•\xa0    Catches: Left\n', '6-0,\xa0175lb\xa0(183cm,\xa079kg) ', ' Born:  March 6,\xa01962   in\xa0Edmonton,\xa0Alberta  ca ', 'Draft: Vancouver, 5th round (91st\xa0overall), 1980\xa0NHL\xa0Entry ', 'Amateur Teams: Portland\xa0Winter\xa0Hawks ']"
mayje01,Jeff May,"['Position: D\n', ' Born:  April 4,\xa01987   ', 'Draft: Detroit, 5th round (151st\xa0overall), 2005\xa0NHL\xa0Entry ']"
maysc01,Scott May,"['Position: RW\n', ' Born:  January 8,\xa01982   ', 'Draft: Toronto, 7th round (222nd\xa0overall), 2002\xa0NHL\xa0Entry ']"
mayerde01,Derek Mayer,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-0,\xa0200lb\xa0(183cm,\xa090kg) ', ' Born:  May 21,\xa01967   in\xa0Rossland,\xa0British Columbia  ca ', 'Draft: Detroit, 3rd round (43rd\xa0overall), 1986\xa0NHL\xa0Entry ', 'Amateur Teams: Denver ']"
mayergi01,Gilles Mayer,"['Position: G\xa0•\xa0    Catches: Left\n', '5-6,\xa0135lb\xa0(168cm,\xa061kg) ', ' Born:  August 24,\xa01930   in\xa0Ottawa,\xa0Ontario  ca ', 'Died: September\xa029,\xa02015  ']"
mayerji01,Jim Mayer,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-0,\xa0190lb\xa0(183cm,\xa086kg) ', ' Born:  October 30,\xa01954   in\xa0Capreol,\xa0Ontario  ca ', 'Draft: NY Rangers, 20th round (239th\xa0overall), 1974\xa0NHL\xa0Amateur ', 'Amateur Teams: Michigan\xa0Tech ']"
mayerpa01,Pat Mayer,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-3,\xa0225lb\xa0(190cm,\xa0102kg) ', ' Born:  July 24,\xa01961   in\xa0Royal\xa0Oak,\xa0Michigan  us ', 'Amateur Teams: Quebec\xa0Remparts, United\xa0States\xa0International ']"
mayersh01,Shep Mayer,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-8,\xa0180lb\xa0(173cm,\xa081kg) ', ' Born:  September 11,\xa01923   in\xa0Sturgeon\xa0Falls,\xa0Ontario  ca ', 'Died: February\xa07,\xa02005  ']"
mayerja01,Jamal Mayers,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-1,\xa0222lb\xa0(185cm,\xa0100kg) ', ' Born:  October 24,\xa01974   in\xa0Toronto,\xa0Ontario  ca ', 'Draft: St. Louis, 4th round (89th\xa0overall), 1993\xa0NHL\xa0Entry ', 'Amateur Teams: Western\xa0Michigan ', 'Twitter:\n@jamalmayers']"
mayfisc01,Scott Mayfield,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-5,\xa0220lb\xa0(196cm,\xa099kg) ', 'Team: New York Islanders', ' Born:  October 14,\xa01992   in\xa0St.\xa0Louis,\xa0Missouri  us ', 'Draft: NY Islanders, 2nd round (34th\xa0overall), 2011\xa0NHL\xa0Entry ', 'Amateur Teams: Denver ', 'Current salary: $1,200,000', 'Current cap hit: $1,450,000', 'Pronunciation: \\SKAWT MAY-feeld\\']"
mayhege01,Gerald Mayhew,"['Position: F\xa0•\xa0    Shoots: Right\n', '5-10,\xa0170lb\xa0(178cm,\xa077kg) ', ' Born:  December 31,\xa01992   in\xa0Wyandotte,\xa0Michigan  us ', 'Amateur Teams: Ferris\xa0State ', 'Current salary: $700,000', 'Current cap hit: $700,000']"
mayody01,Dysin Mayo,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-2,\xa0195lb\xa0(188cm,\xa088kg) ', ' Born:  August 17,\xa01996   in\xa0Victoria,\xa0British Columbia  ca ', 'Draft: Arizona, 5th round (133rd\xa0overall), 2014\xa0NHL\xa0Entry ', 'Pronunciation: \\DIGH-sihn MAY-oh\\']"
mayorma01,Maksim Mayorov,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-2,\xa0202lb\xa0(188cm,\xa091kg) ', ' Born:  March 26,\xa01989   in\xa0Andizhan,\xa0USSR  su ', 'Draft: Columbus, 4th round (94th\xa0overall), 2007\xa0NHL\xa0Entry ']"
mazanma01,Marek Mazanec,"['Position: G\n', '6-4,\xa0202lb\xa0(193cm,\xa091kg) ', ' Born:  July 18,\xa01991   in\xa0Pisek,\xa0Czechoslovakia  cs ', 'Draft: Nashville, 6th round (179th\xa0overall), 2012\xa0NHL\xa0Entry ', 'Pronunciation: \\MAHR-ehk muh-ZAN-ehk\\', 'Twitter:\n@mazanec222']"
mazured01,Eddie Mazur,"['Position: D/LW\xa0•\xa0    Shoots: Left\n', '6-2,\xa0186lb\xa0(188cm,\xa084kg) ', ' Born:  July 25,\xa01929   in\xa0Winnipeg,\xa0Manitoba  ca ', 'Died: July\xa03,\xa01995  ']"
mazurja01,Jay Mazur,"['Position: C/RW\xa0•\xa0    Shoots: Right\n', '6-2,\xa0205lb\xa0(188cm,\xa092kg) ', ' Born:  January 22,\xa01965   in\xa0Hamilton,\xa0Ontario  ca ', 'Draft: Vancouver, 12th round (230th\xa0overall), 1983\xa0NHL\xa0Entry ', 'Amateur Teams: Maine ']"
mazurjo01,John Mazur,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-10,\xa0175lb\xa0(178cm,\xa079kg) ', ' Born:  June 1,\xa01954   in\xa0Winnipeg,\xa0Manitoba  ca ', 'Amateur Teams: Flin\xa0Flon\xa0Bombers ']"
mazurto01,Tomas Mazura,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-2,\xa0170lb\xa0(188cm,\xa077kg) ', ' Born:  September 23,\xa02000   in\xa0Pardubice,\xa0Czech\xa0Republic  cz ', 'Draft: Edmonton, 6th round (162nd\xa0overall), 2019\xa0NHL\xa0Entry ']"
mcadaea01,Eamon McAdam,"['Position: G\n', '6-3,\xa0198lb\xa0(190cm,\xa089kg) ', ' Born:  September 24,\xa01994   in\xa0Doylestown,\xa0Pennsylvania  us ', 'Draft: NY Islanders, 3rd round (70th\xa0overall), 2013\xa0NHL\xa0Entry ', 'Pronunciation: \\AY-muhn muhk-A-duhm\\']"
mcadaga01,Gary McAdam,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-11,\xa0175lb\xa0(180cm,\xa079kg) ', ' Born:  December 31,\xa01955   in\xa0Smiths\xa0Falls,\xa0Ontario  ca ', 'Draft: Buffalo, 3rd round (53rd\xa0overall), 1975\xa0NHL\xa0Amateur ', ""Amateur Teams: Ottawa\xa067's, St.\xa0Catharines\xa0Black\xa0Hawks ""]"
mcadasa01,Sam McAdam,"['Position: C/LW\xa0•\xa0    Shoots: Left\n', '5-8,\xa0175lb\xa0(173cm,\xa079kg) ', ' Born:  May 31,\xa01908   in\xa0Sterling,\xa0United\xa0Kingdom  gb ', 'Died: December\xa029,\xa01976  ']"
mcallch01,Chris McAllister,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-8,\xa0250lb\xa0(203cm,\xa0113kg) ', ' Born:  June 16,\xa01975   in\xa0Saskatoon,\xa0Saskatchewan  ca ', 'Draft: Vancouver, 2nd round (40th\xa0overall), 1995\xa0NHL\xa0Entry ', 'Amateur Teams: Saskatoon\xa0Blades ']"
mcalpch01,Chris McAlpine,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-0,\xa0210lb\xa0(183cm,\xa095kg) ', ' Born:  December 1,\xa01971   in\xa0Roseville,\xa0Minnesota  us ', 'Draft: New Jersey, 7th round (137th\xa0overall), 1990\xa0NHL\xa0Entry ', 'Amateur Teams: Minnesota ']"
mcammde01,Dean McAmmond,"['Position: C\xa0•\xa0    Shoots: Left\n', '5-11,\xa0195lb\xa0(180cm,\xa088kg) ', ' Born:  June 15,\xa01973   in\xa0Grand\xa0Cache,\xa0Alberta  ca ', 'Draft: Chicago, 1st round (22nd\xa0overall), 1991\xa0NHL\xa0Entry ', 'Amateur Teams: Prince\xa0Albert\xa0Raiders, Swift\xa0Current\xa0Broncos ']"
mcandha01,Hazen McAndrew,"['Position: D\xa0•\xa0    Shoots: Left\n', '5-10,\xa0175lb\xa0(178cm,\xa079kg) ', ' Born:  August 7,\xa01917   in\xa0Mayo,\xa0Quebec  ca ', 'Died: August\xa027,\xa01993  ']"
mcanebo01,Bob McAneeley,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-9,\xa0180lb\xa0(175cm,\xa081kg) ', ' Born:  November 7,\xa01950   in\xa0Cranbrook,\xa0British Columbia  ca ', 'Amateur Teams: British\xa0Columbia, Calgary\xa0Buffaloes, Calgary\xa0Centennials, Edmonton\xa0Oil\xa0Kings ']"
mcanete01,Ted McAneeley,"['Position: D\xa0•\xa0    Shoots: Left\n', '5-9,\xa0185lb\xa0(175cm,\xa083kg) ', ' Born:  November 7,\xa01950   in\xa0Cranbrook,\xa0British Columbia  ca ', 'Draft: Oakland, 4th round (47th\xa0overall), 1970\xa0NHL\xa0Amateur ', 'Amateur Teams: Calgary\xa0Buffaloes, Calgary\xa0Centennials, Edmonton\xa0Oil\xa0Kings ']"
mcardke01,Kenndal McArdle,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-11,\xa0190lb\xa0(180cm,\xa086kg) ', ' Born:  January 4,\xa01987   in\xa0Toronto,\xa0Ontario  ca ', 'Draft: Florida, 1st round (20th\xa0overall), 2005\xa0NHL\xa0Entry ', 'Amateur Teams: Moose\xa0Jaw\xa0Warriors, Vancouver\xa0Giants ']"
mcateju01,Jud McAtee,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-9,\xa0170lb\xa0(175cm,\xa077kg) ', ' Born:  February 5,\xa01920   in\xa0Stratford,\xa0Ontario  ca ', 'Died: February\xa022,\xa02011  ']"
mcateno01,Norm McAtee,"['Position: C\xa0•\xa0    Shoots: Left\n', '5-8,\xa0165lb\xa0(173cm,\xa074kg) ', ' Born:  June 28,\xa01921   in\xa0Stratford,\xa0Ontario  ca ', 'Died: August\xa025,\xa02010  ']"
mcaulke01,Ken McAuley,"['Position: G\xa0•\xa0    Catches: Right\n', '5-10,\xa0190lb\xa0(178cm,\xa086kg) ', ' Born:  January 9,\xa01921   in\xa0Edmonton,\xa0Alberta  ca ', 'Died: June\xa018,\xa01992  ']"
mcavoch01,Charlie McAvoy,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-0,\xa0208lb\xa0(183cm,\xa094kg) ', 'Team: Boston Bruins', ' Born:  December 21,\xa01997   in\xa0Long\xa0Beach,\xa0New York  us ', 'Draft: Boston, 1st round (14th\xa0overall), 2016\xa0NHL\xa0Entry ', 'Amateur Teams: Boston\xa0University ', 'Current salary: $3,700,000', 'Current cap hit: $4,900,000', 'Pronunciation: \\CHAHR-lee mak-A-voy\\']"
mcavoge01,George McAvoy,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-0,\xa0185lb\xa0(183cm,\xa083kg) ', ' Born:  June 21,\xa01931   in\xa0Edmonton,\xa0Alberta  ca ', 'Died: May\xa015,\xa01998  ']"
mcbaian01,Andrew McBain,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-1,\xa0205lb\xa0(185cm,\xa092kg) ', ' Born:  January 18,\xa01965   in\xa0Scarborough,\xa0Ontario  ca ', 'Draft: Winnipeg, 1st round (8th\xa0overall), 1983\xa0NHL\xa0Entry ', 'Amateur Teams: North\xa0Bay\xa0Centennials, Niagara\xa0Falls\xa0Flyers ', 'Relatives: Father\xa0Jack\xa0McBain ']"
mcbaija03,Jack McBain,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-3,\xa0201lb\xa0(190cm,\xa091kg) ', ' Born:  January 6,\xa02000   in\xa0Toronto,\xa0Ontario  ca ', 'Draft: Minnesota, 3rd round (63rd\xa0overall), 2018\xa0NHL\xa0Entry ', 'Relatives: Son\xa0Andrew\xa0McBain ']"
mcbaija02,Jamie McBain,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-1,\xa0180lb\xa0(185cm,\xa081kg) ', ' Born:  February 25,\xa01988   in\xa0Edina,\xa0Minnesota  us ', 'Draft: Carolina, 2nd round (63rd\xa0overall), 2006\xa0NHL\xa0Entry ', 'Amateur Teams: Wisconsin ', 'Pronunciation: \\JAY-mee muhk-BAYN\\', 'Twitter:\n@jbain4']"
mcbaija01,Jason McBain,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-2,\xa0180lb\xa0(188cm,\xa081kg) ', ' Born:  April 12,\xa01974   in\xa0Ilion,\xa0New York  us ', 'Draft: Hartford, 4th round (81st\xa0overall), 1992\xa0NHL\xa0Entry ', 'Amateur Teams: Lethbridge\xa0Hurricanes, Portland\xa0Winter\xa0Hawks ', 'Relatives: Brother\xa0Mike\xa0McBain ']"
mcbaimi01,Mike McBain,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-2,\xa0195lb\xa0(188cm,\xa088kg) ', ' Born:  January 12,\xa01977   in\xa0Kimberley,\xa0British Columbia  ca ', 'Draft: Tampa Bay, 2nd round (30th\xa0overall), 1995\xa0NHL\xa0Entry ', 'Amateur Teams: Red\xa0Deer\xa0Rebels ', 'Relatives: Brother\xa0Jason\xa0McBain ']"
mcbeawa01,Wayne McBean,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-2,\xa0185lb\xa0(188cm,\xa083kg) ', ' Born:  February 21,\xa01969   in\xa0Calgary,\xa0Alberta  ca ', 'Draft: Los Angeles, 1st round (4th\xa0overall), 1987\xa0NHL\xa0Entry ', 'Amateur Teams: Medicine\xa0Hat\xa0Tigers ']"
mcbricl01,Cliff McBride,"['Position: RW/D\xa0•\xa0    Shoots: Right\n', '5-10,\xa0180lb\xa0(178cm,\xa081kg) ', ' Born:  January 1,\xa01909   in\xa0Toronto,\xa0Ontario  ca ', 'Died: February\xa017,\xa01999  ']"
mcburji01,Jim McBurney,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-7,\xa0150lb\xa0(170cm,\xa068kg) ', ' Born:  June 3,\xa01933   in\xa0Sault\xa0Ste.\xa0Marie,\xa0Ontario  ca ', 'Amateur Teams: Galt\xa0Black\xa0Hawks ']"
