pid,Player,info
akhtyar01,Artur Akhtyamov,"['Position: G\xa0•\xa0    Catches: Left\n', '6-1,\xa0167lb\xa0(185cm,\xa075kg) ', ' Born:  October 31,\xa02001   in\xa0Kazan,\xa0Russian\xa0Federation  ru ', 'Draft: Toronto, 4th round (106th\xa0overall), 2020\xa0NHL\xa0Entry ']"
akkanka01,Karri Akkanen,"['Position: RW\n', ' Born:  January 29,\xa01984   ', 'Draft: Tampa Bay, 6th round (174th\xa0overall), 2002\xa0NHL\xa0Entry ']"
alatami01,Mika Alatalo,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-0,\xa0202lb\xa0(183cm,\xa091kg) ', ' Born:  June 11,\xa01971   in\xa0Oulu,\xa0Finland  fi ', 'Draft: Winnipeg, 10th round (203rd\xa0overall), 1990\xa0NHL\xa0Entry ']"
albelto01,Tommy Albelin,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-2,\xa0195lb\xa0(188cm,\xa088kg) ', ' Born:  May 21,\xa01964   in\xa0Stockholm,\xa0Sweden  se ', 'Draft: Quebec, 8th round (152nd\xa0overall), 1983\xa0NHL\xa0Entry ']"
alberjo01,John Albert,"['Position: C\n', '5-11,\xa0190lb\xa0(180cm,\xa086kg) ', ' Born:  January 19,\xa01989   in\xa0Cleveland,\xa0Ohio  us ', 'Draft: Atlanta, 6th round (175th\xa0overall), 2007\xa0NHL\xa0Entry ', 'Amateur Teams: Ohio\xa0State ', 'Pronunciation: \\AL-buhrt\\', 'Twitter:\n@adelbertjohn']"
alberan01,Andrew Alberts,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-5,\xa0206lb\xa0(196cm,\xa093kg) ', ' Born:  June 30,\xa01981   in\xa0Minneapolis,\xa0Minnesota  us ', 'Draft: Boston, 6th round (179th\xa0overall), 2001\xa0NHL\xa0Entry ', 'Amateur Teams: Boston\xa0College ', 'Pronunciation: \\AL-buhrts\\']"
albricl01,Clint Albright,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-2,\xa0180lb\xa0(188cm,\xa081kg) ', ' Born:  February 28,\xa01926   in\xa0Winnipeg,\xa0Manitoba  ca ', 'Died: December\xa030,\xa01999  ']"
alcenjo01,Johan Alcen,"['Position: RW\n', ' Born:  March 11,\xa01988   ', 'Draft: Colorado, 7th round (195th\xa0overall), 2007\xa0NHL\xa0Entry ']"
aldcoga01,Gary Aldcorn,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-11,\xa0170lb\xa0(180cm,\xa077kg) ', ' Born:  March 7,\xa01935   in\xa0Shaunavon,\xa0Saskatchewan  ca ', 'Amateur Teams: Toronto\xa0Marlboros ']"
aldrike01,Keith Aldridge,"['Position: D\xa0•\xa0    Shoots: Right\n', '5-11,\xa0185lb\xa0(180cm,\xa083kg) ', ' Born:  July 20,\xa01973   in\xa0Detroit,\xa0Michigan  us ', 'Amateur Teams: Lake\xa0Superior\xa0State ']"
alenju01,Juha Alen,"['Position: D\n', ' Born:  October 25,\xa01981   ', 'Draft: Anaheim, 3rd round (90th\xa0overall), 2003\xa0NHL\xa0Entry ']"
alexacl01,Claire Alexander,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-1,\xa0175lb\xa0(185cm,\xa079kg) ', ' Born:  June 16,\xa01945   in\xa0Collingwood,\xa0Ontario  ca ', 'Amateur Teams: Kitchener\xa0Rangers ']"
alexaar01,Art Alexandre,"['Position: LW\xa0•\xa0    Shoots: Right\n', '5-5,\xa0150lb\xa0(165cm,\xa068kg) ', ' Born:  March 2,\xa01909   in\xa0St-Jean,\xa0Quebec  ca ', 'Died: April\xa011,\xa01976  ']"
alexani01,Nikita Alexandrov,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-0,\xa0190lb\xa0(183cm,\xa086kg) ', ' Born:  September 16,\xa02000   in\xa0Burgwedel,\xa0Germany  de ', 'Draft: St. Louis, 2nd round (62nd\xa0overall), 2019\xa0NHL\xa0Entry ', 'Amateur Teams: Charlottetown\xa0Islanders ', 'Pronunciation: \\nih-KEE-tuh a-lehx-AN-drahv\\']"
alexavi01,Viktor Alexandrov,"['Position: LW\n', ' Born:  December 28,\xa01985   ', 'Draft: St. Louis, 3rd round (83rd\xa0overall), 2004\xa0NHL\xa0Entry ']"
alexayu01,Yury Alexandrov,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-0,\xa0186lb\xa0(183cm,\xa084kg) ', ' Born:  June 24,\xa01988   in\xa0Cherepovets,\xa0USSR  su ', 'Draft: Boston, 2nd round (37th\xa0overall), 2006\xa0NHL\xa0Entry ']"
alexeni01,Nikita Alexeev,"['Position: RW\xa0•\xa0    Shoots: Left\n', '6-5,\xa0227lb\xa0(196cm,\xa0102kg) ', ' Born:  December 27,\xa01981   in\xa0Murmansk,\xa0USSR  su ', 'Draft: Tampa Bay, 1st round (8th\xa0overall), 2000\xa0NHL\xa0Entry ', 'Amateur Teams: Erie\xa0Otters ']"
alexeal01,Alexander Alexeyev,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-4,\xa0197lb\xa0(193cm,\xa089kg) ', ' Born:  November 15,\xa01999   in\xa0St.\xa0Petersburg,\xa0Russian\xa0Federation  ru ', 'Draft: Washington, 1st round (31st\xa0overall), 2018\xa0NHL\xa0Entry ', 'Amateur Teams: Red\xa0Deer\xa0Rebels ', 'Pronunciation: \\al-ehx-AN-duhr a-LEHX-ay-ehv\\']"
alfreda01,Daniel Alfredsson,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-11,\xa0196lb\xa0(180cm,\xa088kg) ', ' Born:  December 11,\xa01972   in\xa0Gothenburg,\xa0Sweden  se ', 'Draft: Ottawa, 6th round (133rd\xa0overall), 1994\xa0NHL\xa0Entry ', 'Pronunciation: \\AHL-frehd-suhn\\', 'Twitter:\n@DAlfredsson11']"
aliuak01,Akim Aliu,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-4,\xa0225lb\xa0(193cm,\xa0102kg) ', ' Born:  April 24,\xa01989   in\xa0Okene,\xa0Nigeria  ng ', 'Draft: Chicago, 2nd round (56th\xa0overall), 2007\xa0NHL\xa0Entry ', 'Amateur Teams: London\xa0Knights, Sudbury\xa0Wolves, Windsor\xa0Spitfires ', 'Pronunciation: \\a-KEEM ah-lee-OO\\']"
allanje01,Jeff Allan,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-1,\xa0194lb\xa0(185cm,\xa087kg) ', ' Born:  May 17,\xa01957   in\xa0Toronto,\xa0Ontario  ca ', 'Draft: Cleveland, 6th round (95th\xa0overall), 1977\xa0NHL\xa0Amateur ', 'Amateur Teams: Cornwall\xa0Royals, Hull\xa0Olympiques, Peterborough\xa0Petes ']"
allarfr01,Frederic Allard,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-1,\xa0179lb\xa0(185cm,\xa081kg) ', ' Born:  December 27,\xa01997   in\xa0St.\xa0Sauveur,\xa0Quebec  ca ', 'Draft: Nashville, 3rd round (78th\xa0overall), 2016\xa0NHL\xa0Entry ', 'Amateur Teams: Chicoutimi\xa0Sagueneens ', 'Pronunciation: \\FREHD-uh-rihk ah-LAHRD\\']"
allarje01,Jean-Simon Allard,"['Position: C\n', ' Born:  May 24,\xa01989   ', 'Draft: Buffalo, 5th round (147th\xa0overall), 2007\xa0NHL\xa0Entry ']"
allenbo01,Bobby Allen,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-0,\xa0201lb\xa0(183cm,\xa091kg) ', ' Born:  November 14,\xa01978   in\xa0Weymouth,\xa0Massachusetts  us ', 'Draft: Boston, 2nd round (52nd\xa0overall), 1998\xa0NHL\xa0Entry ', 'Amateur Teams: Boston\xa0College ']"
allenbr01,Bryan Allen,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-5,\xa0223lb\xa0(196cm,\xa0101kg) ', ' Born:  August 21,\xa01980   in\xa0Kingston,\xa0Ontario  ca ', 'Draft: Vancouver, 1st round (4th\xa0overall), 1998\xa0NHL\xa0Entry ', 'Amateur Teams: Oshawa\xa0Generals ', 'Pronunciation: \\AHL-lehn\\']"
allench01,Chris Allen,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-2,\xa0197lb\xa0(188cm,\xa089kg) ', ' Born:  May 8,\xa01978   in\xa0Chatham,\xa0Ontario  ca ', 'Draft: Florida, 3rd round (60th\xa0overall), 1996\xa0NHL\xa0Entry ', 'Amateur Teams: Kingston\xa0Frontenacs ']"
allenco01,Conor Allen,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-1,\xa0203lb\xa0(185cm,\xa092kg) ', ' Born:  January 31,\xa01990   in\xa0Chicago,\xa0Illinois  us ', 'Amateur Teams: Massachusetts ', 'Pronunciation: \\KAW-nuhr AL-uhn\\']"
allenge01,George Allen,"['Position: LW/D\xa0•\xa0    Shoots: Left\n', '5-10,\xa0162lb\xa0(178cm,\xa073kg) ', ' Born:  July 27,\xa01914   in\xa0Bayfield,\xa0New Brunswick  ca ', 'Died: March\xa027,\xa02000  ', 'Relatives: Brother\xa0Viv\xa0Allen ']"
allenja01,Jake Allen,"['Position: G\xa0•\xa0    Catches: Left\n', '6-2,\xa0203lb\xa0(188cm,\xa092kg) ', 'Team: Montreal Canadiens', ' Born:  August 7,\xa01990   in\xa0Fredericton,\xa0New Brunswick  ca ', 'Draft: St. Louis, 2nd round (34th\xa0overall), 2008\xa0NHL\xa0Entry ', ""Amateur Teams: Drummondville\xa0Voltigeurs, Montreal\xa0Juniors, St.\xa0John's\xa0Fog\xa0Devils "", 'Current salary: $4,000,000', 'Current cap hit: $4,350,000', 'Pronunciation: \\JAYK AL-luhn\\', 'Twitter:\n@34jallen']"
allenke01,Keith Allen,"['Position: D\xa0•\xa0    Shoots: Left\n', '5-10,\xa0190lb\xa0(178cm,\xa086kg) ', ' Born:  August 21,\xa01923   in\xa0Saskatoon,\xa0Saskatchewan  ca ', 'Died: February\xa04,\xa02014  ', 'Hall of Fame: Inducted as Builder\xa01992 (Full\xa0List)', 'As Coach: 2\xa0Yrs, 51‑67‑32,\xa0134\xa0Pts. (Full\xa0Record) ']"
allenpe01,Peter Allen,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-2,\xa0200lb\xa0(188cm,\xa090kg) ', ' Born:  March 6,\xa01970   in\xa0Calgary,\xa0Alberta  ca ', 'Amateur Teams: Yale ']"
allenvi01,Viv Allen,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-6,\xa0140lb\xa0(168cm,\xa063kg) ', ' Born:  September 9,\xa01916   in\xa0Bayfield,\xa0New Brunswick  ca ', 'Died: August\xa015,\xa01995  ', 'Relatives: Brother\xa0George\xa0Allen ']"
alleyst01,Steve Alley,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-0,\xa0185lb\xa0(183cm,\xa083kg) ', ' Born:  December 29,\xa01953   in\xa0Anoka,\xa0Minnesota  us ', 'Draft: Chicago, 9th round (141st\xa0overall), 1973\xa0NHL\xa0Amateur ', 'Amateur Teams: Wisconsin ']"
allisda01,Dave Allison,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-1,\xa0200lb\xa0(185cm,\xa090kg) ', ' Born:  April 14,\xa01959   in\xa0Fort\xa0Frances,\xa0Ontario  ca ', 'Amateur Teams: Cornwall\xa0Royals ', 'As Coach: 1\xa0Yr, 2‑22‑1,\xa05\xa0Pts. (Full\xa0Record) ', 'Relatives: Brother\xa0Mike\xa0Allison ']"
allisja01,Jamie Allison,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-1,\xa0210lb\xa0(185cm,\xa095kg) ', ' Born:  May 13,\xa01975   in\xa0Lindsay,\xa0Ontario  ca ', 'Draft: Calgary, 2nd round (44th\xa0overall), 1993\xa0NHL\xa0Entry ', 'Amateur Teams: Detroit\xa0Junior\xa0Red\xa0Wings, Windsor\xa0Spitfires ']"
allisja02,Jason Allison,"['Position: C\xa0•\xa0    Shoots: Right\n', '6-3,\xa0215lb\xa0(190cm,\xa097kg) ', ' Born:  May 29,\xa01975   in\xa0North\xa0York,\xa0Ontario  ca ', 'Draft: Washington, 1st round (17th\xa0overall), 1993\xa0NHL\xa0Entry ', 'Amateur Teams: London\xa0Knights ']"
allismi01,Mike Allison,"['Position: LW\xa0•\xa0    Shoots: Right\n', '6-0,\xa0200lb\xa0(183cm,\xa090kg) ', ' Born:  March 28,\xa01961   in\xa0Fort\xa0Frances,\xa0Ontario  ca ', 'Draft: NY Rangers, 2nd round (35th\xa0overall), 1980\xa0NHL\xa0Entry ', 'Amateur Teams: New\xa0Westminster\xa0Bruins, Sudbury\xa0Wolves ', 'Relatives: Brother\xa0Dave\xa0Allison ']"
allisra01,Ray Allison,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-10,\xa0195lb\xa0(178cm,\xa088kg) ', ' Born:  March 4,\xa01959   in\xa0Cranbrook,\xa0British Columbia  ca ', 'Draft: Hartford, 1st round (18th\xa0overall), 1979\xa0NHL\xa0Entry ', 'Amateur Teams: Brandon\xa0Wheat\xa0Kings ']"
alliswa01,Wade Allison,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-2,\xa0205lb\xa0(188cm,\xa092kg) ', ' Born:  October 14,\xa01997   in\xa0Carman,\xa0Manitoba  ca ', 'Draft: Philadelphia, 2nd round (52nd\xa0overall), 2016\xa0NHL\xa0Entry ', 'Pronunciation: \\WAYD al-IH-suhn\\']"
allumbi01,Bill Allum,"['Position: D\xa0•\xa0    Shoots: Left\n', '5-11,\xa0194lb\xa0(180cm,\xa087kg) ', ' Born:  October 9,\xa01916   in\xa0Winnipeg,\xa0Manitoba  ca ', 'Died: March\xa014,\xa01992  ']"
almjo01,Johan Alm,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-3,\xa0209lb\xa0(190cm,\xa094kg) ', ' Born:  January 28,\xa01992   in\xa0Skelleftea,\xa0Sweden  se ']"
almarni01,Niclas Almari,"['Position: D\xa0•\xa0    Shoots: Left\n', ' Born:  May 11,\xa01998   ', 'Draft: Pittsburgh, 5th round (151st\xa0overall), 2016\xa0NHL\xa0Entry ', 'Pronunciation: \\NIHK-luhs ahl-MAR-ee\\']"
almasre01,Red Almas,"['Position: G\xa0•\xa0    Catches: Right\n', '5-9,\xa0160lb\xa0(175cm,\xa072kg) ', ' Born:  April 26,\xa01924   in\xa0Saskatoon,\xa0Saskatchewan  ca ', 'Died: May\xa013,\xa02001  ']"
almeiju01,Justin Almeida,"['Position: C\xa0•\xa0    Shoots: Left\n', '5-9,\xa0158lb\xa0(175cm,\xa071kg) ', ' Born:  February 6,\xa01999   in\xa0Kitimat,\xa0British Columbia  ca ', 'Draft: Pittsburgh, 5th round (129th\xa0overall), 2018\xa0NHL\xa0Entry ', 'Amateur Teams: Moose\xa0Jaw\xa0Warriors ', 'Pronunciation: \\JUHS-tin al-MAY-duh\\']"
almonco01,Cody Almond,"['Position: C\n', '6-2,\xa0199lb\xa0(188cm,\xa090kg) ', ' Born:  July 24,\xa01989   ', 'Draft: Minnesota, 5th round (140th\xa0overall), 2007\xa0NHL\xa0Entry ', 'Amateur Teams: Kelowna\xa0Rockets ', 'Pronunciation: \\KOH-dee al-MUHND\\']"
almqvad01,Adam Almqvist,"['Position: D\n', '5-11,\xa0174lb\xa0(180cm,\xa078kg) ', ' Born:  February 27,\xa01991   ', 'Draft: Detroit, 7th round (210th\xa0overall), 2009\xa0NHL\xa0Entry ', 'Pronunciation: \\AHLM-kwihst\\']"
almtojo01,Jonas Almtorp,"['Position: C\n', ' Born:  November 17,\xa01983   ', 'Draft: Edmonton, 4th round (111th\xa0overall), 2002\xa0NHL\xa0Entry ']"
alnefhu01,Hugo Alnefelt,"['Position: G\xa0•\xa0    Catches: Left\n', '6-2,\xa0183lb\xa0(188cm,\xa083kg) ', ' Born:  June 4,\xa02001   in\xa0Danderyd,\xa0Sweden  se ', 'Draft: Tampa Bay, 3rd round (71st\xa0overall), 2019\xa0NHL\xa0Entry ']"
altma01,Mark Alt,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-4,\xa0205lb\xa0(193cm,\xa092kg) ', 'Team: Los Angeles Kings', ' Born:  October 18,\xa01991   in\xa0Kansas\xa0City,\xa0Missouri  us ', 'Draft: Carolina, 2nd round (53rd\xa0overall), 2010\xa0NHL\xa0Entry ', 'Amateur Teams: Minnesota ', 'Current salary: $700,000', 'Current cap hit: $700,000', 'Pronunciation: \\MAHRK AHLT\\']"
altshda01,Daniel Altshuller,"['Position: G\n', '6-3,\xa0205lb\xa0(190cm,\xa092kg) ', ' Born:  July 24,\xa01994   in\xa0Ottawa,\xa0Ontario  ca ', 'Draft: Carolina, 3rd round (69th\xa0overall), 2012\xa0NHL\xa0Entry ', 'Pronunciation: \\DAN-yehl awl-SHOO-luhr\\']"
altyban01,Andrei Altybarmakyan,"['Position: RW\xa0•\xa0    Shoots: Left\n', '5-10,\xa0183lb\xa0(178cm,\xa083kg) ', ' Born:  August 4,\xa01998   in\xa0St.\xa0Petersburg,\xa0Russian\xa0Federation  ru ', 'Draft: Chicago, 3rd round (70th\xa0overall), 2017\xa0NHL\xa0Entry ']"
alvesjo01,Jorge Alves,"['Position: G\xa0•\xa0    Catches: Left\n', ' Born:  January 30,\xa01979   ', 'Pronunciation: \\GEORGE AHLVS\\']"
alzneka01,Karl Alzner,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-3,\xa0213lb\xa0(190cm,\xa096kg) ', ' Born:  September 24,\xa01988   in\xa0Burnaby,\xa0British Columbia  ca ', 'Draft: Washington, 1st round (5th\xa0overall), 2007\xa0NHL\xa0Entry ', 'Amateur Teams: Calgary\xa0Hitmen ', 'Pronunciation: \\KARL ALZ-nuhr\\', 'Twitter:\n@KarlAlzner']"
amadida01,Dave Amadio,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-1,\xa0207lb\xa0(185cm,\xa093kg) ', ' Born:  April 23,\xa01939   in\xa0Glace\xa0Bay,\xa0Nova Scotia  ca ', 'Died: April\xa01,\xa01981  ', 'Amateur Teams: Hamilton\xa0Tiger\xa0Cubs ']"
amadimi01,Michael Amadio,"['Position: C\xa0•\xa0    Shoots: Right\n', '6-1,\xa0205lb\xa0(185cm,\xa092kg) ', 'Team: Los Angeles Kings', ' Born:  May 13,\xa01996   in\xa0Sault\xa0Ste.\xa0Marie,\xa0Ontario  ca ', 'Draft: Los Angeles, 3rd round (90th\xa0overall), 2014\xa0NHL\xa0Entry ', 'Amateur Teams: Brampton\xa0Battalion, North\xa0Bay\xa0Battalion ', 'Current salary: $700,000', 'Current cap hit: $700,000', 'Pronunciation: \\MIGHK uh-MA-dee-oh\\']"
amanni01,Nils Aman,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-2,\xa0179lb\xa0(188cm,\xa081kg) ', ' Born:  February 7,\xa02000   in\xa0Avesta,\xa0Sweden  se ', 'Draft: Colorado, 6th round (167th\xa0overall), 2020\xa0NHL\xa0Entry ']"
ambroco01,Colby Ambrosio,"['Position: C\xa0•\xa0    Shoots: Right\n', '5-8,\xa0170lb\xa0(173cm,\xa077kg) ', ' Born:  August 7,\xa02002   in\xa0Welland,\xa0Ontario  ca ', 'Draft: Colorado, 4th round (118th\xa0overall), 2020\xa0NHL\xa0Entry ']"
ambrose01,Seth Ambroz,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-2,\xa0209lb\xa0(188cm,\xa094kg) ', ' Born:  April 3,\xa01993   in\xa0New\xa0Prague,\xa0Michigan  us ', 'Draft: Columbus, 5th round (128th\xa0overall), 2011\xa0NHL\xa0Entry ', 'Pronunciation: \\SEHTH AM-brohz\\']"
ambrope01,Peter Ambroziak,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-0,\xa0206lb\xa0(183cm,\xa093kg) ', ' Born:  September 15,\xa01971   in\xa0Toronto,\xa0Ontario  ca ', 'Draft: Buffalo, 4th round (72nd\xa0overall), 1991\xa0NHL\xa0Entry ', ""Amateur Teams: Ottawa\xa067's ""]"
amiroro01,Rodion Amirov,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-0,\xa0177lb\xa0(183cm,\xa080kg) ', ' Born:  October 2,\xa02001   in\xa0Salavat,\xa0Russian\xa0Federation  ru ', 'Draft: Toronto, 1st round (15th\xa0overall), 2020\xa0NHL\xa0Entry ']"
amodemi01,Mike Amodeo,"['Position: D\xa0•\xa0    Shoots: Left\n', '5-10,\xa0190lb\xa0(178cm,\xa086kg) ', ' Born:  June 22,\xa01952   in\xa0Toronto,\xa0Ontario  ca ', 'Draft: California, 7th round (102nd\xa0overall), 1972\xa0NHL\xa0Amateur ', 'Amateur Teams: Niagara\xa0Falls\xa0Flyers, Oshawa\xa0Generals, Toronto\xa0Marlboros ']"
amontto01,Tony Amonte,"['Position: RW\xa0•\xa0    Shoots: Left\n', '6-0,\xa0200lb\xa0(183cm,\xa090kg) ', ' Born:  August 2,\xa01970   in\xa0Hingham,\xa0Massachusetts  us ', 'Draft: NY Rangers, 4th round (68th\xa0overall), 1988\xa0NHL\xa0Entry ', 'Amateur Teams: Boston\xa0University ', 'Pronunciation: \\ah-MAHN-tee\\']"
amorote01,Terrance Amorosa,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-2,\xa0205lb\xa0(188cm,\xa092kg) ', ' Born:  November 13,\xa01994   in\xa0Kirkland,\xa0Quebec  ca ', 'Draft: Philadelphia, 5th round (132nd\xa0overall), 2013\xa0NHL\xa0Entry ', 'Pronunciation: \\TAIR-uhns a-moh-ROH-suh\\']"
anassa01,Sam Anas,"['Position: F\xa0•\xa0    Shoots: Left\n', '5-8,\xa0163lb\xa0(173cm,\xa073kg) ', ' Born:  June 1,\xa01993   in\xa0Potomac,\xa0Maryland  us ']"
anderfr01,Frederik Andersen,"['Position: G\n', '6-4,\xa0230lb\xa0(193cm,\xa0104kg) ', 'Team: Toronto Maple Leafs', ' Born:  October 2,\xa01989   in\xa0Herning,\xa0Denmark  dk ', 'Draft: Carolina, 7th round (187th\xa0overall), 2010\xa0NHL\xa0Entry, Anaheim, 3rd round (87th\xa0overall), 2012\xa0NHL\xa0Entry\xa0(Re-entry) ', 'Current salary: $5,000,000', 'Current cap hit: $5,000,000', 'Pronunciation: \\FREHD-uhr-ihk AN-duhr-suhn\\', 'Twitter:\n@f_andersen30']"
anderni02,Niclas Andersen,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-1,\xa0218lb\xa0(185cm,\xa098kg) ', ' Born:  April 28,\xa01988   in\xa0Grums,\xa0Sweden  se ', 'Draft: Los Angeles, 4th round (114th\xa0overall), 2006\xa0NHL\xa0Entry ', 'Pronunciation: \\NIHK-luhs AN-duhr-suhn\\']"
anderbi01,Bill Anderson,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-0,\xa0190lb\xa0(183cm,\xa086kg) ', ' Born:  December 13,\xa01912   in\xa0Tillsonburg,\xa0Ontario  ca ']"
andercr01,Craig Anderson,"['Position: G\xa0•\xa0    Catches: Left\n', '6-2,\xa0186lb\xa0(188cm,\xa084kg) ', 'Team: Washington Capitals', ' Born:  May 21,\xa01981   in\xa0Park\xa0Ridge,\xa0Illinois  us ', 'Draft: Calgary, 3rd round (77th\xa0overall), 1999\xa0NHL\xa0Entry, Chicago, 3rd round (73rd\xa0overall), 2001\xa0NHL\xa0Entry\xa0(Re-entry) ', 'Amateur Teams: Guelph\xa0Storm ', 'Pronunciation: \\KRAYG AN-duhr-suhn\\', 'Twitter:\n@CraigAnderson41']"
anderda01,Dale Anderson,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-3,\xa0190lb\xa0(190cm,\xa086kg) ', ' Born:  March 5,\xa01932   in\xa0Regina,\xa0Saskatchewan  ca ', 'Died: December\xa06,\xa02015  ']"
anderdo01,Doug Anderson,"['Position: C\xa0•\xa0    Shoots: Left\n', '5-7,\xa0157lb\xa0(170cm,\xa071kg) ', ' Born:  October 20,\xa01927   in\xa0Edmonton,\xa0Alberta  ca ']"
anderea01,Earl Anderson,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-1,\xa0185lb\xa0(185cm,\xa083kg) ', ' Born:  February 24,\xa01951   in\xa0Roseau,\xa0Minnesota  us ', 'Draft: Detroit, 5th round (58th\xa0overall), 1971\xa0NHL\xa0Amateur ', 'Amateur Teams: North\xa0Dakota ', 'Relatives: Nephew\xa0Wyatt\xa0Kaiser ']"
andergl01,Glenn Anderson,"['Position: RW\xa0•\xa0    Shoots: Left\n', '6-1,\xa0190lb\xa0(185cm,\xa086kg) ', ' Born:  October 2,\xa01960   in\xa0Vancouver,\xa0British Columbia  ca ', 'Draft: Edmonton, 4th round (69th\xa0overall), 1979\xa0NHL\xa0Entry ', 'Amateur Teams: Denver, New\xa0Westminster\xa0Bruins, Seattle\xa0Breakers ', 'Hall of Fame: Inducted as Player\xa02008 (Full\xa0List)']"
anderji01,Jim Anderson,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-10,\xa0165lb\xa0(178cm,\xa074kg) ', ' Born:  December 1,\xa01930   in\xa0Pembroke,\xa0Ontario  ca ', 'As Coach: 1\xa0Yr, 4‑45‑5,\xa013\xa0Pts. (Full\xa0Record) ']"
anderjo08,Joey Anderson,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-11,\xa0190lb\xa0(180cm,\xa086kg) ', ' Born:  June 19,\xa01998   in\xa0Roseville,\xa0Minnesota  us ', 'Draft: New Jersey, 3rd round (73rd\xa0overall), 2016\xa0NHL\xa0Entry ', 'Amateur Teams: Minnesota-Duluth ', 'Pronunciation: \\JOH-ee AN-duhr-suhn\\']"
anderjo01,John Anderson,"['Position: RW\xa0•\xa0    Shoots: Left\n', '5-11,\xa0185lb\xa0(180cm,\xa083kg) ', ' Born:  March 28,\xa01957   in\xa0Toronto,\xa0Ontario  ca ', 'Draft: Toronto, 1st round (11th\xa0overall), 1977\xa0NHL\xa0Amateur ', 'Amateur Teams: Toronto\xa0Marlboros ', 'As Coach: 2\xa0Yrs, 70‑75‑19,\xa0159\xa0Pts. (Full\xa0Record) ']"
anderjo06,Josh Anderson,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-2,\xa0225lb\xa0(188cm,\xa0102kg) ', ' Born:  August 29,\xa01998   ', 'Draft: Colorado, 3rd round (71st\xa0overall), 2016\xa0NHL\xa0Entry ', 'Pronunciation: \\JAWSH AN-duhr-suhn\\']"
anderjo05,Josh Anderson,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-3,\xa0222lb\xa0(190cm,\xa0100kg) ', 'Team: Montreal Canadiens', ' Born:  May 7,\xa01994   in\xa0Burlington,\xa0Ontario  ca ', 'Draft: Columbus, 4th round (95th\xa0overall), 2012\xa0NHL\xa0Entry ', 'Amateur Teams: London\xa0Knights ', 'Current salary: $4,000,000', 'Current cap hit: $5,500,000', 'Pronunciation: \\JAWSH AN-duhr-suhn\\']"
anderlo01,Lorne Anderson,"['Position: G\xa0•\xa0    Catches: Right\n', '5-11,\xa0166lb\xa0(180cm,\xa075kg) ', ' Born:  July 26,\xa01931   in\xa0Renfrew,\xa0Ontario  ca ', 'Died: March\xa020,\xa01984  ']"
anderma01,Matt Anderson,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-11,\xa0195lb\xa0(180cm,\xa088kg) ', ' Born:  October 31,\xa01982   in\xa0West\xa0Islip,\xa0New York  us ', 'Amateur Teams: Massachusetts ']"
andermi02,Michael Anderson,"['Position: D\xa0•\xa0    Shoots: Left\n', 'Team: Los Angeles Kings', ' Born:  May 25,\xa01999   in\xa0United\xa0States  us ', 'Draft: Los Angeles, 4th round (103rd\xa0overall), 2017\xa0NHL\xa0Entry ', 'Amateur Teams: Minnesota-Duluth ', 'Current salary: $925,000', 'Current cap hit: $925,000', 'Pronunciation: \\MIGH-kuhl AN-duhr-suhn\\']"
