Season,Lg,Player,Age,Tm,Pos,G,A,PTS,+/-,W,L,T/O,GAA,SV%,OPS,DPS,GPS,PS,YR_INT,Award,Description,pid,PIM
1991-92,NHL,Mario Lemieux,26,PIT,C,44.0,87.0,131.0,27.0,,,,,,11.0,1.4,0.0,12.4,1992,Ross,Top Point Scorer,lemiema01,
1990-91,NHL,Wayne Gretzky,30,LAK,C,41.0,122.0,163.0,30.0,,,,,,13.0,1.5,0.0,14.5,1991,Ross,Top Point Scorer,gretzwa01,
1989-90,NHL,Wayne Gretzky,29,LAK,C,40.0,102.0,142.0,8.0,,,,,,10.5,0.8,0.0,11.3,1990,Ross,Top Point Scorer,gretzwa01,
1988-89,NHL,Mario Lemieux,23,PIT,C,85.0,114.0,199.0,41.0,,,,,,17.7,1.9,0.0,19.6,1989,Ross,Top Point Scorer,lemiema01,
1987-88,NHL,Mario Lemieux,22,PIT,C,70.0,98.0,168.0,23.0,,,,,,14.7,1.5,0.0,16.2,1988,Ross,Top Point Scorer,lemiema01,
1986-87,NHL,Wayne Gretzky,26,EDM,C,62.0,121.0,183.0,69.0,,,,,,15.2,2.4,0.0,17.6,1987,Ross,Top Point Scorer,gretzwa01,
1985-86,NHL,Wayne Gretzky,25,EDM,C,52.0,163.0,215.0,71.0,,,,,,14.9,2.1,0.0,17.0,1986,Ross,Top Point Scorer,gretzwa01,
1984-85,NHL,Wayne Gretzky,24,EDM,C,73.0,135.0,208.0,100.0,,,,,,16.6,3.0,0.0,19.6,1985,Ross,Top Point Scorer,gretzwa01,
1983-84,NHL,Wayne Gretzky,23,EDM,C,87.0,118.0,205.0,78.0,,,,,,17.4,2.2,0.0,19.6,1984,Ross,Top Point Scorer,gretzwa01,
1982-83,NHL,Wayne Gretzky,22,EDM,C,71.0,125.0,196.0,61.0,,,,,,16.1,1.9,0.0,18.0,1983,Ross,Top Point Scorer,gretzwa01,
1981-82,NHL,Wayne Gretzky,21,EDM,C,92.0,120.0,212.0,80.0,,,,,,17.2,2.5,0.0,19.7,1982,Ross,Top Point Scorer,gretzwa01,
1980-81,NHL,Wayne Gretzky,20,EDM,C,55.0,109.0,164.0,41.0,,,,,,12.3,2.0,0.0,14.3,1981,Ross,Top Point Scorer,gretzwa01,
1979-80,NHL,Marcel Dionne,28,LAK,C,53.0,84.0,137.0,34.0,,,,,,11.6,2.0,0.0,13.5,1980,Ross,Top Point Scorer,dionnma01,
1978-79,NHL,Bryan Trottier,22,NYI,C,47.0,87.0,134.0,76.0,,,,,,10.8,2.8,0.0,13.6,1979,Ross,Top Point Scorer,trottbr01,
1977-78,NHL,Guy Lafleur,26,MTL,RW,60.0,72.0,132.0,73.0,,,,,,13.1,2.7,0.0,15.8,1978,Ross,Top Point Scorer,laflegu01,
1976-77,NHL,Guy Lafleur,25,MTL,RW,56.0,80.0,136.0,89.0,,,,,,12.7,3.0,0.0,15.7,1977,Ross,Top Point Scorer,laflegu01,
1975-76,NHL,Guy Lafleur,24,MTL,RW,56.0,69.0,125.0,67.0,,,,,,11.1,2.7,0.0,13.8,1976,Ross,Top Point Scorer,laflegu01,
1974-75,NHL,Bobby Orr,26,BOS,D,46.0,89.0,135.0,80.0,,,,,,13.1,8.4,0.0,21.5,1975,Ross,Top Point Scorer,orrbo01,
1973-74,NHL,Phil Esposito,31,BOS,C,68.0,77.0,145.0,51.0,,,,,,15.0,2.0,0.0,17.0,1974,Ross,Top Point Scorer,esposph01,
1972-73,NHL,Phil Esposito,30,BOS,C,55.0,75.0,130.0,17.0,,,,,,11.8,1.2,0.0,13.1,1973,Ross,Top Point Scorer,esposph01,
1971-72,NHL,Phil Esposito,29,BOS,C,66.0,67.0,133.0,54.0,,,,,,14.3,2.4,0.0,16.7,1972,Ross,Top Point Scorer,esposph01,
1970-71,NHL,Phil Esposito,28,BOS,C,76.0,76.0,152.0,69.0,,,,,,16.2,2.3,0.0,18.5,1971,Ross,Top Point Scorer,esposph01,
1969-70,NHL,Bobby Orr,21,BOS,D,33.0,87.0,120.0,54.0,,,,,,12.8,6.7,0.0,19.5,1970,Ross,Top Point Scorer,orrbo01,
1968-69,NHL,Phil Esposito,26,BOS,C,49.0,77.0,126.0,55.0,,,,,,12.7,2.3,0.0,15.1,1969,Ross,Top Point Scorer,esposph01,
1967-68,NHL,Stan Mikita,27,CBH,C,40.0,47.0,87.0,0.0,,,,,,9.0,1.0,0.0,10.0,1968,Ross,Top Point Scorer,mikitst01,
1966-67,NHL,Stan Mikita,26,CBH,C,35.0,62.0,97.0,40.0,,,,,,8.9,1.3,0.0,10.2,1967,Ross,Top Point Scorer,mikitst01,
1965-66,NHL,Bobby Hull,27,CBH,LW,54.0,43.0,97.0,19.0,,,,,,10.6,1.2,0.0,11.8,1966,Ross,Top Point Scorer,hullbo01,
1964-65,NHL,Stan Mikita,24,CBH,C,28.0,59.0,87.0,29.0,,,,,,7.9,1.3,0.0,9.2,1965,Ross,Top Point Scorer,mikitst01,
1963-64,NHL,Stan Mikita,23,CBH,C,39.0,50.0,89.0,21.0,,,,,,9.5,1.2,0.0,10.7,1964,Ross,Top Point Scorer,mikitst01,
1962-63,NHL,Gordie Howe,34,DET,RW,38.0,48.0,86.0,23.0,,,,,,8.4,1.1,0.0,9.5,1963,Ross,Top Point Scorer,howego01,
1961-62,NHL,Bobby Hull,23,CBH,LW,50.0,34.0,84.0,10.0,,,,,,8.8,1.2,0.0,10.0,1962,Ross,Top Point Scorer,hullbo01,
1960-61,NHL,Bernie Geoffrion,29,MTL,RW,50.0,45.0,95.0,3.0,,,,,,10.5,1.1,0.0,11.6,1961,Ross,Top Point Scorer,geoffbe01,
1959-60,NHL,Bobby Hull,21,CBH,LW,39.0,42.0,81.0,27.0,,,,,,8.0,1.2,0.0,9.2,1960,Ross,Top Point Scorer,hullbo01,
1958-59,NHL,Dickie Moore,28,MTL,LW,41.0,55.0,96.0,,,,,,,9.6,1.4,0.0,11.0,1959,Ross,Top Point Scorer,mooredi01,
1957-58,NHL,Dickie Moore,27,MTL,LW,36.0,48.0,84.0,,,,,,,8.3,1.4,0.0,9.7,1958,Ross,Top Point Scorer,mooredi01,
1956-57,NHL,Gordie Howe,28,DET,RW,44.0,45.0,89.0,,,,,,,10.5,1.3,0.0,11.8,1957,Ross,Top Point Scorer,howego01,
1955-56,NHL,Jean Beliveau,24,MTL,C,47.0,41.0,88.0,,,,,,,11.5,1.5,0.0,13.0,1956,Ross,Top Point Scorer,belivje01,
1954-55,NHL,Bernie Geoffrion,23,MTL,RW,38.0,37.0,75.0,,,,,,,9.0,1.3,0.0,10.3,1955,Ross,Top Point Scorer,geoffbe01,
1953-54,NHL,Gordie Howe,25,DET,RW,33.0,48.0,81.0,,,,,,,10.2,1.4,0.0,11.6,1954,Ross,Top Point Scorer,howego01,
1952-53,NHL,Gordie Howe,24,DET,RW,49.0,46.0,95.0,,,,,,,14.1,1.4,0.0,15.5,1953,Ross,Top Point Scorer,howego01,
1951-52,NHL,Gordie Howe,23,DET,RW,47.0,39.0,86.0,,,,,,,11.6,1.5,0.0,13.1,1952,Ross,Top Point Scorer,howego01,
1950-51,NHL,Gordie Howe,22,DET,RW,43.0,43.0,86.0,,,,,,,10.6,1.5,0.0,12.1,1951,Ross,Top Point Scorer,howego01,
1949-50,NHL,Ted Lindsay,24,DET,LW,23.0,55.0,78.0,,,,,,,7.8,1.2,0.0,9.0,1950,Ross,Top Point Scorer,lindste01,
1948-49,NHL,Roy Conacher,32,CBH,LW,26.0,42.0,68.0,,,,,,,7.0,0.5,0.0,7.4,1949,Ross,Top Point Scorer,conacro01,
1947-48,NHL,Elmer Lach,30,MTL,C,30.0,31.0,61.0,,,,,,,6.5,1.0,0.0,7.5,1948,Ross,Top Point Scorer,lachel01,
2019-20,NHL,Roman Josi,29,NSH,D,16.0,49.0,65.0,22.0,,,,,,6.1,4.8,0.0,10.9,2020,Norris,Top Defenseman,josiro01,
2018-19,NHL,Mark Giordano,35,CGY,D,17.0,57.0,74.0,39.0,,,,,,6.7,5.9,0.0,12.6,2019,Norris,Top Defenseman,giordma01,
2017-18,NHL,Victor Hedman,27,TBL,D,17.0,46.0,63.0,32.0,,,,,,5.7,5.2,0.0,11.0,2018,Norris,Top Defenseman,hedmavi01,
2016-17,NHL,Brent Burns,31,SJS,D,29.0,47.0,76.0,19.0,,,,,,8.9,6.4,0.0,15.3,2017,Norris,Top Defenseman,burnsbr01,
2015-16,NHL,Drew Doughty,26,LAK,D,14.0,37.0,51.0,24.0,,,,,,4.5,7.1,0.0,11.6,2016,Norris,Top Defenseman,doughdr01,
2014-15,NHL,Erik Karlsson,24,OTT,D,21.0,45.0,66.0,7.0,,,,,,7.2,4.7,0.0,11.9,2015,Norris,Top Defenseman,karlser01,
2013-14,NHL,Duncan Keith,30,CHI,D,6.0,55.0,61.0,22.0,,,,,,5.1,4.9,0.0,10.0,2014,Norris,Top Defenseman,keithdu01,
2012-13,NHL,P.K. Subban,23,MTL,D,11.0,27.0,38.0,12.0,,,,,,4.3,2.9,0.0,7.1,2013,Norris,Top Defenseman,subbapk01,
2011-12,NHL,Erik Karlsson,21,OTT,D,19.0,59.0,78.0,16.0,,,,,,8.6,4.5,0.0,13.1,2012,Norris,Top Defenseman,karlser01,
2010-11,NHL,Nicklas Lidstrom,40,DET,D,16.0,46.0,62.0,-2.0,,,,,,6.2,3.3,0.0,9.5,2011,Norris,Top Defenseman,lidstni01,
2009-10,NHL,Duncan Keith,26,CHI,D,14.0,55.0,69.0,21.0,,,,,,6.3,6.2,0.0,12.6,2010,Norris,Top Defenseman,keithdu01,
2008-09,NHL,Zdeno Chara,31,BOS,D,19.0,31.0,50.0,23.0,,,,,,4.8,5.7,0.0,10.5,2009,Norris,Top Defenseman,charazd01,
2007-08,NHL,Nicklas Lidstrom,37,DET,D,10.0,60.0,70.0,40.0,,,,,,6.4,8.1,0.0,14.4,2008,Norris,Top Defenseman,lidstni01,
2006-07,NHL,Nicklas Lidstrom,36,DET,D,13.0,49.0,62.0,40.0,,,,,,5.3,7.9,0.0,13.1,2007,Norris,Top Defenseman,lidstni01,
2005-06,NHL,Nicklas Lidstrom,35,DET,D,16.0,64.0,80.0,21.0,,,,,,6.8,6.1,0.0,12.9,2006,Norris,Top Defenseman,lidstni01,
2003-04,NHL,Scott Niedermayer,30,NJD,D,14.0,40.0,54.0,20.0,,,,,,5.1,6.9,0.0,12.0,2004,Norris,Top Defenseman,niedesc01,
2002-03,NHL,Nicklas Lidstrom,32,DET,D,18.0,44.0,62.0,40.0,,,,,,6.1,7.1,0.0,13.2,2003,Norris,Top Defenseman,lidstni01,
2001-02,NHL,Nicklas Lidstrom,31,DET,D,9.0,50.0,59.0,13.0,,,,,,5.0,5.5,0.0,10.5,2002,Norris,Top Defenseman,lidstni01,
2000-01,NHL,Nicklas Lidstrom,30,DET,D,15.0,56.0,71.0,9.0,,,,,,6.4,5.8,0.0,12.2,2001,Norris,Top Defenseman,lidstni01,
1999-00,NHL,Chris Pronger,25,STL,D,14.0,48.0,62.0,52.0,,,,,,5.2,9.6,0.0,14.8,2000,Norris,Top Defenseman,prongch01,
1998-99,NHL,Al MacInnis,35,STL,D,20.0,42.0,62.0,33.0,,,,,,6.0,7.7,0.0,13.6,1999,Norris,Top Defenseman,macinal01,
1997-98,NHL,Rob Blake,28,LAK,D,23.0,27.0,50.0,-3.0,,,,,,5.9,3.0,0.0,8.8,1998,Norris,Top Defenseman,blakero01,
1996-97,NHL,Brian Leetch,28,NYR,D,20.0,58.0,78.0,31.0,,,,,,7.5,5.6,0.0,13.1,1997,Norris,Top Defenseman,leetcbr01,
1995-96,NHL,Chris Chelios,34,CHI,D,14.0,58.0,72.0,25.0,,,,,,5.7,5.6,0.0,11.3,1996,Norris,Top Defenseman,chelich01,
1994-95,NHL,Paul Coffey,33,DET,D,14.0,44.0,58.0,18.0,,,,,,5.5,3.5,0.0,9.0,1995,Norris,Top Defenseman,coffepa01,
1993-94,NHL,Ray Bourque,33,BOS,D,20.0,71.0,91.0,26.0,,,,,,7.8,5.7,0.0,13.5,1994,Norris,Top Defenseman,bourqra01,
1992-93,NHL,Chris Chelios,31,CHI,D,15.0,58.0,73.0,14.0,,,,,,4.8,6.3,0.0,11.1,1993,Norris,Top Defenseman,chelich01,
1991-92,NHL,Brian Leetch,23,NYR,D,22.0,80.0,102.0,25.0,,,,,,8.1,5.1,0.0,13.2,1992,Norris,Top Defenseman,leetcbr01,
1990-91,NHL,Ray Bourque,30,BOS,D,21.0,73.0,94.0,33.0,,,,,,7.6,5.6,0.0,13.2,1991,Norris,Top Defenseman,bourqra01,
1989-90,NHL,Ray Bourque,29,BOS,D,19.0,65.0,84.0,31.0,,,,,,6.1,6.4,0.0,12.5,1990,Norris,Top Defenseman,bourqra01,
1988-89,NHL,Chris Chelios,27,MTL,D,15.0,58.0,73.0,35.0,,,,,,4.8,6.7,0.0,11.5,1989,Norris,Top Defenseman,chelich01,
1987-88,NHL,Ray Bourque,27,BOS,D,17.0,64.0,81.0,34.0,,,,,,5.5,6.2,0.0,11.7,1988,Norris,Top Defenseman,bourqra01,
1986-87,NHL,Ray Bourque,26,BOS,D,23.0,72.0,95.0,44.0,,,,,,7.2,6.4,0.0,13.6,1987,Norris,Top Defenseman,bourqra01,
1985-86,NHL,Paul Coffey,24,EDM,D,48.0,90.0,138.0,61.0,,,,,,11.0,5.1,0.0,16.1,1986,Norris,Top Defenseman,coffepa01,
1984-85,NHL,Paul Coffey,23,EDM,D,37.0,84.0,121.0,57.0,,,,,,9.5,5.3,0.0,14.8,1985,Norris,Top Defenseman,coffepa01,
1983-84,NHL,Rod Langway,26,WSH,D,9.0,24.0,33.0,14.0,,,,,,1.2,6.3,0.0,7.6,1984,Norris,Top Defenseman,langwro01,
1982-83,NHL,Rod Langway,25,WSH,D,3.0,29.0,32.0,-2.0,,,,,,0.9,4.3,0.0,5.2,1983,Norris,Top Defenseman,langwro01,
1981-82,NHL,Doug Wilson,24,CBH,D,39.0,46.0,85.0,1.0,,,,,,6.9,3.4,0.0,10.3,1982,Norris,Top Defenseman,wilsodo01,
1980-81,NHL,Randy Carlyle,24,PIT,D,16.0,67.0,83.0,-16.0,,,,,,5.4,3.0,0.0,8.5,1981,Norris,Top Defenseman,carlyra01,
1979-80,NHL,Larry Robinson,28,MTL,D,14.0,61.0,75.0,38.0,,,,,,5.5,5.9,0.0,11.4,1980,Norris,Top Defenseman,robinla01,
1978-79,NHL,Denis Potvin,25,NYI,D,31.0,70.0,101.0,71.0,,,,,,8.6,7.3,0.0,15.9,1979,Norris,Top Defenseman,potvide01,
1977-78,NHL,Denis Potvin,24,NYI,D,30.0,64.0,94.0,57.0,,,,,,8.4,7.0,0.0,15.4,1978,Norris,Top Defenseman,potvide01,
1976-77,NHL,Larry Robinson,25,MTL,D,19.0,66.0,85.0,120.0,,,,,,7.1,9.9,0.0,16.9,1977,Norris,Top Defenseman,robinla01,
1975-76,NHL,Denis Potvin,22,NYI,D,31.0,67.0,98.0,12.0,,,,,,8.7,5.6,0.0,14.3,1976,Norris,Top Defenseman,potvide01,
1974-75,NHL,Bobby Orr,26,BOS,D,46.0,89.0,135.0,80.0,,,,,,13.1,8.4,0.0,21.5,1975,Norris,Top Defenseman,orrbo01,
1973-74,NHL,Bobby Orr,25,BOS,D,32.0,90.0,122.0,84.0,,,,,,11.7,7.7,0.0,19.4,1974,Norris,Top Defenseman,orrbo01,
1972-73,NHL,Bobby Orr,24,BOS,D,29.0,72.0,101.0,55.0,,,,,,9.5,6.0,0.0,15.6,1973,Norris,Top Defenseman,orrbo01,
1971-72,NHL,Bobby Orr,23,BOS,D,37.0,80.0,117.0,83.0,,,,,,12.0,8.1,0.0,20.1,1972,Norris,Top Defenseman,orrbo01,
1970-71,NHL,Bobby Orr,22,BOS,D,37.0,102.0,139.0,124.0,,,,,,13.5,9.3,0.0,22.8,1971,Norris,Top Defenseman,orrbo01,
1969-70,NHL,Bobby Orr,21,BOS,D,33.0,87.0,120.0,54.0,,,,,,12.8,6.7,0.0,19.5,1970,Norris,Top Defenseman,orrbo01,
1968-69,NHL,Bobby Orr,20,BOS,D,21.0,43.0,64.0,55.0,,,,,,6.5,5.9,0.0,12.4,1969,Norris,Top Defenseman,orrbo01,
1967-68,NHL,Bobby Orr,19,BOS,D,11.0,20.0,31.0,28.0,,,,,,3.3,3.5,0.0,6.7,1968,Norris,Top Defenseman,orrbo01,
1966-67,NHL,Harry Howell,34,NYR,D,12.0,28.0,40.0,4.0,,,,,,3.4,4.8,0.0,8.2,1967,Norris,Top Defenseman,howelha01,
1965-66,NHL,Jacques Laperriere,24,MTL,D,6.0,25.0,31.0,14.0,,,,,,2.3,4.2,0.0,6.5,1966,Norris,Top Defenseman,laperja01,
1964-65,NHL,Pierre Pilote,33,CBH,D,14.0,45.0,59.0,25.0,,,,,,5.8,4.9,0.0,10.6,1965,Norris,Top Defenseman,pilotpi01,
1963-64,NHL,Pierre Pilote,32,CBH,D,7.0,46.0,53.0,31.0,,,,,,4.6,5.0,0.0,9.6,1964,Norris,Top Defenseman,pilotpi01,
1962-63,NHL,Pierre Pilote,31,CBH,D,8.0,18.0,26.0,-4.0,,,,,,2.0,4.1,0.0,6.1,1963,Norris,Top Defenseman,pilotpi01,
1961-62,NHL,Doug Harvey,37,NYR,D,6.0,24.0,30.0,-9.0,,,,,,1.9,4.3,0.0,6.2,1962,Norris,Top Defenseman,harvedo01,
1960-61,NHL,Doug Harvey,36,MTL,D,6.0,33.0,39.0,16.0,,,,,,3.1,3.8,0.0,7.0,1961,Norris,Top Defenseman,harvedo01,
1959-60,NHL,Doug Harvey,35,MTL,D,6.0,21.0,27.0,37.0,,,,,,1.8,4.6,0.0,6.4,1960,Norris,Top Defenseman,harvedo01,
1958-59,NHL,Tom Johnson,30,MTL,D,10.0,29.0,39.0,,,,,,,3.3,5.5,0.0,8.8,1959,Norris,Top Defenseman,johnsto01,
1957-58,NHL,Doug Harvey,33,MTL,D,9.0,32.0,41.0,,,,,,,3.6,5.4,0.0,9.0,1958,Norris,Top Defenseman,harvedo01,
1956-57,NHL,Doug Harvey,32,MTL,D,6.0,44.0,50.0,,,,,,,4.4,5.4,0.0,9.8,1957,Norris,Top Defenseman,harvedo01,
1955-56,NHL,Doug Harvey,31,MTL,D,5.0,39.0,44.0,,,,,,,4.1,5.5,0.0,9.6,1956,Norris,Top Defenseman,harvedo01,
1954-55,NHL,Doug Harvey,30,MTL,D,6.0,43.0,49.0,,,,,,,4.5,5.2,0.0,9.7,1955,Norris,Top Defenseman,harvedo01,
1953-54,NHL,Red Kelly,26,DET,D,16.0,33.0,49.0,,,,,,,6.2,5.1,0.0,11.3,1954,Norris,Top Defenseman,kellyre01,
2019-20,NHL,Victor Hedman,29,TBL,D,10.0,12.0,22.0,13.0,,,,,,,,,,2020,Conn Smythe,Playoff MVP,hedmavi01,
2018-19,NHL,Ryan O'Reilly,27,STL,C,8.0,15.0,23.0,2.0,,,,,,,,,,2019,Conn Smythe,Playoff MVP,oreilry01,
2017-18,NHL,Alex Ovechkin,32,WSH,LW,15.0,12.0,27.0,8.0,,,,,,,,,,2018,Conn Smythe,Playoff MVP,ovechal01,
2016-17,NHL,Sidney Crosby,29,PIT,C,8.0,19.0,27.0,4.0,,,,,,,,,,2017,Conn Smythe,Playoff MVP,crosbsi01,
2015-16,NHL,Sidney Crosby,28,PIT,C,6.0,13.0,19.0,-2.0,,,,,,,,,,2016,Conn Smythe,Playoff MVP,crosbsi01,
2014-15,NHL,Duncan Keith,31,CHI,D,3.0,18.0,21.0,16.0,,,,,,,,,,2015,Conn Smythe,Playoff MVP,keithdu01,
2013-14,NHL,Justin Williams,32,LAK,RW,9.0,16.0,25.0,13.0,,,,,,,,,,2014,Conn Smythe,Playoff MVP,williju01,
2012-13,NHL,Patrick Kane,24,CHI,RW,9.0,10.0,19.0,7.0,,,,,,,,,,2013,Conn Smythe,Playoff MVP,kanepa01,
2011-12,NHL,Jonathan Quick,26,LAK,G,0.0,0.0,0.0,0.0,16.0,4.0,,1.41,0.946,,,,,2012,Conn Smythe,Playoff MVP,quickjo01,
2010-11,NHL,Tim Thomas,36,BOS,G,0.0,0.0,0.0,0.0,16.0,9.0,,1.98,0.94,,,,,2011,Conn Smythe,Playoff MVP,thomati01,
2009-10,NHL,Jonathan Toews,21,CHI,C,7.0,22.0,29.0,-1.0,,,,,,,,,,2010,Conn Smythe,Playoff MVP,toewsjo01,
2008-09,NHL,Evgeni Malkin,22,PIT,C,14.0,22.0,36.0,3.0,,,,,,,,,,2009,Conn Smythe,Playoff MVP,malkiev01,
2007-08,NHL,Henrik Zetterberg,27,DET,LW,13.0,14.0,27.0,16.0,,,,,,,,,,2008,Conn Smythe,Playoff MVP,zettehe01,
2006-07,NHL,Scott Niedermayer,33,ANA,D,3.0,8.0,11.0,2.0,,,,,,,,,,2007,Conn Smythe,Playoff MVP,niedesc01,
2005-06,NHL,Cam Ward,21,CAR,G,0.0,1.0,1.0,0.0,15.0,8.0,0.0,2.14,0.92,,,,,2006,Conn Smythe,Playoff MVP,wardca01,
2003-04,NHL,Brad Richards,23,TBL,C,12.0,14.0,26.0,5.0,,,,,,,,,,2004,Conn Smythe,Playoff MVP,richabr01,
2002-03,NHL,Jean-Sebastien Giguere,25,MDA,G,0.0,1.0,1.0,0.0,15.0,6.0,,1.62,0.945,,,,,2003,Conn Smythe,Playoff MVP,gigueje01,
2001-02,NHL,Nicklas Lidstrom,31,DET,D,5.0,11.0,16.0,6.0,,,,,,,,,,2002,Conn Smythe,Playoff MVP,lidstni01,
2000-01,NHL,Patrick Roy,35,COL,G,0.0,1.0,1.0,0.0,16.0,7.0,,1.7,0.934,,,,,2001,Conn Smythe,Playoff MVP,roypa01,
1999-00,NHL,Scott Stevens,35,NJD,D,3.0,8.0,11.0,9.0,,,,,,,,,,2000,Conn Smythe,Playoff MVP,stevesc01,
1998-99,NHL,Joe Nieuwendyk,32,DAL,C,11.0,10.0,21.0,7.0,,,,,,,,,,1999,Conn Smythe,Playoff MVP,nieuwjo01,
1997-98,NHL,Steve Yzerman,32,DET,C,6.0,18.0,24.0,10.0,,,,,,,,,,1998,Conn Smythe,Playoff MVP,yzermst01,
1996-97,NHL,Mike Vernon,33,DET,G,0.0,1.0,1.0,0.0,16.0,4.0,,1.76,0.927,,,,,1997,Conn Smythe,Playoff MVP,vernomi01,
1995-96,NHL,Joe Sakic,26,COL,C,18.0,16.0,34.0,10.0,,,,,,,,,,1996,Conn Smythe,Playoff MVP,sakicjo01,
1994-95,NHL,Claude Lemieux,29,NJD,LW,13.0,3.0,16.0,12.0,,,,,,,,,,1995,Conn Smythe,Playoff MVP,lemiecl01,
1993-94,NHL,Brian Leetch,25,NYR,D,11.0,23.0,34.0,19.0,,,,,,,,,,1994,Conn Smythe,Playoff MVP,leetcbr01,
1992-93,NHL,Patrick Roy,27,MTL,G,0.0,1.0,1.0,0.0,16.0,4.0,,2.13,0.929,,,,,1993,Conn Smythe,Playoff MVP,roypa01,
1991-92,NHL,Mario Lemieux,26,PIT,C,16.0,18.0,34.0,6.0,,,,,,,,,,1992,Conn Smythe,Playoff MVP,lemiema01,
1990-91,NHL,Mario Lemieux,25,PIT,C,16.0,28.0,44.0,14.0,,,,,,,,,,1991,Conn Smythe,Playoff MVP,lemiema01,
1989-90,NHL,Bill Ranford,23,EDM,G,0.0,2.0,2.0,0.0,16.0,6.0,,2.53,0.912,,,,,1990,Conn Smythe,Playoff MVP,ranfobi01,
1988-89,NHL,Al MacInnis,25,CGY,D,7.0,24.0,31.0,6.0,,,,,,,,,,1989,Conn Smythe,Playoff MVP,macinal01,
1987-88,NHL,Wayne Gretzky,27,EDM,C,12.0,31.0,43.0,10.0,,,,,,,,,,1988,Conn Smythe,Playoff MVP,gretzwa01,
1986-87,NHL,Ron Hextall,22,PHI,G,0.0,1.0,1.0,0.0,15.0,11.0,,2.76,0.9079999999999999,,,,,1987,Conn Smythe,Playoff MVP,hextaro01,
1985-86,NHL,Patrick Roy,20,MTL,G,0.0,0.0,0.0,0.0,15.0,5.0,,1.93,0.9229999999999999,,,,,1986,Conn Smythe,Playoff MVP,roypa01,
1984-85,NHL,Wayne Gretzky,24,EDM,C,17.0,30.0,47.0,27.0,,,,,,,,,,1985,Conn Smythe,Playoff MVP,gretzwa01,
1983-84,NHL,Mark Messier,23,EDM,LW,8.0,18.0,26.0,9.0,,,,,,,,,,1984,Conn Smythe,Playoff MVP,messima01,
1982-83,NHL,Billy Smith,32,NYI,G,0.0,1.0,1.0,,13.0,3.0,,2.69,0.9129999999999999,,,,,1983,Conn Smythe,Playoff MVP,smithbi01,
1981-82,NHL,Mike Bossy,25,NYI,RW,17.0,10.0,27.0,7.0,,,,,,,,,,1982,Conn Smythe,Playoff MVP,bossymi01,
1980-81,NHL,Butch Goring,31,NYI,C,10.0,10.0,20.0,6.0,,,,,,,,,,1981,Conn Smythe,Playoff MVP,gorinbu01,
1979-80,NHL,Bryan Trottier,23,NYI,C,12.0,17.0,29.0,8.0,,,,,,,,,,1980,Conn Smythe,Playoff MVP,trottbr01,
1978-79,NHL,Bob Gainey,25,MTL,LW,6.0,10.0,16.0,4.0,,,,,,,,,,1979,Conn Smythe,Playoff MVP,gainebo01,
1977-78,NHL,Larry Robinson,26,MTL,D,4.0,17.0,21.0,21.0,,,,,,,,,,1978,Conn Smythe,Playoff MVP,robinla01,
1976-77,NHL,Guy Lafleur,25,MTL,RW,9.0,17.0,26.0,20.0,,,,,,,,,,1977,Conn Smythe,Playoff MVP,laflegu01,
1975-76,NHL,Reggie Leach,25,PHI,RW,19.0,5.0,24.0,14.0,,,,,,,,,,1976,Conn Smythe,Playoff MVP,leachre01,
1974-75,NHL,Bernie Parent,29,PHI,G,0.0,0.0,0.0,,10.0,5.0,,1.89,0.924,,,,,1975,Conn Smythe,Playoff MVP,parenbe01,
1973-74,NHL,Bernie Parent,28,PHI,G,0.0,0.0,0.0,,12.0,5.0,,2.02,0.9329999999999999,,,,,1974,Conn Smythe,Playoff MVP,parenbe01,
1972-73,NHL,Yvan Cournoyer,29,MTL,RW,15.0,10.0,25.0,6.0,,,,,,,,,,1973,Conn Smythe,Playoff MVP,cournyv01,
1971-72,NHL,Bobby Orr,23,BOS,D,5.0,19.0,24.0,20.0,,,,,,,,,,1972,Conn Smythe,Playoff MVP,orrbo01,
1970-71,NHL,Ken Dryden,23,MTL,G,0.0,1.0,1.0,,12.0,8.0,,3.01,0.914,,,,,1971,Conn Smythe,Playoff MVP,drydeke01,
1969-70,NHL,Bobby Orr,21,BOS,D,9.0,11.0,20.0,24.0,,,,,,,,,,1970,Conn Smythe,Playoff MVP,orrbo01,
1968-69,NHL,Serge Savard,23,MTL,D,4.0,6.0,10.0,2.0,,,,,,,,,,1969,Conn Smythe,Playoff MVP,savarse01,
1967-68,NHL,Glenn Hall,36,STL,G,0.0,0.0,0.0,,8.0,10.0,,2.44,0.9159999999999999,,,,,1968,Conn Smythe,Playoff MVP,hallgl01,
1966-67,NHL,Dave Keon,26,TOR,C,3.0,5.0,8.0,1.0,,,,,,,,,,1967,Conn Smythe,Playoff MVP,keonda01,
1965-66,NHL,Roger Crozier,23,DET,G,0.0,0.0,0.0,,6.0,5.0,,2.34,0.914,,,,,1966,Conn Smythe,Playoff MVP,croziro01,
1964-65,NHL,Jean Beliveau,33,MTL,C,8.0,8.0,16.0,-1.0,,,,,,,,,,1965,Conn Smythe,Playoff MVP,belivje01,
2019-20,NHL,Bobby Ryan,32,OTT,LW,5.0,3.0,8.0,3.0,,,,,,0.4,0.5,0.0,0.9,2020,Masterton,Qualities of Perseverance and Sportsmanship,ryanbo01,
